UNITID,TUITION1,FEE1,TUITION2,FEE2,TUITION3,FEE3,CHG2AY3,CHG3AY3,CHG8AY3,CHG9AY3 
197018,15300,0,15300,0,15300,0,15300,15300,6298,3650
197027,0,1095,0,1095,0,1095,1095,1095,.,.
197036,.,.,.,.,.,.,.,.,.,.
197045,21560,550,21560,550,21560,550,22110,22110,2951,2951
197133,60030,980,60030,980,60030,980,60930,60930,1350,1350
197142,24000,1400,24000,1400,24000,1400,25400,25400,3350,3350
197151,43400,0,43400,0,43400,0,43400,43400,5300,5300
197197,48010,2000,48010,2000,48010,2000,50010,50010,2447,2447
197221,52420,460,52420,460,52420,460,52880,52880,.,.
197230,30300,1500,30300,1500,30300,1500,31800,31800,800,1800
197285,21060,1350,21060,1350,21060,1350,22410,22410,4765,4765
197294,4580,456,4580,456,11770,456,5036,12226,4200,4200
197531,9764,1440,9764,1440,9764,1440,11204,11204,600,600
197601,11800,0,11800,0,11800,0,11800,11800,3000,4800
197647,12100,0,12100,0,12100,0,12100,12100,3800,5600
197674,12750,0,12750,0,12750,0,12750,12750,3000,4800
197692,16750,410,16750,410,16750,410,17160,17160,.,.
197708,43575,2900,43575,2900,43575,2900,46475,46475,5400,2363
197735,8640,0,8640,0,8640,0,8640,8640,3800,5600
197744,13350,100,13350,100,13350,100,13450,13450,3800,5600
197814,2080,147,2080,147,6705,147,2270,7522,4523,4523
197850,1824,191,1824,191,6432,191,2015,6623,8258,8258
197869,4242,3168,4242,3168,19049,3168,7410,22217,3628,3164
197887,2432,200,2432,200,8576,200,2632,8776,5126,5126
197911,32590,0,32590,0,32590,0,32590,32590,2350,2350
197966,2432,86,2432,86,8576,86,2518,8662,3457,7652
197984,18500,0,18500,0,18500,0,18500,18500,3900,3900
197993,15964,2549,15964,2549,15964,2549,18513,18513,6890,6890
198011,2128,126,2128,126,7504,126,2558,8702,5200,4400
198039,2432,219,2432,219,8576,219,2651,8795,4730,4730
198066,28400,1850,28400,1850,28400,1850,30250,30250,2000,2000
198084,2432,100,2432,100,8576,100,2532,8676,6430,6430
198109,13446,520,13446,520,13446,520,13966,13966,5600,5600
198118,2432,96,2432,96,8576,96,2528,8672,1200,3850
198136,34290,2450,34290,2450,34290,2450,36740,36740,4115,3415
198154,2432,316,2432,316,8576,316,2748,8892,6064,6064
198206,2508,132,2508,132,8844,132,2640,8976,11364,10405
198215,31436,0,31436,0,31436,0,31436,31436,3434,3669
198233,2128,239,2128,239,7504,239,2367,7743,9792,7706
198251,2432,122,2432,122,8576,122,2554,8698,6317,6317
198260,2432,360,2432,360,8576,360,2792,8936,6643,6643
198303,25808,0,25808,0,25808,0,25880,25880,1690,1690
198321,2432,170,2432,170,8576,170,2602,8746,900,900
198330,2432,30,2432,30,8576,30,2462,8606,5585,5585
198367,1824,199,1824,199,6432,199,2114,6722,5517,3969
198376,2130,154,2130,154,7118,154,2588,8732,4686,4686
198385,54460,540,54460,540,54460,540,55175,55175,.,.
198419,55880,1753,55880,1753,55880,1753,57633,57633,.,.
198455,2081,148,2081,148,7339,148,1958,6566,4920,4920
198464,4452,2787,4452,2787,20729,2787,7239,23516,3710,10785
198491,2432,208,2432,208,8576,208,2640,8784,5313,3030
198507,1000,2260,1000,2260,5000,2260,3260,7260,1350,1350
198516,37414,507,37414,507,37414,507,37921,37921,2600,2250
198534,2432,112,2432,112,8576,112,2544,8688,5166,5166
198543,2982,2327,2982,2327,14590,2327,5309,16917,2387,2387
198552,1992,160,1992,160,7008,160,2152,7168,6562,4443
198561,31220,960,31220,960,31220,960,32180,32180,2600,5300
198570,2432,272,2432,272,8576,272,2704,8848,6627,6627
198598,18960,0,18960,0,18960,0,18960,18960,1400,1400
198613,39400,720,39400,720,39400,720,40120,40120,1500,1500
198622,2128,191,2128,191,7504,191,2319,7695,7875,7875
198640,2432,176,2432,176,8576,176,2608,8752,3150,3150
198668,2432,148,2432,148,8576,148,2580,8724,5350,5350
198677,7560,768,7560,768,7560,768,8328,8328,4080,3400
198695,33358,4722,33358,4722,33358,4722,38080,38080,2500,2000
198710,1824,170,1824,170,6432,170,1994,6602,7371,4200
198729,2432,138,2432,138,8576,138,2570,8714,3972,3972
198756,16014,2770,16014,2770,16014,2770,18784,18784,6250,6250
198774,2432,225,2432,225,8576,225,2657,8801,11080,5765
198808,26140,1850,26140,1850,26140,1850,27390,27390,5304,5304
198817,2432,136,2432,136,8576,136,2568,8712,5102,5102
198835,39900,0,39900,0,39900,0,39900,39900,3250,3250
198862,15917,2379,15917,2379,15917,2379,18296,18296,3429,2000
198871,16975,2820,16975,2820,16975,2820,19795,19795,2820,1763
198899,30772,4280,30772,4280,30772,4280,35052,35052,1800,1800
198905,1824,91,1824,91,6432,91,1915,6523,4800,7550
198914,2432,126,2432,126,8576,126,2558,8702,5893,5893
198923,1824,102,1824,102,6432,102,1926,6534,3668,3668
198950,39832,120,39832,120,39832,120,39952,39952,1840,1840
198969,35336,700,35336,700,35336,700,36076,36076,4861,11218
198987,2432,219,2432,219,8576,219,2651,8795,5958,5706
199023,2432,105,2432,105,8576,105,2537,8681,4650,4650
199032,28500,250,28500,250,28500,250,28750,28750,2460,2460
199069,21194,1000,21194,1000,21194,1000,22194,22194,1800,1800
199087,2432,234,2432,234,8576,234,2666,8810,3800,3800
199102,3540,3117,3540,3117,17050,3117,6657,20167,2300,2300
199111,4122,3122,4122,3122,21470,3122,7244,24592,3564,3564
199120,7019,1961,7019,1961,34198,1961,8980,36159,2836,2836
199139,3812,3284,3812,3284,17246,3284,7096,20530,4308,4307
199148,4422,2981,4422,2981,19581,2981,7403,22562,2604,4238
199157,3728,2901,3728,2901,16435,2901,6629,19336,6605,6605
199184,6497,2861,6497,2861,23040,2861,9358,25901,2498,1298
199193,6535,2566,6535,2566,26654,2566,9101,29220,2770,7603
199209,32400,350,32400,350,32400,350,32750,32750,2500,2500
199218,4443,2738,4443,2738,18508,2738,7181,21246,6141,6141
199263,1824,43,1824,43,6432,43,1867,6475,4623,4000
199272,31950,500,31950,500,31950,500,32450,32450,5438,5438
199281,1000,2456,1000,2456,5000,2456,3456,7456,3296,3296
199306,30550,1290,30550,1290,30550,1290,31840,31840,2000,2000
199324,2432,114,2432,114,8576,114,2546,8690,5756,5756
199333,1824,116,1824,116,6432,116,1940,6548,4238,4238
199412,35998,1334,35998,1334,35998,1334,37332,37332,3674,2690
199421,2280,106,2280,106,8040,106,2386,8146,7585,7585
199449,2432,104,2432,104,8576,104,2536,8680,3740,3740
199458,15520,970,15520,970,15520,970,16490,16490,9650,5300
199467,2432,210,2432,210,8576,210,2642,8786,1600,3200
199476,2432,131,2432,131,8576,131,2563,8707,5720,5720
199485,1824,142,1824,142,6432,142,1966,6574,4550,4550
199494,2432,194,2432,194,8576,194,2632,8776,3100,3100
199582,10956,5928,10956,5928,10956,5928,16884,16884,5280,3825
199607,30250,516,30250,516,30250,516,31016,31016,.,2500
199625,3116,47,3116,47,10988,47,2830,9742,5658,5828
199634,2598,166,2598,166,8742,166,2764,8908,9913,9913
199643,11808,4672,11808,4672,11808,4672,16480,16480,4390,4390
199698,28680,1000,28680,1000,28680,1000,29680,29680,7554,7554
199722,2432,168,2432,168,8576,168,2600,8744,3600,3600
199731,2128,209,2128,209,7504,209,2337,7713,5700,4850
199740,2432,242,2432,242,8576,242,2674,8818,5766,5766
199759,8952,610,8952,610,8952,610,9562,9562,1592,1410
199768,2550,113,2550,113,8694,113,2663,8807,4125,8275
199786,2280,30,2280,30,8040,30,2492,8636,12003,11519
199795,2304,59,2304,59,8448,59,2363,8507,5531,5531
199838,1824,124,1824,124,6432,124,1948,6556,7314,4993
199847,56722,1038,56722,1038,56722,1038,57760,57760,2498,1830
199856,2432,0,2432,0,8576,0,2432,8576,4600,4600
199865,37500,850,37500,850,37500,850,38350,38350,5080,5080
199883,15110,834,15110,834,15110,834,.,.,.,.
199892,2432,92,2432,92,8576,92,2524,8668,3200,3750
199908,2432,145,2432,145,8576,145,2577,8721,7209,7209
199926,2432,140,2432,140,8576,140,2572,8716,4616,4616
199953,2432,140,2432,140,8576,140,2642,8646,4060,8760
199962,38796,100,38796,100,38796,100,38896,38896,2800,2800
199971,7600,1330,7600,1330,7600,1330,8930,8930,2010,3394
199999,3401,2540,3401,2540,13648,2540,5941,16188,4389,3039
200004,1000,3285,1000,3285,5000,3285,4285,8285,3019,3019
200013,9750,1742,9750,1742,9750,1742,10709,10709,4914,4914
200022,3853,878,3853,878,5779,878,4731,6657,3400,3400
200059,6474,1648,6474,1648,8294,1648,8122,9942,3500,3500
200086,3600,270,3600,270,3600,270,3870,3870,3500,3500
200156,22718,780,22718,780,22718,780,23498,23498,3200,3200
200192,3929,914,3929,914,3929,914,4843,4843,3888,3888
200208,3000,300,3000,300,3000,300,3300,3300,3800,3200
200217,17980,1750,17980,1750,17980,1750,19830,19830,2782,2782
200226,6025,1356,6025,1356,9038,1356,7381,10394,3100,3100
200253,6691,1205,6691,1205,6691,1205,7896,7896,3550,2370
200280,8540,1736,8540,1736,12810,1736,10276,14546,3446,3446
200305,4619,831,4919,831,5542,831,5450,6373,3400,3400
200314,4289,817,4289,817,6344,817,5106,7161,3400,3400
200332,8606,1427,8606,1427,12909,1427,10168,14471,3400,4778
200341,3900,1628,3900,1628,3900,1628,5528,5528,3400,2508
200466,3600,410,3600,410,3600,410,4010,4010,3500,3500
200484,14848,2492,14848,2492,14848,2492,17340,17340,5150,2750
200527,1776,474,1776,474,1776,474,2250,2250,8650,5550
200554,3220,1032,3220,1032,3220,1032,4252,4252,1600,1200
200572,6119,1823,6119,1823,10709,1823,7942,12532,3636,3636
200590,9960,500,9960,500,9960,500,10460,10460,3740,4209
200697,.,.,.,.,.,.,.,.,.,.
200785,13320,880,13320,880,13320,880,14200,14200,6318,8775
200800,9596,2265,9596,2265,15500,2265,11881,17765,3120,3066
200846,5940,176,5940,176,12613,176,6116,12789,3120,3066
200873,6400,400,6400,400,6400,400,6800,6800,3620,3620
201061,32964,1890,32964,1890,32964,1890,34854,34854,3100,3100
201104,22000,1060,22000,1060,22000,1060,23060,23060,3728,3728
201140,.,.,.,.,.,.,.,.,.,.
201177,17850,1100,17850,1100,17850,1100,18950,18950,5182,5182
201195,34504,0,34504,0,34504,0,34504,34504,7000,7000
201283,2778,1440,2778,1440,5280,1440,4218,6720,3464,3464
201371,33952,550,33952,550,33952,550,34502,34502,5100,4100
201432,4800,359,4800,359,12788,359,5159,13477,4896,4668
201441,9463,2110,9463,2110,17452,2110,11573,19562,5286,4972
201469,18213,716,18213,716,18213,716,18272,18272,1514,1514
201548,37978,320,37978,320,37978,320,38298,38298,5088,5250
201645,52448,500,52448,500,52448,500,52948,52948,1900,4520
201654,32364,200,32364,200,32364,200,32564,32564,2492,2492
201672,4776,0,4776,0,7536,0,4776,7536,4464,4464
201690,4306,2420,4306,2420,6306,2420,6726,8726,2400,2400
201751,14574,1000,14574,1000,14574,1000,14957,14957,1720,2295
201803,7200,1400,7200,1400,7200,1400,8200,8200,5000,6500
201821,14236,915,14236,915,14236,915,15381,15381,7500,6000
201867,19975,2100,19975,2100,19975,2100,.,.,.,.
201885,9723,1678,9723,1678,25057,1678,12138,27472,4334,2100
201928,4050,990,4050,990,8100,990,5040,9090,2997,2997
201946,5012,736,5012,736,12244,736,5864,12980,4334,2100
201955,5413,736,5413,736,14211,736,6256,15054,4334,2100
201964,14400,1350,14400,1350,14400,1350,21990,21990,3150,3150
201973,3296,736,3296,736,6592,736,4032,7328,5616,2720
202046,41490,2895,41490,2895,41490,2895,44385,44385,2850,6810
202073,41557,2040,41557,2040,41557,2040,42040,42040,2734,2734
202134,11185,0,11185,0,15952,0,11185,15952,3470,3470
202170,36500,870,36500,870,36500,870,37370,37370,2808,5780
202222,4888,0,4888,0,9997,0,4888,9997,2304,2304
202356,3436,0,4322,0,8136,0,4322,8136,1840,1840
202435,12600,1530,12600,1530,12600,1530,14130,14130,6708,6708
202480,44890,0,44890,0,44890,0,44890,44890,1750,1750
202514,33150,760,33150,760,33150,760,33910,33910,3600,3600
202523,55420,1260,55420,1260,55420,1260,56680,56680,1420,1420
202648,4200,850,4200,850,8400,850,5050,9250,4204,3360
202763,35174,1310,35174,1310,35174,1310,36484,36484,1342,1495
202806,9552,25,9552,25,9552,25,9577,9577,5724,5724
202903,6000,1150,6000,1150,6000,1150,7150,7150,4950,4000
202912,13605,1865,13605,1865,13605,1865,15470,15470,3862,3862
203067,.,.,.,.,.,.,.,.,.,.
203085,31700,600,31700,600,31700,600,32300,32300,1500,1500
203128,24500,0,24500,0,24500,0,24500,24500,2711,5031
203155,3696,1484,3696,1484,7392,2178,5180,9570,2834,3778
203289,15420,100,15420,100,15420,100,15520,15520,2190,8790
203331,3785,235,3791,235,7570,235,4026,7805,500,1800
203368,42676,1730,42676,1730,42676,1730,44406,44406,3500,3500
203386,10766,1410,10766,1410,10766,1410,18847,18847,4392,4392
203447,6116,0,6116,0,14992,0,6229,15105,5072,3978
203456,6116,0,6116,0,14992,0,6229,15105,5072,3978
203465,6116,0,6116,0,14992,0,6229,15105,5072,3978
203474,6116,0,6116,0,14992,0,6229,15105,5072,3978
203483,6116,0,6116,0,14992,0,6229,15105,5072,3978
203492,6116,0,6116,0,14992,0,6229,15105,5072,3978
203517,10810,0,10810,0,19686,0,11009,19885,5598,4504
203526,6116,0,6116,0,14992,0,6229,15105,5072,3978
203535,54720,300,54720,300,54720,300,55020,55020,.,.
203544,13824,0,13824,0,13824,0,13824,13824,6271,5653
203580,31736,1436,31736,1436,31736,1436,33172,33172,4268,4268
203599,3186,550,3942,550,8748,550,4347,8975,2800,4151
203678,4325,0,4325,0,8649,0,4325,8649,3800,3531
203720,8820,515,8820,515,8820,515,9385,9385,9792,9792
203739,8820,565,8820,565,8820,565,9385,9385,9792,9792
203748,3287,458,3942,458,7882,458,4400,8340,2253,2253
203757,23600,944,23600,944,23600,944,25644,25644,2832,2832
203775,31416,1000,31416,1000,31416,1000,32416,32416,3700,3300
203845,35030,1010,35030,1010,35030,1010,36764,36764,2170,2170
203881,4940,625,4940,625,8820,625,5565,9445,2000,2500
203960,16200,2650,16200,2650,16200,2650,18950,18950,6562,3282
203997,.,.,.,.,.,.,.,.,.,.
204006,6318,544,6318,544,17094,544,6565,17370,4010,4010
204015,6318,544,6318,544,17094,544,6565,17370,4010,4010
204024,12637,2984,12637,2984,32464,2984,16223,36650,2526,3952
204176,21837,728,21837,728,21837,728,14675,14675,3240,3240
204185,32200,400,32200,400,32200,400,32600,32600,2470,2470
204194,22400,250,22400,250,22400,250,31610,31610,4600,4600
204200,31100,1100,31100,1100,31100,1100,32200,32200,1700,1500
204255,5370,86,5370,86,10530,86,5456,10616,4069,4069
204264,28700,790,28700,790,28700,790,29490,29490,1550,7480
204422,5088,398,5088,398,10176,608,4468,8748,2292,2292
204440,4256,82,4256,82,8368,82,4338,8450,6450,6450
204468,30050,700,30050,700,30050,700,30750,30750,3090,3090
204477,.,.,.,.,.,.,.,.,.,.
204486,10740,1048,10740,1048,10740,1048,11550,11550,3900,3900
204501,57654,900,57654,900,57654,900,58554,58554,1908,1100
204617,32300,580,32300,580,32300,580,32880,32880,5119,4011
204635,33470,970,33470,970,33470,970,34440,34440,2235,6759
204662,7951,344,7951,344,29935,344,8295,30279,4688,6920
204671,7991,246,7991,246,29975,246,8237,30221,4688,6920
204680,7991,246,7991,246,29975,246,8237,30221,4688,6920
204699,7991,246,7991,246,29975,246,8237,30221,4688,6920
204705,7991,246,7991,246,29975,246,8237,30221,4688,6920
204796,10615,903,10615,903,32599,903,11518,33502,3014,4956
204802,5674,0,5674,0,8666,0,5674,8666,4410,4994
204820,5674,0,5674,0,8666,0,5674,8666,4410,4994
204839,5674,0,5674,0,8666,0,5674,8666,4410,4994
204848,5674,0,5674,0,8666,0,5674,8666,4410,4994
204857,12612,0,12612,0,22406,0,12612,22406,3144,5072
204866,5674,0,5674,0,8666,0,5674,8666,4410,4994
204884,12885,1612,12885,1612,12885,1612,14497,14497,3528,3271
204893,9789,2633,9840,2633,10758,2633,9459,10323,2742,2742
204909,46870,260,46870,260,46870,260,47130,47130,1700,1700
204936,32624,450,32624,450,32624,450,33074,33074,6562,4092
204945,4464,1238,4464,1238,8928,1238,5702,10166,3808,3808
204990,.,.,.,.,.,.,.,.,.,.
205027,26412,1382,26412,1382,26412,1382,25262,25262,.,.
205054,12002,765,12002,765,12002,765,12767,12767,2914,2914
205090,6039,800,6039,800,6039,800,.,.,.,.
205124,13000,100,13000,100,13000,100,13400,13400,3000,3000
205179,13874,669,13874,669,13874,669,14543,14543,7709,5445
205203,26821,660,26821,660,26821,660,27481,27481,5888,5888
205391,27399,1112,27399,1112,27399,1112,33164,33164,3184,2384
205443,8604,0,8604,0,14647,0,8604,14647,2544,2544
205470,2515,680,3649,680,7396,680,4329,8076,4167,4167
205559,20724,0,20724,0,20724,0,20724,20724,5580,5580
205841,3036,1274,3036,1274,6132,1274,4310,7406,2786,2786
205887,16249,450,16249,450,16249,450,16699,16699,3760,3760
205957,29720,460,29720,460,29720,460,30180,30180,2170,2170
205966,4832,480,4832,480,9138,480,5312,9618,3310,3310
206011,4344,1004,4344,1004,8688,1004,5338,9692,5619,5619
206048,27210,400,27210,400,27210,400,27610,27610,1500,1500
206084,8736,1794,8736,1794,18096,1794,11082,20442,5298,5298
206154,8400,700,8400,700,8400,700,9100,9100,8208,5128
206279,15510,176,15510,176,15510,176,15686,15686,1200,1200
206288,.,.,.,.,.,.,.,.,.,.
206349,34290,340,34290,340,34290,340,34630,34630,5000,5000
206394,21000,1800,21000,1800,21000,1800,22800,22800,4180,3743
206437,29910,1600,29910,1600,29910,1600,31725,31725,2742,2363
206446,3960,0,3960,0,3984,0,3960,3984,3199,3157
206491,12020,1230,12020,1230,12020,1230,13250,13250,2000,2000
206507,26400,1000,26400,1000,26400,1000,27400,27400,3100,3400
206516,.,.,.,.,.,.,.,.,.,.
206525,40630,846,40630,846,40630,846,41476,41476,1600,1600
206589,53550,450,53550,450,53550,450,54000,54000,1000,1000
206604,9469,50,9469,50,18887,50,10012,19430,3100,3100
206613,6337,50,6337,50,15755,50,6716,16134,3100,3100
206622,42230,230,42230,230,42230,230,42460,42460,3200,3200
206695,8966,202,8966,202,9326,202,9656,10016,3472,3932
