UNITID,F2A02,F2A03,F2E041,F2E051,F2C01,F2C08,F2I07   ,F2C03,F2C04
219709,1133197968,84307105,19947256,32340374,5231472,82673676,196781218,86123,0
219718,95046663,54791834,1903210,9874895,8422898,12585924,43125765,6928235,0
219790,51126523,20901588,1549741,5348507,1776913,11181281,17256281,2493123,0
219806,146955025,49230881,2317476,11644514,4068708,26490945,42707445,6061061,0
219833,109142836,25430786,4326581,5057781,2803599,25966196,41500125,3667155,0
219842,24934566,1886846,402219,339296,0,774378,4361289,0,0
219949,52075001,18655078,439343,5821657,3547346,17451910,29005672,2574723,0
219976,475201837,290452537,14502992,25332906,2942514,45158225,159492696,0,0
220181,159157685,18394250,4062413,3826605,2639184,12116109,28661661,386700,0
220206,41472780,18427571,567043,922363,446094,1957408,8172008,476585,0
220215,152512537,39711419,1969778,5658174,1877615,20783105,36133200,3250010,0
220464,5441025,812401,122927,218555,174413,8000,1365969,112120,0
220473,208557211,46723840,2284240,3493421,1422507,2330953,23297743,1045925,0
220516,71130117,15317069,1212432,5985369,4530769,11663344,30820625,2352028,0
220598,58699972,27155637,2328853,2789469,5771920,2884386,24867697,0,0
220604,46497900,20074820,825729,3750175,3624107,1299638,16487642,323725,71323
220613,201404012,49144792,3418156,12841580,6798919,29099161,73469814,6714027,0
220631,295338229,130157153,28425321,12648760,4147384,25910284,129168428,3567826,0
220701,35472816,9414157,862337,4879515,1942919,10260193,16695442,0,0
220710,187048122,41846799,2483673,6311569,2297639,22173430,33399497,10800,0
220792,348476315,120953349,18835494,4299051,0,5176972,139693124,36667,0
220871,17522407,3000027,79961,206991,0,338706,3222949,0,0
220996,16743208,643409,17093,2615525,0,0,6139045,0,0
221351,583153249,102139130,9866320,17228243,1358630,57151419,88367055,0,0
221519,763236262,115846221,11357732,15861420,1247782,36996125,108154233,0,0
221661,177531445,23466904,4800352,11080406,3910687,18675992,72705835,0,0
221670,101899009,18120799,3373656,1219643,0,1294900,31148671,0,0
221731,42979430,27161616,522433,4031240,2463158,12591826,20798783,2841496,0
221892,152472010,62277060,4314207,13922693,3565918,1407253,57715968,3525688,0
221953,108768596,56949972,1499440,5923600,3320631,15741386,32983475,2855824,0
221971,182799113,23564442,6482371,8841249,3101384,26600776,64435510,4519587,0
221999,9457594003,2895036277,149133564,120351973,5131367,264608350,1287912938,3113738,0
222105,12176941,1709290,308939,533476,508000,0,4197867,106000,0
222178,807322340,209189593,12169519,32160371,4459628,66326240,142939863,3268387,0
222628,55886395,5378308,622769,468504,65980,0,6821785,0,0
222877,3214261,1693671,293257,772207,345519,264970,2745018,0,0
222983,297085241,56902588,2596910,7893399,2104313,35467301,43708543,0,0
223001,193288382,2148074,1438826,872024,0,996551,10050014,0,0
223117,3003817,211174,222895,5872,72572,15160,1534160,0,0
223223,2412842578,1246052369,17256810,1190382,0,15951246,2095162960,0,0
223232,2976702000,866795000,61401000,172186000,11311897,340249407,775781000,9731660,0
223463,441252,1032105,704424,423249,2662760,0,7582051,0,0
224004,128959512,38215354,2962469,20764870,3461219,18612054,46927963,4042533,0
224226,215242904,14190335,5260995,28691734,3176030,37024878,94562486,2941714,0
224244,5250469,2760279,412195,912084,455780,628687,4106154,3752,0
224271,1174247,195818,1434157,154949,729976,0,2766189,0,0
224305,179308587,65774776,3021860,4868742,0,4652249,43234988,0,0
224323,173089000,41823000,7140000,8788000,1673000,40391000,59730000,1298000,0
224527,144877291,26441120,1238691,12494199,2730646,15391414,37773371,1786423,0
224712,72528619,4177232,1268420,711282,0,968579,8708809,0,0
225201,28764186,8606963,1061796,1561454,3155427,0,16082607,0,0
225247,299657122,50792433,1618008,12017415,3123558,26808608,53090909,1998662,0
225399,278066746,88747362,5778044,10055232,6692841,50330253,75957335,2771386,0
225548,99147320,4673555,1023355,6389193,1594723,10475389,22215951,4910533,0
225575,55384206,20268933,1592252,3527746,4078584,1158042,22310766,1648169,0
225627,499066091,167173926,24542483,24388441,10783428,76515867,177719455,0,0
225876,4244890,1196977,335759,1007203,878207,790744,4869369,408824,0
225885,50567110,28098384,2561436,2623217,3776633,2045360,20062156,1103679,0
226231,118292663,14797797,2964803,9604236,3329511,17931151,51635839,1938186,0
226383,120232904,27799592,1461954,6496692,2564715,11327133,32844807,1599462,0
226471,348829407,78064463,5694374,17007666,6226378,31050696,85339297,4637036,0
226587,140871386,9773445,2497610,3127688,3050760,12277453,27963809,1269015,0
226675,,,281771,792365,653896,0,,0,0
227289,48527305,3699701,304015,7585,0,179665,8819552,0,0
227331,111473836,35415239,3723542,12983250,3815677,17705447,59816001,61364,0
227429,40215559,15279961,3768537,2167885,2617931,2298165,13621383,214026,0
227757,8424555000,1399802000,40486964,88092731,3203637,139960000,785976000,1513237,0
227845,393479249,137307931,20755347,17597944,6248501,78669050,113109087,4172684,0
227863,260268184,49221827,2604878,8850348,4435538,29899265,69674940,0,0
228042,164522371,40499359,1605552,7395692,2216056,13743721,35681293,1490493,0
228149,341447479,45992780,10750808,17504048,4829042,45905612,101272464,3813206,0
228194,120457875,26630390,4228827,2876385,0,33375,34368070,984264,0
228246,3505468000,951246000,94800000,52727000,3620000,210449000,615710000,4539000,108000
228325,72321937,29982380,4119151,3241706,4525166,7697009,30579640,1251736,0
228343,462899917,57894398,5246946,11680264,1648436,36647897,57636563,2055280,0
228468,61676568,6401166,736111,2244470,1665210,4176434,18478422,780562,0
228486,4609397,1123998,87250,324000,454344,339000,4645587,172482,0
228866,18255020,4157571,950286,1076673,0,333984,9305392,0,0
228875,3496001000,1139572000,60266000,145894000,6195783,199600455,563673000,3976908,0
228884,47766494,27477882,781817,1706617,4358531,818240,15097421,999236,0
228981,192547148,41807773,2221178,6906160,2612189,24546240,36071055,1686340,0
229160,152181205,22351865,4530069,12675868,3573118,24145829,58512049,2049461,0
229267,1721654383,154950175,15383291,23616919,1811502,65351651,145067849,1529791,412000
229780,158651317,36937450,2398266,9004687,4234164,7411269,58309377,1448642,30584
229887,47591110,38677059,2007474,4538960,3470858,2028664,20158033,905615,0
230038,5585406163,774630713,72455829,60353848,60033477,70510361,1246382096,0,0
230047,638468000,191542000,5825000,7398000,3973550,10962983,126962000,0,0
230418,53611000,8596000,2928000,3516000,2354318,1611000,25776000,18400,0
230621,2148250,6297045,1312354,1312354,669020,215439,5669101,0,0
230807,209713946,50431288,8119084,12495200,2335498,33100039,60413428,98014,0
230816,148830349,66493007,4244077,7115338,748914,22224108,44953449,0,0
230852,233117372,88893729,14815789,11087634,3772982,38935936,86042654,0,0
230889,8829639,3404630,600561,1313196,393934,59236,8369245,112136,0
230959,1580111000,365650000,33093000,41724000,2039521,74183000,277403000,0,0
230995,451288000,118328000,10296000,23506000,4208000,68047000,113378000,0,0
231059,195339024,68917529,6824056,13744265,1117529,31045200,69089463,0,0
231068,66805945,18892838,6688370,981371,0,3469392,106593326,0,0
231095,8767919,2615983,75875,519098,301769,3912216,5391270,0,0
231147,48711455,24962250,1683926,4148727,0,11535680,22755960,0,0
231420,74157564,22660452,2163681,6493867,1977819,16824174,28387646,924114,0
231554,29696010,15000803,2634750,5192483,2282889,7683343,19813407,0,0
231581,220158848,70615019,6702065,12692074,2536020,42085879,50190989,4124189,0
231651,212724000,143199000,7086000,39160500,10200379,23318000,119202000,0,0
231970,488693492,86222109,7057559,3178592,0,1437500,241562311,375300,0
232025,251778518,75017947,3870564,8595724,2273168,23017629,43448926,2077040,0
232043,97003342,22584146,3028229,5898815,1394622,16632882,32747920,1650092,0
232089,125611329,34556847,1693505,7438633,2773561,21397026,29752925,2324350,0
232256,332900116,40251102,4824586,14197357,735702,26928017,52408976,2241007,0
232265,779168098,204832961,17158156,17182279,6280511,29363578,186364893,2081821,0
232308,260231430,5842792,3257579,5240555,1158050,21528011,35551817,993700,0
232557,3373881599,464161702,75728595,227428913,105727323,293978883,802656400,17607893,0
232609,240911893,75759088,4720110,12058721,2837544,40658241,75088462,4300831,0
232618,,,690897,282844,676885,38040,,0,0
232672,63690166,22946732,1798554,7240251,3745075,19723032,43795006,2295714,0
232706,263640708,160363695,12274194,12060368,3075925,24475751,91958542,2543517,185756
232885,2091844,302974,330897,844099,519453,0,8000193,0,0
233295,349731096,60492351,4474781,12344138,1388305,40951401,55766640,3835398,0
233301,245094377,24112177,3149897,5601045,1106875,14669798,30882125,1348600,0
233356,,,2537321,755083,252992,0,,0,0
233374,2953129000,356666000,50933000,53724000,2924000,86344000,301507000,1818000,0
233408,2061122,25509076,267588,2623211,542314,0,7347298,0,0
233426,311477482,68601876,3335042,13476113,2328785,55252021,66211855,3475121,0
233480,,,72576,0,47993,0,,0,0
233541,263006503,116434627,13385303,14752855,2081034,26870330,103198514,4307227,0
233602,1849899,360340,53333,90648,152985,8070,1650190,0,0
233611,37155964,20107973,1395416,6725567,2850511,5312278,25145981,571286,0
233718,139185882,18364345,1437071,3862554,683680,4335144,27965482,561920,0
233842,168758966,7206004,2711218,641395,0,1399671,15076399,0,0
234137,8078574,2506880,116592,362619,1030251,787254,4326856,0,0
234164,85531512,21894955,2720878,2932780,4223620,943869,38081166,1668781,0
234173,159824749,41441122,2408770,9169954,2516072,23892442,42821155,2683795,0
234207,2101752000,275115000,21352000,14994000,848000,53318000,176077000,1047775,0
234915,39424921,12841904,2782532,7351292,630172,0,33632955,0,0
235024,91364436,35067218,3248498,3819440,845591,3028710,25164583,801091,0
235316,909835000,308484000,28765000,58031000,2757000,114943000,237985000,3530000,0
235422,65561011,21800853,1608714,3160599,2662159,3215242,21978743,5631834,0
235547,54517207,29780506,1680880,3372376,235689,1696318,38884710,267851,0
236133,78413000,38111000,1775000,7566000,1456631,14850000,38339000,374335,0
236212,29927537,5340056,799723,1277481,3174432,0,14637674,2618383,0
236230,250119000,89464000,5115000,10387000,4075224,64397831,92389000,0,0
236328,681644000,122239000,9658000,18536000,1872000,57566000,115996000,0,0
236452,97253318,42529371,4532348,9278816,2432282,23865649,42507779,3324364,0
236577,367597000,125651000,7587000,20539000,4108000,65237000,106772000,0,0
236595,792238831,202290992,21777014,40199288,4046593,107682115,223796035,0,0
236896,130356757,19129399,3321331,6787484,1936466,18577026,50470460,11800,0
237057,862054876,126702065,12864567,15392214,962884,34744530,91450591,729310,0
237066,351431926,122651143,7474567,16345606,3614149,58273578,84343820,5881993,0
237118,62591052,37426707,1280683,8434365,2180346,14079038,24138563,590962,0
237136,11841435,6930154,344155,790383,448357,1317559,5183506,120831,0
237145,,,0,0,36754,0,,0,0
237181,86037738,50657957,2407959,5799908,1092006,10562702,23922679,0,0
237312,153751925,39650040,2998690,9527728,3416984,19830823,46777056,1843046,0
237358,85047985,4315844,892679,5001491,1860986,14265401,20998533,864677,0
237640,16319716,23698963,527226,1758432,478699,1925764,16089460,162126,11950
237905,,,0,0,7118,0,,0,0
237969,120664167,23445427,2390593,6404973,1867309,21971682,26655763,2357847,0
238078,24384754,7369618,1186529,5394599,872877,7356344,23188132,0,0
238096,,,0,0,115305,0,,9536,7421
238193,101890326,24292454,2931551,6516016,2890031,12936129,37717647,1911676,0
238324,34826693,1966410,1101351,881752,267232,3046029,14309113,304949,0
238333,197195962,17663913,4348565,8152370,1397447,35469256,42574974,157690,0
238430,44442025,12103151,4317058,4249763,1721143,13032827,30439330,897684,0
238458,239139783,17898518,9848512,13785477,2815350,48656716,79365709,2359740,0
238476,324316773,70862071,5734129,15147211,3302802,68356126,78259853,1503448,0
238573,4973916,4016498,0,268924,176203,791530,4353410,119319,0
238616,277595308,47288307,12077224,19314089,5567544,49894988,115857079,50519,0
238661,146238295,22812811,8679818,5862497,1628693,14546139,48721385,1401481,0
238980,71391329,20598672,3734217,7302695,2668470,11640543,39462182,818810,0
239017,497906171,64712899,4755958,13084566,1634531,40951488,70763904,503597,0
239071,22432196,8547713,1463327,1726306,1215424,1619086,15842543,232979,0
239080,58958886,22451960,3835733,7248503,2534468,16323532,30641668,1493126,0
239105,1675810000,532360000,55140000,72415000,7762000,184362000,441415000,3597000,33000
239169,2560360000,745803000,0,0,0,14622000,1205841000,1927000,0
239309,19436412,7765325,3666904,2714228,1786612,16310430,17688008,949550,0
239318,361504239,33462022,3610784,10697518,2639506,62442213,77659579,2336702,0
239390,71562119,15310571,1594610,4012132,1927915,7178381,25280290,1263835,0
239424,14283966,1240840,51415,151686,0,321408,3916172,0,0
239512,51359279,4854183,613300,3921351,1041991,13912604,19969191,944464,0
239628,161939593,48373173,1081124,5927158,1248611,21768520,29237653,1112926,0
239637,13401440,4248623,1170510,552224,0,126107,8700551,0,0
239716,336117917,42157234,5134134,10495392,1580803,35717821,72806187,2023598,0
240107,123802123,12717313,2830105,8827639,1948137,17262337,44786638,1291235,0
240213,2955587,752751,0,77708,0,165328,1643869,0,0
240338,112906279,54691906,2271463,6201807,1061022,14161029,30914896,922078,0
240392,17352314,4809708,2926759,21128878,6706728,4531669,44135840,724292,0
241100,12211613,6833821,1118976,1560158,4583902,412539,8445167,0,82500
241191,13604429,4413645,1015473,795525,5250443,0,10378101,88988,0
241216,18196754,3921832,494635,83484,6104411,0,10176706,40050,0
241225,32933942,12983093,2959844,1590687,4845613,759617,11387660,68773,0
241331,11738600,2879172,2192351,1125145,2398965,0,23809893,31519,0
241377,38347677,24914268,1080410,1389318,4537423,187839,12861059,28245,0
241386,2504757,1627326,70569,90746,509607,14350,840046,2158,0
241410,137412427,37290884,4553417,15577008,31101602,4149236,75421178,202507,0
241614,1411831,700243,325582,168361,894140,894140,1767118,0,0
241739,115978044,44854848,3182077,7956753,38244478,3885917,73004053,12769,0
241793,1671992,134294,26000,0,0,0,1175862,0,0
242060,19858807,72882305,0,1264423,,,11321633,,
242121,22740784,1254696,0,2786,1755943,3156,2879834,43617,0
242617,,,1433250,2011408,17100994,2234716,,252087,0
242626,,,1538056,1774794,17867917,1958375,,231483,0
242635,,,1635141,2052367,16922770,1555746,,224621,0
242644,,,927255,816422,7498545,934788,,117381,0
242653,,,4333264,3792930,16073349,4005363,,169434,0
242662,,,2699335,2159995,17079377,1683729,,257311,0
242671,642140817,96884797,2706385,3312784,,,229551971,,
242680,,,1002944,1093969,8307129,364498,,130218,0
242699,,,959519,1078054,7858366,371230,,116084,0
242705,,,2718987,1966378,19509575,1148372,,281851,0
242723,,,2696878,935262,0,203380,,0,0
243346,91288421,20773313,3810953,5617518,35405233,3336464,65063543,34267,0
243443,73266816,44036350,3329170,5478635,16848247,1825347,46525507,168986,0
243498,3488903,1301802,296654,106224,0,568202,1406761,0,0
243568,28956608,4882885,2378518,871984,516481,700956,19439526,0,45179
243577,104952456,30811746,2614199,5700387,10674573,584624,40760130,71238,0
243601,119631885,22081951,5399800,6798762,56087084,7009635,107874406,160679,0
243744,49933606000,9628224000,194370000,243357000,5849000,277865000,6065925000,355000,0
243823,107416000,22291000,2615000,5192000,1456000,0,44531000,1413000,0
243832,23961239,8407887,3211926,5680572,11677712,0,26241315,138336,0
244233,18078227,3088846,203292,1995685,884872,153467,19470414,118277,0
245652,144766425,23254838,1433678,4922383,455346,7762016,23678182,10114,0
245777,1272772,38332,0,97176,55397,305641,1422306,2533,0
245953,42171862,9209134,1395395,5821883,3824647,4526909,24369061,564365,0
246345,952992,650468,246016,173330,0,0,1453721,0,0
246789,6931691,390267,186454,330402,0,280279,2664416,0,0
247162,4836053,183357,85050,82517,0,0,1048394,0,0
247649,70985535,27244674,3307808,3500887,449123,7476095,26519575,51070,0
247773,3547355,350189,569615,356514,203541,676435,2674907,0,0
247825,9386797,2143227,142628,74271,24953,59132,1495526,0,0
260372,11566602,2670905,384111,920089,698050,302245,6250027,337910,0
262022,,,347660,69368,0,106424,,0,0
262086,104023604,54573419,21327602,39608404,9222710,10624637,117184628,1381461,0
262466,,,326731,263950,43841,0,,0,0
362700,,,188812,384705,1173655,47141,,4145,0
363712,910155,180254,0,25621,39465,0,699100,0,0
363907,5238994,3403745,147604,189806,904326,23582,1757056,3546,0
363916,2734237,1776418,77035,99060,475633,13393,917010,2014,0
365505,,,93071,140671,117843,0,,54570,0
366003,8813402,7894135,871799,510627,281064,2612,3764507,2612,0
366252,262016067,144582499,16021603,13702878,8496528,2748511,143977974,5745228,0
366261,5624278,532010,891568,21771,341984,0,2261193,0,0
366368,16397720,4998685,0,102428,0,1010751,7320847,0,0
366535,1408112,620542,499248,185969,1359115,0,3854238,0,0
366571,,,8480,4100,4031,0,,0,0
367884,77492245,29684692,3096735,3071145,3208829,705725,20172241,943009,0
368771,,,0,0,285072,285072,,0,0
369002,10371559,689209,941102,404157,0,0,6274347,0,0
369659,14117366,9407732,1003170,946510,0,96645,5873554,0,0
372718,,,108861,595332,788981,15042,,0,0
374024,7442803,3633585,648846,405376,0,26162,4301787,0,0
375230,946758,100082,0,4765,923245,119996,1465973,348653,0
375416,267923,629524,456891,291689,1873057,0,5589992,0,0
376385,9331282,1733951,277872,310664,1777595,0,2376505,39605,0
377111,248835,621338,423292,252902,1823389,0,5828990,0,0
381255,,,0,0,273148,0,,0,9689
381282,,,0,0,207221,0,,0,0
381325,,,0,0,285140,0,,0,6359
381459,12530378,2454024,450389,613944,0,1169844,4317342,0,0
384254,29665092,21567028,2401221,3225050,655944,4567918,18259253,1991323,0
384306,617761,485297,501988,0,0,0,1966127,0,0
384421,5393318,970194,58683,58683,187617,1031984,3100017,133540,0
385415,1096605502,594129891,26622273,12127381,0,16847798,442029831,0,0
385619,55030609,7761110,1177811,9611262,5092089,1440980,27137699,1844849,0
386153,4245040,809523,385424,377562,2399397,1516183,3338982,0,0
386472,11075627,6013182,612965,2742236,2159281,1771179,9324583,558598,0
388520,13452416,1180243,1063433,1984425,1113776,414522,10171462,459142,0
392354,,,0,0,2004,0,,0,0
399911,1614558000,7928000,6104000,8796000,395440,9418727,61658000,194694,0
401223,8360723,2488875,199560,159490,404561,409461,2701722,0,0
401250,3298519,120738,1048492,136228,0,47000,3092712,0,0
404222,,,565163,435412,0,49283,,0,0
404718,,,35371,58137,366425,0,,0,0
405058,22340759,7836719,57098,884348,340303,824880,6224809,98975,0
405854,3520662,112565,522691,477902,1131035,642560,4171008,726720,0
406547,,,97396,1265731,719491,63550,,185569,0
407610,109665,56491,147223,24516,59849,0,327001,0,0
407629,601786639,49166945,4391690,6365781,0,4236265,91251481,0,0
409254,79908682,38853502,1540646,1124119,0,2622840,24764968,0,173730
409616,22452716,1243480,1763575,3289580,0,5653257,12305843,0,0
411754,,,0,0,66916,0,,0,0
412173,3237819,710358,228578,737443,1888149,2760415,6287914,80428,94990
412599,764084,1186790,519613,316117,2942755,0,7164623,473493,0
413617,13349028,2550694,0,685050,601114,34000,9109644,332364,488865
414823,62954694,22961995,1957573,10667193,3650560,18907434,32939733,1074696,0
414966,114345020,217043,787667,439074,0,723924,5766311,0,0
417327,,,141828,1535504,830251,60500,,99854,0
417734,,,932280,118600,297468,11591,,71461,0
417752,3302762,591693,74829,146463,149574,31175,800002,0,0
418126,15032398,3663623,310459,2005380,1258084,0,7253619,0,0
420246,28861460,14259781,4076528,1918366,0,91076,15749138,0,0
420325,3012861,569430,47495,231831,401120,26043,998843,234965,0
420705,386314,90417,325377,28554,0,0,742452,0,0
420981,,,454360,44775,1911930,2683936,,688249,0
423643,848480055,242465045,27269453,7856315,0,574181,206310133,0,0
426314,,,10172000,11237000,11473125,2167000,,829445,0
427308,,,172190,92180,991347,0,,617442,0
427894,,,0,0,363569,0,,0,4500
429128,1711257,846084,310855,941041,1874811,388957,3908236,0,0
430306,,,45000,57000,62265,0,,0,0
430670,27026641,2353026,348148,783333,290561,0,9262565,1620661,3311
431600,,,0,0,316042,0,,233285,0
431929,296430,238364,26152,288478,452092,0,1062875,5826,0
431983,28237380,4281676,0,1031828,206518,1382821,6273709,163312,0
432269,,,0,0,266395,0,,0,1819
432348,23727207,668233,851083,1673361,0,1539549,6796348,0,0
432524,13961000,6933997,185095,614404,337425,0,4610039,505000,0
433387,524871922,268783028,192454461,93544405,165663535,9348404,838284144,15601779,0
433536,11284123,142340,285229,1681262,2393936,577488,4104682,0,0
434016,7312493,1772837,252675,453203,213380,16910,4489190,29526,0
434362,,,55240,0,67016,0,,39975,0
434539,,,127752,650188,296879,42179,,74978,0
434751,13120042,6445555,778420,468002,575979,385501,4217610,302000,0
434937,,,257540,0,9563,226335,,0,0
436614,872562,16154,261749,45301,113727,0,1351326,0,0
437237,,,69302,874133,76716,263071,,0,0
437705,450836,40899,12774,27431,91554,0,170968,0,0
437723,,,79696,71000,593982,42000,,74000,100000
437732,1433453,2628447,700522,763968,735682,150112,4377116,0,0
438151,2205072,6789481,1673709,1673709,566643,176646,6798813,0,0
438869,13378,0,119525,33104,57831,0,629490,0,0
439288,88356000,133587094,2084261,8598022,1810226,13122753,30057647,0,0
439367,5157185,2248756,3312528,844836,2441043,0,14458943,0,0
439446,1440946,73646,106648,0,0,0,2574997,0,0
439570,2773128,3169231,316448,0,1786187,286212,7388572,286212,0
439686,,,0,71625,764835,764835,,0,0
439701,11657015,821893,1792496,1957955,555573,634911,10088237,0,0
439783,4490033,1007893,0,0,0,0,2781346,59296,0
439817,7125121,862815,101413,260833,0,159998,1739841,0,0
439862,633511,237319,231603,45241,338179,154969,942734,15260,0
439899,6249754,1409879,95875,305344,107695,325116,1429174,11951,0
440004,,,82077,82077,20280,90960,,0,0
440031,113421047,42815324,5571104,3437990,0,2652078,35598211,0,0
440138,56470410,27350027,7503893,5488338,1067954,1492019,68155040,201006,0
440271,74830,136336,163167,108761,497750,0,1187490,0,0
440651,13663177,1033951,0,0,3613845,0,5272575,42337,0
440794,2566944,736908,787410,1678928,1368888,1404782,9187722,1759489,0
441104,8247184,664121,599909,920106,0,187205,6942796,0,0
441131,2939097,1415700,251608,813696,0,21640,6922212,0,0
441238,,,0,11219,0,0,,0,0
441371,493264195,387765538,26858347,146425209,117554452,0,282708096,53376,100501
441487,2552381,986750,0,0,285915,0,2434212,176085,0
441575,,,220000,220000,2137278,5000,,1356195,0
441609,2815104,253291,32021,32021,210189,509234,1821516,28040,0
441690,4538384,2895030,137076,127698,598478,25973,1540481,0,0
441982,461193000,185157000,3504000,11462000,250825,11787850,40987000,0,0
442064,3766804,929873,79604,81319,0,68421,2167401,0,0
442295,18457392,12368636,2091231,1934181,0,6902526,12621070,0,0
442356,80772993,80113827,3365547,3157614,2074341,354542,37618752,1019583,0
442523,10740987,1085418,146306,539091,492255,167665,4091191,296449,0
442806,121526388,14884897,6015863,8347899,0,656249,86798720,0,0
442949,828347,612916,126851,107752,45906,19997,594579,14997,0
442976,,,109097,0,200633,0,,20452,0
443030,,,72229,0,0,0,,0,0
443049,4865913,422034,591415,536387,334103,97320,2527316,0,0
443058,413233,4455,117867,42382,46479,0,777563,11350,0
443076,15889926,1208622,181508,0,0,112594,2852810,0,0
443100,,,33643,22768,328686,525278,,25721,0
443128,5221392,3998149,363018,1268312,0,198898,6934708,0,0
443207,,,619342,824595,735323,1147505,,1147505,0
443322,,,284486,508741,945589,200,,181000,0
443340,359708,280231,224382,93616,100893,181737,944715,0,0
443562,26194403,14147130,222372,1011322,6734629,0,11488524,1024432,0
443702,22611557,239532,118899,55176,0,316974,2565149,0,0
443748,348307,2996207,1773198,1205905,2338267,516286,7236042,0,0
444103,8852673,132673,156200,38451,0,0,898817,0,0
444130,86005227,16139268,6086319,57532689,195991,14432679,129446517,0,0
444398,18145695,5743304,86116,234927,246836,43635,3146331,0,0
444413,3843527,315408,0,0,147933,170707,2671821,60513,0
444510,,,113821,206070,682958,690312,,0,0
444778,1804454,260603,249980,86602,121193,0,980205,0,0
445054,270979400,1327719,1573814,1686502,0,1290000,10680569,0,0
445203,338207,639900,449038,368687,1734880,0,4921937,0,0
445249,734760,928919,291917,199654,1055226,0,4992012,152207,0
445461,373208,6909872,1776806,1340012,1955020,430389,7444146,0,0
445708,113115317,90210302,2246187,10704176,4156413,22764524,40332482,2037831,0
445735,300221854,198988137,9198152,3771334,764010,343381,96555353,31560,0
445869,10673904,5199853,1316456,2246040,0,1467313,8791251,0,0
446048,276017133,69291306,1070023,9596124,1371004,15475175,38731763,1709417,0
446163,1219661,773206,128043,341449,1049922,0,1422705,0,0
446233,5659853,2006040,104142,15258,548661,932829,2500194,46320,0
446242,,,0,50303,499365,0,,0,0
446394,458420,49938,0,0,4500,0,298639,0,0
446455,,,78582,110520,95745,0,,194901,5485
446604,31636150,3035849,2052147,5049608,14183155,1799628,23805760,6940115,0
446640,110439388,65910365,5118039,16618601,1963947,0,66033775,816900,0
447953,18679000,11183500,585900,45800,1483600,1061800,6912200,0,0
448691,5917651,1374440,269668,163751,0,12775,7190090,0,0
449348,1383727,626996,13077,13745,211478,3175,778631,0,0
449481,385832,39337,135064,103100,0,3618,837862,3618,0
449506,1754180,787362,255860,127930,285889,0,1599123,0,98387
449658,2764976,817640,223169,96494,204215,276388,1561827,30735,0
449764,10911028,6982309,49375,479538,928836,162068,4199850,0,0
449834,856647,126047,22260,83868,0,14790,655655,0,0
449870,32436612,2610216,1145747,476581,281778,924038,8309637,384541,0
449922,29546980,1576224,633773,2280754,0,0,7468403,0,0
449931,182113,368031,447466,1169602,324393,0,3318397,187032,0
450304,114067639,3571391,1453201,302237,0,2183608,7121769,0,0
450401,,,605219,0,1533926,261529,,266764,0
451079,3209081,1932126,436524,294418,0,0,1423752,0,0
451370,2462228,1113954,295598,213791,238638,281221,1340179,129399,0
451398,10029544,2722624,0,675474,791167,2182039,3979923,729895,0
451404,10037110,5599230,676270,418005,3583170,231698,5980936,1670775,0
451857,93906,172455,368255,200426,817597,0,3551288,0,0
451866,215051,363125,366844,230892,1434165,0,3511743,0,0
451927,43633782,3248406,0,1996330,0,3732341,12040828,0,0
454184,33706651,7054186,1349463,5063513,569581,10538698,22343075,42824,0
454838,152764,46226,50402,31785,0,0,454073,0,0
455099,1197300,753880,198714,138390,0,89901,1360705,0,0
455220,,,45500,45000,215000,54000,,0,0
455257,6369176,1488933,0,656981,2245902,56910,4324006,1260586,0
455406,101018174,46953419,5597655,2558289,0,1660810,29542517,0,0
455770,1873368,2143849,411082,1735099,309188,0,7388656,371108,0
455804,17053733,10354443,353776,1051441,0,827578,6990280,0,0
455813,5214844,302122,186404,17474,0,376450,3140104,0,0
455992,28184556,22955251,2764000,1210431,0,1467560,10271284,0,0
456481,,,19670,71775,164027,0,,0,0
456490,,,25072,996262,420458,0,,0,0
456542,128730341,43707885,7142429,2806827,0,3339470,37688169,0,0
457086,15951392,6257840,250000,250000,865615,0,4013820,0,0
457174,,,345541,122208,582542,0,,0,0
457226,150229,2683,0,0,21265,21265,229507,0,0
457271,589189,412384,266000,0,0,17150,1360859,0,0
457350,,,46272,4298,40090,302,,0,0
457402,398015,31656,116400,100778,168131,0,1079825,0,0
457484,987290,399764,217609,251326,320729,89965,1652923,0,0
457697,145270,31336,40862,52000,213730,63913,378061,0,0
457794,,,86323,47204,645618,0,,0,0
457925,,,65276,29327,16453,0,,0,0
458113,157171,17361,83195,22184,81797,0,409275,0,0
458140,4779144,2031805,4991,75941,54972,4760,1190637,0,0
459417,3105726,79656,285357,232480,163696,55020,1764782,124673,0
459727,,,598644,3135732,1612420,4524619,,0,0
459736,,,6785144,5539182,0,0,,3845,118110
459824,,,8435000,6504000,45014,0,,0,0
459842,6442630,374552,492286,1918833,1962710,1786674,7744182,358760,0
459851,7169493,4773189,373207,1529268,2047963,1208836,5899106,425740,0
460376,6071480,1699288,907090,522204,688,3085,8441058,0,0
460385,,,0,173264,81985,9500,,137201,0
460783,225417,550092,201036,217675,1686105,0,4577472,51068,0
460899,1334837,920535,1105194,1105194,832987,270478,4706814,0,0
461032,3296459,509373,299925,63620,411838,42431,1389687,0,0
461120,2102436,622644,37411,0,0,1000,490167,0,0
461139,728982,64890,227807,83303,0,0,849190,0,0
