UNITID,F3A01,F3A02,F3E03A1,F3E03B1,F3C01,F3C06,F3B02,F3C03A,F3C03B,,,,
457846,,,5917,83690,167977,0,,4382,0,,,,
457855,,,91194,59276,145407,0,,10000,0,,,,
457916,,,34569,51080,292465,0,,0,0,,,,
457952,,,0,72342,359376,0,,0,0,,,,
457998,,,5601,52000,96771,0,,0,0,,,,
458007,,,1001,0,213095,0,,0,0,,,,
458034,866543,192571,105346,12000,239332,0,705078,0,0,,,,
458043,,,8604,3482,323449,0,,0,0,,,,
458052,,,0,0,106748,0,,0,0,,,,
458061,,,10000,0,218284,0,,0,0,,,,
458070,,,362802,362802,626009,0,,0,0,,,,
458098,,,54000,120000,357449,0,,0,0,,,,
458104,,,74965,77164,288431,0,,0,0,,,,
458122,,,171805,0,96479,0,,0,0,,,,
458131,,,61117,89440,205750,3000,,0,0,,,,
458168,,,79887,204403,294201,0,,0,0,,,,
458265,,,171100,248752,2173601,147971,,294339,0,,,,
458274,,,154971,206349,939952,0,,0,0,,,,
458405,670323,440095,432140,353152,1828491,0,5502437,0,0,,,,
458441,184765,395964,451331,288811,3019465,0,4439302,0,0,,,,
458496,2457379,894358,785255,567770,1107214,1204301,6313930,0,0,,,,
458681,438701,7533172,0,1230449,1816816,99384,5625504,299198,0,,,,
458803,,,0,51539,631623,0,,33748,0,,,,
458812,,,0,47836,243679,0,,12072,0,,,,
458821,,,0,65961,224154,0,,8625,0,,,,
458830,,,0,115234,534369,0,,21750,0,,,,
458858,,,0,76948,669918,0,,18193,0,,,,
458867,,,0,121321,1009999,0,,184073,0,,,,
458885,2459639,1525413,409760,1071148,1648738,272323,3603180,0,0,,,,
458919,41283995,20283867,7068661,18101788,30715881,8311105,67805032,0,0,,,,
458955,3212614,1991367,597899,1535237,2247346,394746,4838232,0,0,,,,
458964,14526529,7955245,2371408,6660500,10381229,2679368,23920478,0,0,,,,
458973,19289860,8938685,2851387,7871840,9510470,3100466,27804987,0,0,,,,
458982,5671484,1416780,1033116,867062,1754218,1576352,10339261,0,0,,,,
459000,,,0,50740,388263,0,,0,0,,,,
459019,,,0,36190,381762,0,,30238,0,,,,
459046,,,0,51167,410029,0,,19060,0,,,,
459055,,,0,71875,312619,0,,375,0,,,,
459064,,,0,43102,310867,0,,0,0,,,,
459116,,,57548,238647,586390,0,,0,2293,,,,
459125,,,76304,16466,236661,0,,0,0,,,,
459170,,,162505,259102,975605,0,,0,0,,,,
459189,,,181736,115272,129443,0,,0,0,,,,
459198,,,86904,237066,1059943,0,,0,0,,,,
459204,104188618,11236796,8036221,8035794,8500672,0,43235903,0,0,,,,
459213,13882695,10083225,24934737,0,7616913,0,43063776,413423,0,,,,
459231,,,87220,336004,582163,0,,0,0,,,,
459259,6016188,2259437,387132,1078097,1031164,0,10219940,0,0,,,,
459268,4326569,1989783,227911,1053195,1177317,0,8617550,0,0,,,,
459277,,,0,0,954099,0,,0,0,,,,
459286,,,84022,204580,623942,0,,0,42857,,,,
459295,,,109786,178232,280895,0,,0,0,,,,
459301,,,66418,121262,316069,0,,0,0,,,,
459310,222856,16364,305760,76417,1101467,0,1079585,0,0,,,,
459347,,,0,77316,214825,0,,0,0,,,,
459374,,,2200,14500,279090,0,,0,0,,,,
459392,,,86233,0,454919,66500,,0,0,,,,
459426,,,151681,0,343785,0,,157408,0,,,,
459462,,,31827,253731,1103464,0,,92741,0,,,,
459499,,,29634,6341,110227,0,,0,0,,,,
459514,819316,477110,202375,505786,843615,0,2056107,0,0,,,,
459523,,,19300,5100,424475,0,,0,0,,,,
459532,,,52569,75773,404214,0,,0,0,,,,
459541,,,29999,34288,49473,0,,0,0,,,,
459550,,,0,340718,486735,0,,0,0,,,,
459578,,,80313,122806,371665,0,,0,0,,,,
459958,6571325,996269,0,1412591,1916644,48966,5295618,9453,0,,,,
459967,,,585930,1113816,3133420,0,,0,0,,,,
459985,,,529270,1150622,2586717,0,,0,0,,,,
459994,41272372,34229112,9502751,25868311,18084232,33674326,94851354,0,0,,,,
460011,,,65116,20088,635761,22500,,23780,0,,,,
460020,1063861,1531403,0,1187750,2175884,33134,6253840,15955,0,,,,
460093,,,98772,98772,317197,0,,0,39839,,,,
460109,1380336,669599,144477,144477,612753,0,1444767,0,15990,,,,
460118,,,132705,132705,685801,0,,0,183323,,,,
460127,,,127898,127898,521286,0,,0,17491,,,,
460136,9845639,7513754,433022,3544469,2804110,30842,13625363,0,0,,,,
460145,,,63974,368970,1337079,0,,0,0,,,,
460172,,,740938,803855,2704987,0,,0,0,,,,
460181,2448000,932000,527000,901000,2505000,55000,10527000,12376,24000,,,,
460190,2746000,3457000,314000,732000,1762000,63000,6492000,0,3000,,,,
460206,3338000,609000,468000,898000,2545000,180000,9282000,25000,107000,,,,
460455,,,9047,95804,207382,0,,15678,0,,,,
460516,,,142250,319174,551682,0,,0,0,,,,
460525,,,106888,281600,222155,0,,0,0,,,,
460534,,,277172,556469,745224,0,,0,0,,,,
460543,19789000,5102000,4474000,10330000,5369000,1820000,23251000,0,0,,,,
460701,,,0,0,542177,0,,0,0,,,,
460738,16684687,9630374,1578194,4533613,460276,2395119,15424676,0,0,,,,
460756,2761534,886665,833230,308177,2235186,0,6943518,81939,0,,,,
460765,,,15634,8704,170339,0,,0,0,,,,
460808,,,80908,50000,36014,0,,0,0,,,,
460817,1093112,364849,275216,295504,1590937,0,4532606,0,0,,,,
460826,513036,529765,473590,292862,2830899,0,5093540,0,0,,,,
460835,324646,423840,849237,528270,3875896,0,6743513,0,0,,,,
460862,,,235107,0,617227,0,,0,0,,,,
460871,,,4297494,1707716,1398898,258865,,890,0,,,,
460914,,,546756,416792,631456,0,,0,0,,,,
460932,,,0,0,132481,0,,0,0,,,,
460969,,,138100,81078,1302217,0,,0,246632,,,,
460978,,,103538,392478,872607,0,,0,0,,,,
460987,,,69871,26550,387684,0,,510,5032,,,,
460996,,,210102,127545,250320,176973,,0,0,,,,
461023,8694355,5255125,279790,419685,2124846,0,4336537,12382,0,,,,
461111,,,58907,76908,270264,0,,0,0,,,,
461148,37294720,16201607,6245439,9581979,1362279,0,79578026,32273,0,,,,
461175,,,208831,9739,335732,1225,,0,0,,,,
461193,,,208612,315016,712826,0,,0,49046,,,,
461218,1663999,540908,331039,462939,2620148,0,6288954,255043,0,,,,
461254,889960,889960,51000,155109,534534,0,567015,0,0,,,,
461263,307958,149696,7156,264785,379827,0,1118045,0,0,,,,
461272,,,54044,138588,132306,0,,0,0,,,,
461281,1208352,325939,42056,32859,119559,0,968132,1305,0,,,,
461290,,,1000,44000,34340,0,,0,0,,,,
461324,1818217,946771,691304,327460,504575,0,3638443,0,0,,,,
461333,,,110332,28823,0,0,,0,0,,,,
461342,,,141914,146183,225404,0,,0,0,,,,
461379,,,29925,15000,45407,0,,4300,0,,,,
461388,,,100,100,222572,8529,,0,1000,,,,
461412,,,2525,40222,161762,0,,0,0,,,,
461421,,,234905,257067,532361,0,,0,1000,,,,
461430,,,910854,1033639,1716132,0,,70847,0,,,,
461494,,,297869,808287,206555,0,,0,0,,,,
461500,,,6807,12908,89231,0,,0,0,,,,
461537,,,29641,27409,67832,0,,0,0,,,,
461555,,,896835,0,390126,0,,0,0,,,,
461573,789117,785715,11167,283335,416336,0,1481944,0,0,,,,
461582,,,353224,27335,226264,0,,0,0,,,,
461591,,,106926,110689,420999,0,,0,27000,,,,
461607,,,59899,93440,579494,18344,,1471,7083,,,,
461625,,,7193,26974,243742,0,,0,0,,,,
461652,,,29388,23476,177705,0,,0,0,,,,
461689,3148202,4463992,127646,1408989,988906,11585,4550833,0,0,,,,
461704,,,203335,45490,437216,0,,45362,28750,,,,
461713,,,2264,25548,96526,0,,0,0,,,,
461722,,,43920,57904,124470,0,,0,0,,,,
461740,,,20000,2000,130942,0,,0,0,,,,
461768,,,557768,274047,433064,0,,0,0,,,,
461786,,,40000,20000,134550,0,,0,0,,,,
461810,,,4852,7750,214969,0,,0,0,,,,
461829,,,0,176448,747490,10000,,0,0,,,,
461838,,,133366,70934,219973,0,,0,0,,,,
461856,,,362898,102653,1484644,0,,4985,136777,,,,
461865,205949,85763,130300,58000,430160,0,1600547,0,0,,,,
461874,,,0,18083,348458,0,,0,0,,,,
461883,3411628,201655,158014,216121,37939,0,1854366,2610,0,,,,
461892,,,139463,325423,625803,0,,0,0,,,,
461908,,,157014,95635,254239,0,,0,0,,,,
461917,,,104079,175883,378618,0,,0,0,,,,
461926,,,326605,135659,477431,49614,,23874,14440,,,,
461944,,,24222,46937,169915,0,,0,0,,,,
461953,291915,886055,35309,174064,455105,0,1437080,0,0,,,,
461962,,,1501545,989437,1142109,93849,,16875,0,,,,
461999,,,62969,69601,388370,0,,0,0,,,,
462008,,,181474,191553,795203,0,,0,0,,,,
462017,,,46413,36781,282300,0,,0,0,,,,
462035,,,122584,258445,808382,0,,0,0,,,,
462053,,,213956,117582,347670,0,,0,0,,,,
462062,,,397862,180,243393,0,,0,0,,,,
462071,,,58625,104923,509424,0,,0,1500,,,,
462336,,,0,55663,280143,0,,0,0,,,,
462345,,,54015,65678,155059,0,,0,0,,,,
466921,,,3985877,1142465,1424051,173188,,0,0,,,,
466930,,,11648564,4048283,2880235,489855,,0,0,,,,
467094,,,0,205170,899629,0,,74649,3998,,,,
467368,,,192172,640406,473630,0,,36150,0,,,,
467863,,,88008,228720,633216,0,,0,2583,,,,
467872,,,70074,194130,567201,0,,0,8282,,,,
467906,,,49105,11032,502549,27900,,0,0,,,,
468848,,,0,2660406,2040404,0,,0,0,,,,
468893,,,146349,262115,698459,0,,0,0,,,,
468909,,,0,3443578,2497303,0,,0,0,,,,
468963,,,234770,239657,2073627,0,,0,0,,,,
469610,,,0,69109,665786,0,,0,0,,,,
469638,,,141771,180617,1610447,165713,,0,0,,,,
469911,,,135792,210963,994575,0,,5553,0,,,,
469920,,,196164,207704,813972,0,,793,0,,,,
469957,,,57492,330664,459270,0,,0,0,,,,
470038,,,0,4328538,3691323,0,,0,0,,,,
470047,,,50200,122272,140332,0,,38046,8250,,,,
470296,,,1000,1000,64379,0,,0,0,,,,
470393,,,10425,207656,335663,0,,0,0,,,,
474915,,,0,774440,1373153,0,,0,0,,,,
474924,,,0,384976,591413,0,,0,0,,,,
475015,,,280928,206999,363577,0,,0,0,,,,
475024,,,0,931598,1185800,110135,,18044,0,,,,
475060,150676,300140,426924,338372,1968524,0,3516910,0,0,,,,
475121,9012740,11544113,3672272,10945215,14562208,0,55676416,285806,0,,,,
475130,201430,3177274,0,724,36561,14771,802721,15626,0,,,,
475282,,,65433,20809,281499,0,,0,0,,,,
475325,,,264171,669988,551353,0,,0,0,,,,
475404,,,0,0,173836,0,,0,0,,,,
475413,,,77720,11031,129523,0,,0,0,,,,
475431,,,297235,61235,220450,0,,54500,220000,,,,
475459,,,196749,250990,2641839,56361,,0,0,,,,
475468,,,58334,106373,275327,0,,0,0,,,,
475495,8159511,2391233,5029522,2249507,0,419237,22825710,0,0,,,,
475547,,,131446,95457,418039,0,,0,0,,,,
475556,,,90976,90783,495533,0,,0,5000,,,,
475574,,,0,0,370087,0,,0,0,,,,
475635,954600,298557,45000,15000,22689,0,529948,0,0,,,,
475653,,,0,0,145402,0,,0,0,,,,
475714,5893695,4593699,5000,1500,490295,0,2964565,80502,0,,,,
475732,,,6850669,1975609,3176152,427400,,0,0,,,,
475741,,,2235896,583216,777779,88518,,138100,0,,,,
475750,,,94650,127073,272751,0,,0,0,,,,
475839,1570968,223738,396340,476220,656441,0,2958893,0,0,,,,
476179,,,0,60383,505124,0,,287112,0,,,,
476230,,,78598,78598,224091,0,,0,0,,,,
476294,,,72269,124319,467296,0,,0,15500,,,,
476355,,,46515,646249,6479,0,,0,0,,,,
476489,,,32102,144041,643334,0,,0,0,,,,
476498,,,0,98352,846266,0,,0,0,,,,
476513,,,94532,59231,169545,27402,,0,63408,,,,
476540,,,42612,125078,547877,0,,0,0,,,,
476559,,,0,100988,488261,0,,0,0,,,,
476568,,,3012,16250,110954,0,,0,0,,,,
476595,1338911,110672,80062,115091,324337,0,1280168,0,0,,,,
476610,,,2000,2000,126455,3814,,0,3814,,,,
476629,,,87126,1161523,202128,0,,0,0,,,,
476674,,,185,290,114840,0,,0,0,,,,
476683,1537792,676769,319609,434972,1505887,0,4556057,0,0,,,,
476708,,,68329,136677,347941,0,,0,0,,,,
476726,3229005,2285031,258075,1096115,2382907,0,7520580,223169,149622,,,,
476735,,,100,100,114711,0,,0,0,,,,
476753,,,0,0,951324,0,,0,0,,,,
476780,,,26450,409860,391943,0,,0,0,,,,
476805,,,30,66939,134370,0,,0,0,,,,
476814,,,106345,139980,1020350,0,,0,0,,,,
476841,,,110870,147825,662474,0,,0,136046,,,,
476850,,,55229,28067,250319,0,,0,0,,,,
476869,,,75082,33280,380946,0,,0,0,,,,
476878,,,29537,59870,169621,0,,0,11100,,,,
476887,,,54883,125515,1107559,0,,0,0,,,,
476896,,,97218,12187,165931,0,,0,0,,,,
476902,,,155000,165000,206267,0,,0,0,,,,
476939,2216141,914039,1026529,1876358,2417458,0,7402159,353860,0,,,,
476948,14490764,673582,67316,318942,2270033,0,9049987,9424,0,,,,
476957,,,2433,1828,43078,0,,0,0,,,,
476966,,,21377,143269,597796,0,,38369,0,,,,
476984,,,117804,155526,512708,0,,0,7750,,,,
476993,,,533000,398000,364852,52725,,0,52775,,,,
477002,,,75158,13424,41229,0,,0,0,,,,
477039,,,875964,702481,3278107,3586650,,0,0,,,,
478582,,,0,57509,710086,0,,203059,0,,,,
478591,,,66905,304028,580345,0,,0,0,,,,
478616,,,0,60241,608683,0,,14152,0,,,,
478661,,,20565,207427,466154,0,,0,0,,,,
478917,,,0,0,275995,0,,0,0,,,,
478953,,,853781,200587,509042,0,,0,0,,,,
479062,,,72078,72078,242069,0,,65127,0,,,,
479248,0,3,171877,171876,764985,0,1088811,0,0,,,,
479424,,,1290320,1077141,1534982,0,,14804,0,,,,
479965,,,0,0,624728,0,,0,0,,,,
479974,,,56615,169848,592192,0,,0,0,,,,
479983,,,200658,96093,134466,0,,0,0,,,,
479992,,,198000,30000,0,0,,0,0,,,,
480000,,,0,17440,216367,0,,0,0,,,,
480019,,,0,1699525,1275755,1589075,,0,1589075,,,,
480028,734124,573978,16500,57820,278414,0,2051937,6802,0,,,,
480037,,,10880734,931558,6314708,0,,0,0,,,,
480073,4565097,3170260,230121,933017,1121449,0,7989904,0,0,,,,
480091,250182780,9434188,663606,7559095,28190588,5756995,54602535,2174241,0,,,,
480125,,,142477,542067,1407531,0,,2042,0,,,,
480161,,,1620,2952,25584,0,,0,0,,,,
480310,,,0,85287,326935,0,,44801,0,,,,
480471,,,0,3255578,3128441,0,,0,0,,,,
480523,,,119302,119302,419866,0,,12566,0,,,,
480532,,,86384,86384,332412,0,,0,16100,,,,
480550,,,108451,108451,342870,0,,0,0,,,,
480657,2300928,242499,1931264,5326462,2422925,0,10764765,0,55782,,,,
480693,,,103124,103126,458991,0,,0,0,,,,
480736,,,19500,6880,601934,0,,0,0,,,,
480781,551816,336332,118377,612689,318001,0,2647790,0,0,,,,
480790,277505628,46961953,6222496,2819113,0,2238495,44840578,0,0,,,,
480824,,,0,708949,1355121,0,,0,0,,,,
480833,,,0,1101354,2624377,0,,0,0,,,,
480842,,,22000,15000,151712,0,,0,0,,,,
480851,938115,514002,0,112395,464293,0,2115486,0,0,,,,
480879,,,16120,29167,162600,0,,0,0,,,,
480888,,,133930,84011,1471573,60599,,0,0,,,,
480903,,,503332,250182,2219264,0,,0,0,,,,
480912,227597,125482,68882,8889,28097,0,222201,0,0,,,,
480921,,,27300,25199,259775,0,,54585,0,,,,
480930,,,113296,96094,426626,0,,0,0,,,,
480976,,,260421,0,107160,0,,0,0,,,,
480994,,,125000,87000,229809,0,,0,0,,,,
481003,,,155978,115960,810932,0,,421216,0,,,,
481085,,,234679,18000,350234,0,,0,160897,,,,
481094,3730891,13234126,320291,764012,0,0,9183758,0,0,,,,
481100,,,99763,86534,59104,0,,0,0,,,,
481128,,,26157,31152,630800,0,,0,0,,,,
481146,,,184439,105036,723115,0,,0,0,,,,
481207,,,10000,10000,303553,0,,0,0,,,,
481243,,,29415,0,304473,0,,0,0,,,,
481252,804380,269846,58317,59257,544644,0,1672883,387895,47301,,,,
481289,,,261968,8126,439963,0,,0,0,,,,
481298,,,0,0,204462,6053,,0,7105,,,,
481313,,,4000,0,153604,0,,0,0,,,,
481322,,,9246,54858,121410,0,,0,0,,,,
481331,,,80000,10000,269799,0,,61193,0,,,,
481340,,,350000,222000,150764,0,,0,0,,,,
481368,,,20700,12500,105693,0,,0,0,,,,
481386,,,140000,150000,808841,0,,0,0,,,,
481429,,,400274,123914,489458,0,,0,0,,,,
481447,,,47470,61522,32551,717,,0,0,,,,
481456,,,2973,32404,40888,0,,0,0,,,,
481465,,,10883,18944,477705,0,,35810,0,,,,
481474,,,125785,225579,218045,0,,0,0,,,,
481483,,,309487,93516,587166,0,,0,0,,,,
481508,,,32038,55122,244065,0,,0,0,,,,
481517,,,0,86014,348554,5283,,0,0,,,,
481526,,,143240,4318,372440,0,,0,0,,,,
481571,,,10,10,6195,0,,0,0,,,,
481678,,,0,46322,385489,0,,21703,0,,,,
481720,2143108,1110657,28118,0,15752,0,3312273,0,0,,,,
481739,,,0,55345,219487,0,,600,0,,,,
481748,,,0,109359,491544,0,,895,0,,,,
481845,,,0,56715,312431,0,,17666,0,,,,
481863,671899,357333,106570,106570,385633,0,1065703,0,14700,,,,
481890,,,108906,108906,505994,0,,0,3500,,,,
481906,,,127633,127633,618501,0,,0,164418,,,,
482015,,,838149,1449121,2995915,0,,0,0,,,,
482060,,,322308,604067,969255,0,,0,0,,,,
482097,,,155151,206729,1864662,124889,,503643,0,,,,
482167,,,49347,7000,339940,0,,0,0,,,,
482176,,,77856,200067,500147,0,,0,0,,,,
482194,,,0,0,251497,0,,0,24400,,,,
482200,,,0,102195,217633,3100,,0,0,,,,
482246,,,60038,85164,51231,0,,228400,0,,,,
482255,,,518223,969055,1809191,0,,26550,0,,,,
482291,,,0,3796604,4237971,0,,0,0,,,,
482325,,,326449,0,88538,0,,0,0,,,,
482413,,,7883993,0,2853821,1658808,,345483,0,,,,
482422,,,2946029,0,801961,512446,,3509,0,,,,
482431,,,16062733,0,5384013,3157893,,351933,0,,,,
482440,,,939057,0,298667,502511,,0,0,,,,
482459,,,3868587,0,1909772,1330748,,192142,0,,,,
482468,,,4609583,0,3359540,2348337,,808363,0,,,,
482477,,,11221158,0,52864249,37842118,,3687997,0,,,,
482486,,,405968,0,121781,69900,,22610,0,,,,
482538,,,1066085,0,162580,137819,,0,0,,,,
482547,,,924800,0,173954,90812,,0,0,,,,
482556,,,4051481,0,670324,486451,,324921,0,,,,
482565,,,968825,0,151046,123339,,0,0,,,,
482574,,,3778124,0,1441072,925138,,340236,0,,,,
482608,,,1644751,0,437891,576644,,943,0,,,,
482617,,,560451,0,126276,62347,,0,0,,,,
482635,,,4540536,0,1012286,669931,,0,0,,,,
482653,,,2673476,0,396717,361204,,0,0,,,,
482963,,,696562,400134,892696,0,,52645,0,,,,
482972,,,8000,122776,240380,0,,0,0,,,,
482981,,,160706,302240,619042,0,,0,0,,,,
482990,,,209221,843461,1204987,0,,0,0,,,,
483009,,,353595,98222,775358,0,,0,0,,,,
483054,,,33402,56806,294055,17250,,13850,15416,,,,
483106,,,964285,172006,553087,0,,0,0,,,,
483221,598881,232367,21787,55686,0,0,456064,0,0,,,,
483230,,,6791,130877,333787,0,,0,0,,,,
483258,,,5000,2500,207918,0,,0,0,,,,
483276,,,16642,800,328670,0,,0,0,,,,
483328,,,132709,182605,411200,0,,0,0,,,,
483337,,,80046,204223,494218,0,,0,1009,,,,
483346,,,57854,12705,63428,0,,0,0,,,,
483355,,,464999,2827,866868,0,,8727,59473,,,,
483364,,,353159,925,721096,0,,3180,41520,,,,
483373,,,204185,161979,179930,0,,0,0,,,,
483382,,,0,0,452709,0,,291860,0,,,,
483425,,,0,43312,193802,0,,0,0,,,,
483443,,,1372403,172663,471054,0,,0,0,,,,
483470,,,26469,38418,309969,309969,,0,0,,,,
483513,,,60000,61000,229000,0,,0,0,,,,
483559,,,0,0,420802,0,,4818,0,,,,
483577,,,1500,1800,49428,0,,0,0,,,,
483708,,,0,0,270261,0,,47793,0,,,,
483726,,,12593,0,179739,0,,0,0,,,,
483735,,,112262,39981,151927,0,,0,0,,,,
483744,,,17996,42690,200400,0,,0,0,,,,
483753,,,11042,13201,110780,0,,0,0,,,,
483780,674934,376496,151553,146197,21207,0,3213347,0,0,,,,
483799,,,215218,42058,19137,0,,2500,0,,,,
483814,3616939,356594,454332,209620,1318078,0,4230233,0,0,,,,
483841,,,13850,2900,266385,0,,0,0,,,,
483850,,,34755,14384,83293,0,,28000,0,,,,
483869,,,135263,125365,331276,0,,0,0,,,,
483878,,,180000,1093226,461558,20000,,0,33048,,,,
483887,,,56049,34382,68141,0,,4960,0,,,,
483896,,,0,180115,286700,0,,0,0,,,,
483911,,,5000,5000,45262,0,,0,0,,,,
483920,,,201300,304746,1071942,0,,0,0,,,,
483939,,,64163,57856,87169,0,,0,0,,,,
483948,,,3800,6000,320325,0,,0,0,,,,
483957,,,84783,3000,139417,0,,0,0,,,,
484002,10758110,4681150,3293010,2404171,4576276,0,17159199,129806,0,,,,
484011,,,143306,130868,328535,0,,0,10474,,,,
484020,,,0,0,135667,0,,0,0,,,,
484039,,,34363,1570,745145,0,,0,0,,,,
484048,,,53854,83521,221711,0,,0,0,,,,
484057,,,122490,154249,150218,0,,0,0,,,,
484066,3224824,2535967,0,23000,2123404,0,5976865,0,0,,,,
484075,,,5000,27648,75839,0,,0,0,,,,
484084,,,76109,16812,134220,0,,0,0,,,,
484093,,,65774,71255,349016,0,,0,0,,,,
484109,,,246490,160219,287582,0,,0,0,,,,
484127,,,561521,118864,220072,0,,0,0,,,,
484136,,,0,1000,166433,0,,0,0,,,,
484163,,,121320,312513,518036,0,,0,0,,,,
484172,,,10738,28496,213485,0,,0,0,,,,
484190,,,875,5364,158522,0,,0,0,,,,
484206,,,0,616992,512217,0,,55254,0,,,,
484321,,,15477,193422,235621,0,,0,0,,,,
484330,,,69824,69824,218607,0,,0,0,,,,
484349,,,113912,113912,389922,0,,0,15990,,,,
484358,,,118778,118778,414303,0,,0,0,,,,
484367,,,74429,510351,1025007,0,,18247,99263,,,,
484376,,,178359,578513,2282797,0,,65884,0,,,,
484394,,,150573,560408,212983,0,,0,0,,,,
484604,,,117462,731040,2045301,0,,5734,0,,,,
484613,573366041,347092278,127526808,259041471,232739847,47920120,829894872,2014193,0,,,,
484826,,,375870,16663,196557,0,,0,0,,,,
484862,2220720,420284,275896,579057,0,0,4636766,0,0,,,,
484923,,,0,0,111519,0,,0,0,,,,
485014,,,0,55380,278618,0,,450,0,,,,
485032,,,54010,220635,672481,6000,,0,0,,,,
485139,5388448,4109452,36631,192572,1161323,0,6059218,0,0,,,,
485166,,,0,0,212395,0,,0,0,,,,
485236,,,70200,91500,196080,0,,0,0,,,,
485272,,,811804,651425,3500076,835179,,0,0,,,,
485379,,,504617,326814,1152699,0,,0,0,,,,
485388,,,624778,438574,1274122,0,,0,0,,,,
485397,,,0,52627,468690,0,,32560,0,,,,
485412,,,14000,14000,404625,0,,0,0,,,,
485467,44718514,25845324,1785534,2057922,,,121218652,,,,,,
485476,,,135649,126807,332893,0,,0,0,,,,
485485,,,40000,31000,423926,0,,0,0,,,,
485494,,,40102,115235,400604,0,,0,0,,,,
485500,,,107086,33875,182980,0,,146055,0,,,,
485519,1118642,397850,448260,560325,702512,0,2241300,0,0,,,,
485546,1599699,877524,419951,1709678,541902,585368,5026007,0,0,,,,
485564,,,53209,250000,509445,0,,0,0,,,,
485573,,,68056,78056,896412,0,,0,0,,,,
485582,,,0,0,322899,0,,0,0,,,,
485591,,,0,0,57616,0,,0,0,,,,
485607,,,0,12571,189162,0,,0,0,,,,
485704,,,2446,1500,42565,9441,,0,0,,,,
485768,4155938,1568419,430520,50000,279203,0,6502508,0,0,,,,
485801,,,41542,374215,377148,0,,0,0,,,,
485810,,,1000,51000,48050,0,,0,0,,,,
485874,,,47226,80524,345006,0,,0,0,,,,
485926,,,10189,0,309588,0,,0,0,,,,
485953,345311,122599,24943,71769,47716,0,559892,0,0,,,,
485962,,,55502,11780,135899,0,,0,0,,,,
486105,,,9000,16500,6196,0,,0,0,,,,
486123,280391,2756466,313330,0,91330,15794,1191889,0,0,,,,
486141,,,0,0,6196,0,,0,0,,,,
486169,,,584834,0,452882,0,,0,0,,,,
486239,14436080,9502329,0,0,164151,0,4323082,0,0,,,,
486248,,,2500,2800,409800,0,,0,0,,,,
486309,,,29137,4797,37354,0,,0,0,,,,
486345,,,625946,417297,338764,0,,0,0,,,,
486354,585492,423694,108788,79543,4575,0,715898,0,0,,,,
486372,1643022,967470,219308,341057,69378,0,1356271,0,0,,,,
486381,,,111325,218246,271195,0,,0,0,,,,
486390,,,155448,135044,318539,0,,1071362,0,,,,
486415,,,185781,116329,983688,0,,0,0,,,,
486424,1683452,836844,40100,51200,412357,0,800242,0,0,,,,
486442,,,17587,84482,305589,0,,0,0,,,,
486497,,,0,0,345688,1,,0,0,,,,
486503,,,28098,28098,372600,0,,0,0,,,,
486512,,,95520,340380,355956,0,,0,0,,,,
486530,,,513236,129214,611648,0,,0,0,,,,
486558,,,740145,993404,927732,0,,53319,0,,,,
486567,,,52706,176569,673506,0,,0,0,,,,
486576,,,14120,249389,986414,0,,0,0,,,,
486619,,,312,40049,182885,0,,0,0,,,,
486691,,,0,58566,499370,0,,19360,0,,,,
486707,,,141679,141679,551094,0,,0,0,,,,
486716,,,118403,118403,474873,0,,0,18347,,,,
486734,,,22140,280252,393537,0,,0,0,,,,
486752,,,97849,97849,442326,0,,0,15740,,,,
486770,,,66175,92627,461563,0,,0,0,,,,
486798,,,2341624,1357530,5343913,1586160,,141698,17912,,,,
486813,8389607,3088712,168387,2131339,1826456,7203,7533255,0,0,,,,
486822,7507911,4056080,178593,2558618,2157360,36666,8150028,3200,0,,,,
486859,,,0,0,127758,0,,0,0,,,,
486938,,,2991672,792829,1184664,85771,,0,0,,,,
486947,,,2327330,921543,1029218,109468,,0,0,,,,
486956,,,4218240,1819430,1690157,203060,,0,0,,,,
486965,,,1120648,7874,474656,0,,229554,27011,,,,
486983,,,19805,53298,185958,0,,0,0,,,,
487047,,,173395,261387,1047783,0,,2379,0,,,,
487065,,,194043,33965,284219,0,,0,0,,,,
487083,,,18948,36718,128390,0,,0,0,,,,
487302,9560885,1060103,0,1593605,2107976,58121,8257897,181366,0,,,,
487348,,,136203,18314,408617,0,,0,0,,,,
487375,,,425330,935426,2059945,0,,0,0,,,,
487384,,,0,3425969,2533102,0,,0,0,,,,
487393,,,0,4211159,3576841,0,,0,0,,,,
487409,,,0,3607049,2662158,0,,0,0,,,,
487418,,,0,3931111,3307490,0,,0,0,,,,
487427,,,0,3908962,2521356,0,,0,0,,,,
487436,,,0,3606192,1723204,0,,0,0,,,,
487445,,,0,3147794,2138702,0,,0,0,,,,
487454,,,0,3261866,2685452,0,,0,0,,,,
487472,,,0,4784964,4099213,0,,0,0,,,,
487481,,,0,3337826,2326269,0,,0,0,,,,
487490,,,0,3830579,2416443,0,,0,0,,,,
487506,,,0,42328,257839,0,,0,0,,,,
487533,,,28725,9739,310420,0,,0,0,,,,
487588,1903000,1237000,389000,436000,1475000,125000,3886000,0,2000,,,,
487597,32002000,22686000,3687000,7192000,3607000,776000,21075000,154000,0,,,,
487621,,,0,0,99462,0,,0,0,,,,
487676,,,171056,85528,623881,0,,0,0,,,,
487791,,,557889,1877138,2112154,0,,400658,0,,,,
487807,,,15195,9770,87586,0,,0,0,,,,
