UNITID,F3A01,F3A02,F3E03A1,F3E03B1,F3C01,F3C06,F3B02,F3C03A,F3C03B,,,,
434441,941640,208099,920,5448,0,0,1504997,0,0,,,,
434469,,,32668,24960,796906,0,,0,0,,,,
434496,,,48722,13030,276490,0,,0,0,,,,
434715,19291000,29992000,1735000,1304000,0,3081000,6251000,0,0,,,,
434821,8057963,11194053,0,189693,3872684,0,24465382,0,0,,,,
434830,,,736307,32373,851412,0,,0,0,,,,
436003,,,5076,78525,194689,0,,0,0,,,,
436030,,,423579,0,849538,0,,0,0,,,,
436429,31372346,15173996,1817002,11919634,20252224,2024325,80766718,0,0,,,,
436553,,,301876,98281,1927804,0,,0,0,,,,
436599,756363,546340,45000,65000,197862,0,1220931,0,0,,,,
436632,,,342654,470706,572378,0,,0,0,,,,
436641,,,0,406301,527315,17102,,14652,18971,,,,
436650,,,390484,23728,1011689,0,,12063,12548,,,,
436775,,,915873,390599,578034,0,,0,0,,,,
437097,5288651,153901,204188,317343,204488,0,1871321,0,0,,,,
437556,,,194422,281548,2566297,144219,,305974,0,,,,
437608,,,164216,98279,912079,0,,11877,0,,,,
437635,3118719,2330623,0,909876,2132104,0,9187093,0,0,,,,
437750,1400331,468221,62695,45463,130490,0,2155251,0,0,,,,
437769,1669025,1006021,185662,310207,843260,0,2705542,0,0,,,,
437778,,,237004,490588,627469,0,,0,0,,,,
437857,,,117208,115365,462005,0,,0,0,,,,
437936,,,288308,2440310,1981726,0,,69170,4000,,,,
438221,648407,190331,308390,266740,1206517,0,3315291,195099,0,,,,
438258,,,97985,1385352,1053433,0,,74707,0,,,,
438337,,,151926,10925,1751404,0,,34224,0,,,,
438498,27030335,21899913,3560248,2581707,7787967,0,48275552,0,0,,,,
438504,24920000,22177000,3999000,8694000,4491000,1003820,22501000,375000,0,,,,
438586,87468421,13731826,1030762,4534497,8520494,388753,14478195,37868,0,,,,
438674,,,981,32544,178891,0,,0,0,,,,
438735,,,244026,626035,683256,0,,46487,0,,,,
438984,,,1640,18417,315032,0,,0,0,,,,
439020,326504,108728,0,582098,34444,0,1156251,0,0,,,,
439118,,,117407,1242546,1415294,0,,0,0,,,,
439394,230961,2004445,67825,181769,0,0,2235920,0,0,,,,
439455,,,906448,77764,2384816,0,,0,0,,,,
439473,,,408000,590000,610276,0,,5907,0,,,,
439491,,,0,86718,1467240,0,,10529,0,,,,
439507,1808611,1549745,140000,92325,1625884,0,2734205,0,12200,,,,
439668,,,0,102528,389093,0,,0,0,,,,
439738,6710765,1232326,0,1232588,1890000,27899,5088949,72214,2960,,,,
439747,,,76029,39235,502113,0,,0,0,,,,
439774,,,42100,47520,510961,8500,,3200,0,,,,
439792,4618529,1765993,0,1287112,1743191,62659,6482355,126051,0,,,,
439844,,,0,0,282928,0,,0,0,,,,
439871,1528870,1335826,100000,293600,563726,0,769600,0,0,,,,
439914,628223,359658,0,7818,0,40151,724313,0,0,,,,
439932,,,54297,0,269245,0,,0,0,,,,
439969,3047602,1426591,0,728632,498439,0,6029439,0,0,,,,
440059,12674984,3369804,1157318,1841733,4573613,0,14139253,128151,0,,,,
440101,,,0,59922,390893,0,,52925,0,,,,
440226,,,9000,500,213806,0,,0,0,,,,
440262,3456724,1127614,625726,368735,1843575,0,5989740,0,0,,,,
440749,,,255,184,155998,0,,0,0,,,,
440776,,,26240,277743,249082,0,,0,0,,,,
440855,,,85926,292737,363477,0,,0,0,,,,
440989,,,377532,1466293,2011611,0,,0,0,,,,
441025,629565,416097,485623,303702,2138326,0,5622111,0,0,,,,
441229,6947626,3914984,803855,768555,5080287,0,22479542,328982,0,,,,
441256,,,151633,55299,397126,0,,0,0,,,,
441380,,,648058,648058,1278503,0,,0,0,,,,
441423,1878421,822845,230156,210400,1143687,99863,3174090,0,0,,,,
441496,,,427180,806715,861647,0,,60007,0,,,,
441502,,,0,90457,1686271,0,,10418,0,,,,
441548,,,40083,67879,153109,0,,3850,7839,,,,
441618,,,0,0,64268,0,,0,0,,,,
441636,984870,338620,767356,330084,1472949,0,5626258,0,0,,,,
441645,,,1491104,0,753407,54854,,0,0,,,,
441663,,,128082,844093,1359807,16059,,57916,21944,,,,
441706,,,13817,33653,174683,0,,3507,0,,,,
441742,11886000,9299000,670000,888000,4196000,46000,11846000,17000,45000,,,,
441788,,,1027296,1518983,2002272,0,,65373,0,,,,
441830,,,88390,158144,338871,0,,12776,0,,,,
441858,1013382,709247,617586,343293,489644,0,3669069,0,0,,,,
441876,,,92509,275029,751632,0,,0,0,,,,
442073,,,0,382104,2371485,0,,0,0,,,,
442134,5163052,2312590,126406,1874494,1763524,62037,6208649,0,0,,,,
442213,,,32867,45852,75398,0,,3900,0,,,,
442240,,,341754,434377,1224623,0,,0,0,,,,
442329,,,2050810,1197931,3737127,1213742,,7044,58591,,,,
442435,,,39772,184738,217265,0,,0,0,,,,
442569,14573633,7898737,3371234,7640034,16549401,5997770,43798107,0,0,,,,
442602,,,140692,1269576,1576387,0,,0,279291,,,,
442611,,,3850000,8875000,3159369,1470476,,0,0,,,,
442657,,,174836,401571,716444,0,,0,0,,,,
442842,13439300,8886085,1129278,1364,67464,0,2737075,0,0,,,,
442879,7096949,4894352,4905563,1132053,1815961,0,9831659,0,0,,,,
442930,13537632,8561326,21498,86621,3063798,0,11465115,345664,0,,,,
442967,808250,1753619,47808,585471,344790,0,1495460,0,0,,,,
442985,,,132121,162880,490453,0,,0,0,,,,
443021,,,78781,52976,498148,0,,0,0,,,,
443137,,,65920,305978,450571,0,,0,0,,,,
443146,,,235000,60000,571939,30000,,171510,0,,,,
443216,,,111397,351320,672420,0,,27363,7434,,,,
443225,,,65423,206331,257918,0,,20790,2840,,,,
443234,,,563763,320857,886742,0,,0,0,,,,
443252,,,1184713,2042106,6479114,0,,0,0,,,,
443261,,,7010,1444787,1018672,0,,0,0,,,,
443289,,,21000,1000,601000,0,,0,0,,,,
443298,,,72469,19027,389725,0,,0,0,,,,
443331,144491659,124558747,9618598,6035371,19281211,9203827,234382825,4815117,0,,,,
443377,,,0,123372,215927,0,,281296,29838,,,,
443410,15328285,6273289,191305,2040125,1365168,0,39125468,976489,295228,,,,
443599,5665212,2277374,1578439,1578439,1606044,0,5901809,9596,0,,,,
443632,,,22413,205094,462397,0,,0,0,,,,
443641,,,196779,127102,440572,0,,0,0,,,,
443650,407945,440875,656132,446029,2511325,0,6562298,146044,0,,,,
443669,,,191551,477247,500904,0,,0,0,,,,
443696,,,26453,292907,120423,0,,0,0,,,,
443766,19901421,12980859,3415090,8037680,14074787,2982011,29359466,0,0,,,,
443784,15137114,5548359,2200276,6423639,7411312,2910265,20480298,0,0,,,,
443951,,,22289,43044,304227,0,,0,0,,,,
444194,,,0,622214,816115,109163,,0,0,,,,
444228,,,0,0,92178,0,,0,0,,,,
444255,,,165621,0,512806,0,,390164,2850,,,,
444264,,,113568,192478,646960,0,,4822,20209,,,,
444282,,,0,53441,303113,0,,147044,0,,,,
444291,,,0,88805,386194,0,,0,0,,,,
444307,,,0,55696,290181,0,,29022,0,,,,
444316,,,24000,35000,332010,0,,22013,6752,,,,
444325,977119,977119,64676,4030,180925,0,648561,0,0,,,,
444334,1706077,860439,64693,170246,313741,0,704479,0,0,,,,
444343,6855691,2573923,1572884,75022,742920,0,4763548,0,0,,,,
444361,1911743,473357,1761532,91000,438339,0,3278501,0,0,,,,
444370,,,175159,79175,170848,0,,0,0,,,,
444404,,,18545,13850,100994,0,,0,0,,,,
444440,,,224687,42001,323825,5525,,15877,0,,,,
444468,,,18127,6200,90627,0,,0,0,,,,
444486,,,171541,179575,1238933,0,,0,0,,,,
444529,,,55000,55000,230780,0,,0,0,,,,
444556,2174830,882078,97057,2247713,2296590,2717,8223041,0,0,,,,
444565,1653575,674049,337137,93777,955595,0,5583664,0,0,,,,
444583,,,252508,296007,3618703,0,,92250,0,,,,
444635,,,86423,52896,278895,0,,0,0,,,,
444662,,,24000,29270,513444,0,,0,0,,,,
444671,,,253900,432574,2055527,0,,0,5370,,,,
444699,635798,74621,0,44873,0,0,727975,0,0,,,,
444714,1430097,737853,247227,484159,735509,0,1688721,0,0,,,,
444732,,,103723,75907,481171,0,,4325,0,,,,
444787,8010005,4933486,2089528,2071721,2634864,0,16434083,0,0,,,,
444796,,,35210,187331,661700,0,,0,0,,,,
444811,4450099,4061556,1022219,49842,1587978,0,3761664,0,0,,,,
444857,,,39295,14908,194153,0,,0,0,,,,
444866,,,16270,1111955,744426,0,,0,0,,,,
444893,,,323487,245033,898285,0,,0,0,,,,
444936,,,80742,34210,109510,0,,0,0,,,,
444945,,,523312,326890,2425770,0,,53049,0,,,,
445027,57819177,16435190,14177950,48095316,50466669,8031492,203041480,571949,0,,,,
445133,1872626,11522065,688262,1471052,1313489,278790,7550126,0,0,,,,
445212,,,292562,177575,761288,0,,0,0,,,,
445230,9112597,3010528,303730,2907829,2977462,40076,10498026,0,0,,,,
445258,,,540761,181311,1265695,0,,0,0,,,,
445364,,,230402,554464,2523788,0,,68455,16790,,,,
445498,,,10748,64600,150734,0,,0,1359,,,,
445692,14318735,3308109,191231,2258389,1557147,3021972,12129556,0,0,,,,
445744,941534,5614912,0,1225771,1923114,204926,6704454,232861,0,,,,
445762,,,516153,811482,903558,0,,0,0,,,,
445780,,,18425,10000,135985,0,,0,0,,,,
445799,,,3754000,7561000,2422000,907000,,538000,0,,,,
445841,,,64663,19445,487280,5050,,0,0,,,,
445850,,,46269,15057,414636,8000,,4710,0,,,,
445911,,,0,338920,2766121,0,,0,0,,,,
445948,4874810,3522777,367188,1487973,5321331,690825,12861977,0,0,,,,
445957,,,44140,572588,611069,371698,,0,0,,,,
446002,726891,325786,105850,70580,0,0,1806385,0,0,,,,
446039,271707,183682,325904,12152,0,0,704477,0,0,,,,
446084,,,269822,202367,513961,0,,0,293730,,,,
446093,,,156412,194847,585386,0,,18017,0,,,,
446109,3065668,886287,151780,686201,2307328,0,5256194,97237,0,,,,
446118,7246140,4660585,701358,353722,2376980,0,9171035,0,41051,,,,
446127,,,25655,62300,1334074,0,,92139,0,,,,
446136,11981278,3236845,465972,952835,1938732,0,8782613,403131,0,,,,
446224,793597,127181,30983,66538,0,0,1526569,0,0,,,,
446251,,,94000,28000,82900,0,,0,0,,,,
446260,,,733610,617043,1854235,0,,244300,0,,,,
446288,,,68033,77129,272975,0,,0,1750,,,,
446303,,,536775,0,526478,0,,0,0,,,,
446385,3965000,3386800,1442000,174000,342200,0,6223800,0,0,,,,
446516,,,11106,12380,72858,0,,0,0,,,,
446525,16061219,9580678,91159,83737,1071566,0,4246884,0,0,,,,
446552,40475275,23648575,180896,2559039,7310806,0,21604219,577725,0,,,,
446561,15837756,7441154,3577607,3611722,3338657,0,29310635,330251,0,,,,
446589,5874971,1078631,296441,149706,2672194,0,4786934,0,0,,,,
446598,598509,143982,2500,5500,101165,0,533093,0,0,,,,
447014,1197842,592767,543215,734171,1378557,0,3298661,25911,0,,,,
447023,,,270600,332193,3766404,66991,,14565,0,,,,
447050,22510861,2997497,2151507,2390458,27637,0,13164116,0,0,,,,
447148,,,0,97519,656693,0,,25969,0,,,,
447166,,,0,46880,166349,0,,11459,0,,,,
447175,,,0,60257,242704,0,,77265,0,,,,
447263,7204165,5485670,814429,835257,3094400,502036,17747591,363911,0,,,,
447379,,,355094,176295,1501974,0,,0,0,,,,
447403,,,907000,199000,134000,71000,,0,0,,,,
447421,,,341273,186687,370380,0,,0,0,,,,
447449,,,25500,25250,276200,0,,2000,7800,,,,
447458,10024250,26446140,106888,438703,1012420,0,11369239,0,0,,,,
447467,,,181235,221774,1206357,0,,16444,0,,,,
447591,,,0,1236313,2439066,0,,0,0,,,,
447607,,,0,4464064,3522443,0,,0,0,,,,
447616,,,0,3941957,2811648,0,,0,0,,,,
447698,720524,504987,256771,0,0,0,1627783,0,0,,,,
447704,,,35850,3540,316697,0,,0,0,,,,
447713,6517541,5135564,253823,306132,255640,0,1364370,0,0,,,,
447722,,,41286,84705,235174,0,,0,0,,,,
447731,,,33975,37752,531094,0,,0,0,,,,
447759,2812019,2511846,0,163344,690286,0,2037375,0,0,,,,
447768,14704502,8491417,568156,797698,5692470,427702,24742212,527045,0,,,,
447777,8360075,8360075,578291,1386451,2269944,0,8515494,70908,0,,,,
447795,,,72500,40000,124340,0,,0,0,,,,
447801,260608,16753,406764,130742,0,0,2107082,0,0,,,,
447810,,,369165,524287,1509561,0,,26550,0,,,,
447847,10856114,6986534,127750,630455,311989,0,13622085,0,0,,,,
447865,,,0,0,138466,0,,0,0,,,,
447874,,,384318,2206919,533414,0,,0,0,,,,
447883,,,0,0,1177621,0,,0,0,,,,
447892,,,0,0,549186,0,,0,0,,,,
447908,,,77670,80325,312549,0,,0,0,,,,
447917,,,69927,43666,89398,0,,0,0,,,,
447935,10971236,9621532,75176,272736,1418706,0,15222905,230407,0,,,,
447962,,,458780,93661,938378,0,,21383,0,,,,
447971,,,56000,131450,432939,0,,0,0,,,,
447980,,,1000,14627,119959,0,,0,0,,,,
447999,2588616,3633381,48322,715053,737372,0,5518183,242411,17981,,,,
448017,,,19782,9874,412037,0,,0,0,,,,
448026,,,0,239685,394692,0,,0,0,,,,
448044,,,31533,13600,0,0,,0,0,,,,
448071,,,4882,275157,487882,0,,0,0,,,,
448123,,,87588,35049,1348823,0,,0,0,,,,
448196,,,119112,156944,460000,0,,132811,0,,,,
448220,,,45523,131627,460087,0,,0,18119,,,,
448239,4554393,3627765,851800,0,525672,0,2804356,0,0,,,,
448257,,,33586,43875,218777,0,,0,0,,,,
448275,,,6400,1200,101650,0,,0,0,,,,
448354,13175135,4913169,1210250,145230,2335524,10745,9857899,1478926,0,,,,
448381,35605132,18255280,5796535,21798633,,,109249597,,,,,,
448424,,,108653,24443,278451,0,,0,0,,,,
448433,31270000,29713000,3983000,8084000,4056000,1449000,24773000,190000,0,,,,
448600,,,86372,1254150,1644569,0,,0,0,,,,
448646,,,243151,273873,1308171,0,,18513,0,,,,
448673,3856186,1014385,6615208,17167395,8432141,0,35145166,0,695690,,,,
448707,,,209901,28279,691366,0,,0,18876,,,,
448770,,,169521,130665,1263600,203157,,445905,0,,,,
448798,,,0,81894,673203,0,,3905,0,,,,
448859,,,0,145251,374004,0,,386832,46587,,,,
448895,,,447649,888045,1065858,0,,0,0,,,,
449038,11332077,1514443,2170872,6564458,6574826,3166944,20702787,46130,0,,,,
449074,7703848,3298158,215070,2563422,1884514,17877,8935726,0,0,,,,
449083,4920721,2233159,1152131,2615236,2762686,0,8373868,75195,0,,,,
449250,,,0,867343,2381931,0,,0,0,,,,
449311,,,887510,0,415252,0,,10775,0,,,,
449320,,,0,526221,2128390,0,,0,0,,,,
449339,123845000,46010000,14855000,35740000,50276000,25776000,219825000,0,0,,,,
449366,,,868279,1435701,445261,127428,,87720,0,,,,
449384,2818088,2008670,1028077,1187838,557581,0,10165368,117815,0,,,,
449393,,,12000,27778,238280,0,,0,0,,,,
449445,845947,576004,119481,101043,399279,0,756060,0,0,,,,
449454,,,248833,84164,84189,0,,0,15854,,,,
449463,,,6500,10500,517142,0,,0,0,,,,
449472,,,74231,44850,197054,0,,0,0,,,,
449490,,,0,348192,261898,0,,0,0,,,,
449524,123069,108229,955093,60498,748794,0,6691668,113229,3500,,,,
449533,,,143267,565,389768,0,,7535,0,,,,
449597,,,15000,5000,4510,0,,0,0,,,,
449603,,,63249,413687,686985,0,,0,0,,,,
449612,1052841,147271,165156,106287,420101,0,2190938,47617,0,,,,
449676,,,73435,31420,764384,0,,0,0,,,,
449685,,,493430,598594,1894866,0,,82023,0,,,,
449700,,,990325,990324,1782473,0,,0,0,,,,
449719,,,0,343230,685954,0,,0,0,,,,
449728,,,64672,6333,259635,0,,0,0,,,,
449773,,,73455,187748,674298,67498,,271268,0,,,,
449782,,,196136,135025,173316,0,,0,0,,,,
449807,,,5000,1000,272854,0,,0,0,,,,
449861,1503228,791518,58066,210078,670524,0,3041793,0,0,,,,
449898,4686596,1187151,389068,1276554,1911467,0,12502588,911194,0,,,,
449904,,,120568,342339,326146,0,,0,0,,,,
449959,,,195634,191648,796600,0,,0,0,,,,
449968,,,213640,230034,915509,0,,0,16063,,,,
449977,,,174403,145287,726649,0,,0,0,,,,
449986,,,111630,287231,890749,0,,0,22332,,,,
449995,,,114272,182122,394712,0,,0,0,,,,
450021,,,0,64619,858744,0,,0,0,,,,
450058,9076742,2036456,0,2039426,3649306,490857,12457797,451723,0,,,,
450067,699586,4922887,0,1550935,2623199,141501,7485405,213086,0,,,,
450119,,,0,100900,865423,0,,12449,0,,,,
450128,,,0,200410,2349264,0,,14627,0,,,,
450298,39345567,890353,338709,909563,1176222,339121,3407540,0,0,,,,
450377,9763257,5941172,1687942,4120623,5438755,1589519,14223600,0,0,,,,
450571,1548481,183794,2299820,5571544,2294514,0,12482242,0,20084,,,,
450599,,,0,59407,331937,0,,98928,0,,,,
450605,,,0,60844,290181,0,,29022,0,,,,
450614,,,0,54009,446929,0,,10100,0,,,,
450632,,,90000,75000,164156,0,,0,0,,,,
450650,,,0,333198,667033,0,,0,0,,,,
450696,,,90384,1227086,1472911,0,,43160,6000,,,,
450702,,,119663,1371614,1085201,0,,48188,7823,,,,
450711,,,108703,28540,584588,0,,0,0,,,,
450720,,,0,340228,1915291,0,,0,0,,,,
450933,29149297,12573350,7536480,4221941,22702192,4412149,81375259,0,0,,,,
450951,,,228075,739822,354924,0,,0,0,,,,
450960,2355236,2065728,0,147892,1547488,0,3222382,66979,0,,,,
450988,,,32640,123462,687584,0,,0,0,,,,
451042,,,4000,4111,110058,0,,0,0,,,,
451051,,,6178,82707,171563,0,,0,0,,,,
451097,,,80914,36071,287246,0,,0,0,,,,
451103,23858647,1330044,1715153,388545,2751642,0,18502210,0,0,,,,
451121,,,51881,97079,349156,0,,0,43906,,,,
451149,,,1565054,1216270,1800340,0,,40932,0,,,,
451158,,,1793423,1393746,1817990,0,,13846,0,,,,
451167,,,309679,153133,484380,0,,0,0,,,,
451194,,,0,118786,57006,0,,0,0,,,,
451228,,,1350646,119694,793376,0,,0,0,,,,
451237,,,77410,675,534465,0,,0,0,,,,
451255,,,13489,59253,160332,0,,0,0,,,,
451264,,,192157,249685,443010,0,,170257,0,,,,
451282,,,0,164713,337193,0,,0,0,,,,
451291,,,41447,25436,78926,0,,0,0,,,,
451307,,,46628,46628,150000,0,,0,0,,,,
451316,,,10789,35360,271044,0,,0,0,,,,
451334,,,88219,560203,894343,1600,,17510,0,,,,
451343,,,1075,40733,459732,0,,0,0,,,,
451352,,,73971,2449266,1310659,0,,0,0,,,,
451413,,,10513,21876,818851,32382,,0,0,,,,
451468,,,3717,468278,682594,0,,0,0,,,,
451477,57414182,38795192,9031814,409002,6165333,0,40360784,0,0,,,,
451495,,,0,125394,401607,0,,65497,0,,,,
451501,,,349928,271598,2029346,0,,0,54112,,,,
451510,9403659,1838956,3039074,1999006,0,9876116,13799008,0,0,,,,
451529,,,0,9344,192739,0,,0,0,,,,
451547,,,1000,1000,150264,0,,0,0,,,,
451556,29730448,23294251,4044927,166529,10936973,0,24508670,0,0,,,,
451565,,,116055,91044,405062,0,,0,26740,,,,
451574,,,0,0,375517,0,,0,0,,,,
451626,,,82246,40000,304391,0,,0,0,,,,
451750,47019703,1391274,996311,6703522,5294226,4325243,23683415,0,0,,,,
451820,4880985,1519037,850661,906206,1277757,1735125,10372215,16567,0,,,,
451918,,,0,0,437389,0,,0,0,,,,
452009,,,25753,13857,128952,0,,0,0,,,,
452072,,,111519,111519,221531,0,,0,5378,,,,
452081,2165509,1232018,391397,391397,2448225,0,3913965,0,29190,,,,
452124,1131180,11220294,0,1478993,1745410,136247,7244529,34173,0,,,,
452373,,,8958,160184,852470,0,,2536,0,,,,
452771,,,20797,2653,0,0,,0,3125,,,,
452780,,,19892,10200,0,0,,0,21875,,,,
452887,,,5677,40740,162285,0,,32810,0,,,,
453163,28587699,16728763,4898282,14245990,21444179,4723250,49359917,0,0,,,,
453215,5761024,1906100,834088,2680345,2824137,1330617,8990853,0,0,,,,
453297,,,0,32500,0,0,,0,0,,,,
453756,,,147346,235666,988905,0,,0,0,,,,
453792,2004031,14835,399553,126397,266237,0,1581527,228538,0,,,,
454218,852342000,138615000,12017282,32843694,,,424607667,,,,,,
454227,,,52508222,45826474,20465367,57582704,,5354000,0,,,,
454236,,,5478117,2318233,2013062,812475,,433883,0,,,,
454245,,,4369544,1756619,1542331,244947,,5615,0,,,,
454306,,,273338,491342,691657,0,,92405,0,,,,
454458,,,87166,125621,320592,0,,0,0,,,,
454537,,,108885,60368,211092,0,,0,0,,,,
454546,,,52307,216397,145655,0,,0,0,,,,
454555,,,168694,364925,395271,0,,0,0,,,,
454607,,,499035,509031,787248,25366,,0,0,,,,
454616,3201154,514743,187725,218296,367947,0,5357802,186746,0,,,,
454652,,,166513,187845,529822,0,,0,0,,,,
454689,1236845,773386,1335760,0,0,0,2717286,0,0,,,,
454698,1933510,937779,0,2267948,2611518,0,5697198,87614,0,,,,
454722,,,0,0,177397,0,,0,0,,,,
454759,,,0,51984,145366,0,,0,0,,,,
454768,,,130067,217513,749064,0,,0,0,,,,
454777,,,0,406606,454680,0,,0,0,,,,
454786,6250649,4370699,2834522,2742592,3479638,0,15321742,0,0,,,,
454795,,,356724,0,406110,0,,0,0,,,,
454801,,,203500,138800,515302,0,,0,0,,,,
454810,11090482,7319389,777244,11080361,12137697,600728,33192837,0,0,,,,
454829,31300306,11897499,2621280,7180212,5376702,0,29744817,0,0,,,,
454847,,,0,0,98317,0,,0,0,,,,
454856,40942449,2336808,0,884352,1066016,226962,12292867,115531,0,,,,
454865,8267136,4819161,324164,774791,2593672,0,9320979,67775,0,,,,
454874,,,87395,87395,171075,0,,0,0,,,,
454917,,,225000,215000,1384217,0,,22000,0,,,,
454926,,,127293,299904,1300912,0,,0,0,,,,
454935,,,95000,85000,197443,22000,,0,0,,,,
454944,,,92453,98539,808101,0,,0,0,,,,
454953,,,7161,10421,58493,0,,0,0,,,,
454962,,,13831,20558,79796,0,,0,0,,,,
454971,,,99384,110598,705434,0,,2925,0,,,,
454980,,,19786,104221,329074,0,,0,0,,,,
454999,,,89093,100812,373416,0,,11458,0,,,,
455008,,,82373,152449,847408,0,,0,0,,,,
455026,,,130962,56887,85846,5000,,1500,0,,,,
455062,,,120814,0,107387,0,,0,0,,,,
455071,,,44575,33002,157430,0,,0,0,,,,
455080,,,117301,92522,778185,0,,0,0,,,,
455105,,,71896,85231,145366,0,,0,0,,,,
455141,,,224153,658606,654765,0,,1000,0,,,,
455178,2159361,409537,146930,72516,0,0,2002533,0,0,,,,
455187,,,85000,165000,752648,0,,0,0,,,,
455196,32828094,10944627,3835672,6469858,12836878,0,45297859,371553,401308,,,,
455202,,,395354,848732,598509,0,,65198,0,,,,
455211,,,58000,84000,1063033,0,,0,0,,,,
455239,,,0,0,88112,0,,0,0,,,,
455275,,,174209,381107,756081,0,,0,0,,,,
455284,,,61368,281943,972628,3500,,0,0,,,,
455327,,,146177,57050,258392,0,,0,0,,,,
455336,1993876,683900,672746,330580,769130,0,5339824,0,0,,,,
455354,,,7046,397083,1177563,0,,0,0,,,,
455381,,,55000,85000,581104,83000,,0,0,,,,
455460,,,0,571110,918046,14586,,98900,0,,,,
455479,13258736,1230775,0,1455251,2031879,104189,7790191,121532,7292,,,,
455488,,,0,957627,1564926,26247,,8750,0,,,,
455628,3924408,1437313,0,1452928,2597266,33662,7027674,98907,0,,,,
455707,,,98404,18912,166957,0,,78239,0,,,,
455725,,,0,385958,2506437,0,,0,0,,,,
455734,,,5500,132000,775227,0,,62434,0,,,,
455761,,,462438,641109,1070473,24500,,0,0,,,,
455798,,,0,0,322467,0,,0,0,,,,
455831,,,67207,243245,548861,0,,0,0,,,,
455859,,,273320,273095,832500,45330,,0,0,,,,
455868,3348646,2584045,1144000,489686,1861566,0,3080628,36370,0,,,,
455877,,,272135,188358,291529,0,,11400,0,,,,
455886,,,57775,163425,367214,0,,9156,0,,,,
455895,,,178384,181789,907520,0,,0,0,,,,
455901,,,372769,186385,365715,0,,0,0,,,,
455910,,,72548,45762,129573,0,,0,0,,,,
455929,,,2604,123066,234823,0,,4500,0,,,,
455956,2509255,275603,76687,7217,667741,0,999039,0,0,,,,
455965,,,522302,835995,462274,0,,10866,0,,,,
455974,,,72591,95117,1135806,0,,0,0,,,,
455983,1741102,621837,412503,412504,1835966,0,4355244,0,0,,,,
456001,,,0,231000,86120,0,,59650,48954,,,,
456029,,,143928,164993,917367,0,,0,0,,,,
456038,4042253,2272004,99792,1643530,898022,0,4785304,7266,0,,,,
456065,,,205755,151290,678204,0,,0,0,,,,
456074,,,221913,163171,590737,0,,0,500,,,,
456135,,,0,74061,345627,0,,101742,0,,,,
456153,,,319037,146043,456278,0,,0,0,,,,
456205,376071,685921,521238,297364,2357944,0,5337013,0,0,,,,
456214,,,564554,756108,1495807,0,,16290,0,,,,
456287,,,190112,119263,206033,0,,39974,0,,,,
456454,784932,5892856,0,1178692,1820234,129141,7899901,290563,0,,,,
456506,1372529,826399,138337,138337,558554,0,1383369,0,2665,,,,
456515,,,53180,53180,171409,0,,0,3920,,,,
456551,,,50501,122489,303595,0,,0,0,,,,
456579,781632,396987,571804,356455,2580757,0,6476791,411849,0,,,,
456621,1819141,877696,306914,637867,894772,234315,2267821,0,0,,,,
456825,,,100508,304893,562368,0,,0,0,,,,
456922,,,378488,320079,1550347,0,,0,0,,,,
456931,,,597689,482080,2053041,0,,0,0,,,,
456968,,,835091,695909,2490333,0,,0,0,,,,
457031,,,5720,1000,128051,0,,0,0,,,,
457077,,,353129,704113,1138583,0,,0,0,,,,
457101,,,136357,1517613,993125,0,,0,58136,,,,
457110,,,138323,1042486,950936,0,,0,50750,,,,
457129,,,6752493,2601050,3026473,564233,,48607,0,,,,
457192,,,114120,120575,238056,0,,24841,0,,,,
457253,,,173550,13973,277233,0,,0,0,,,,
457299,974519,731755,309975,897902,859257,0,3293923,0,15515,,,,
457314,,,104526,299224,539771,0,,0,0,,,,
457323,,,71726,473348,1971786,0,,0,0,,,,
457332,,,2975,2314,191870,0,,0,0,,,,
457341,,,370162,370162,484714,0,,0,0,,,,
457396,,,0,81240,459395,0,,0,0,,,,
457411,,,409650,813624,1567335,0,,95139,0,,,,
457420,,,315240,315240,527603,4500,,8208,0,,,,
457439,,,168931,55677,293828,0,,0,0,,,,
457448,,,0,238628,591783,0,,0,0,,,,
457466,,,1033,82310,149762,0,,0,0,,,,
457475,,,119217,55799,299191,0,,0,0,,,,
457493,,,62660,40729,98019,0,,0,0,,,,
457527,2032334,293744,293499,524020,335928,22265,2665799,28980,0,,,,
457536,7056263,2064762,1108770,1097830,1243837,0,7989316,146110,0,,,,
457545,,,88375,179070,223537,0,,0,2100,,,,
457554,,,76610,12548,85133,0,,0,13280,,,,
457563,,,0,383716,474159,0,,0,0,,,,
457572,,,72849,100238,347222,49870,,0,0,,,,
457581,,,340490,218479,553953,89128,,0,5767,,,,
457606,,,0,0,255300,0,,0,0,,,,
457633,,,250148,193431,404599,24000,,0,0,,,,
457642,,,120696,32487,76632,0,,0,0,,,,
457651,345204,189456,106152,295708,178367,0,1148828,91070,0,,,,
457679,,,0,0,80396,0,,27169,0,,,,
457688,1434373,622336,107278,206196,168841,0,849343,0,0,,,,
457721,,,45000,54308,68541,0,,0,0,,,,
457749,,,124681,124681,302637,70776,,0,43518,,,,
457767,,,273267,151220,905485,0,,0,0,,,,
457776,,,0,76373,441446,0,,0,0,,,,
457785,,,356824,64753,479973,89140,,86465,0,,,,
457800,,,100000,194584,1204758,0,,0,0,,,,
457819,,,4019869,3310480,493788,1302512,,10000,0,,,,
457837,,,303279,196866,453715,0,,27572,0,,,,
