,,1 = public,1 = yes,1 = yes,1 = yes,"If tution varies for out of state students 1 yes 0 = no,",Offer room,Offer board,,,,,,,,,,,1 = Secondary GPA required to be reported,1 = requiredCompletion of college-preparatory program when apply,Num_applicants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UNITID,TYPE,religious_affiliation,for_profit,StudyAbroad,TUITVARY,ROOM,BOARD,TUITION1,FEE1,TUITION2,FEE2,TUITION3,FEE3,CHG2AY3,CHG3AY3,CHG8AY3,CHG9AY3 ,ADMCON1,ADMCON4,APPLCN,GRCOHRT,UGENTERN,RRFTCT,RET_PCF,STUFACR ,SCUGFFN,SCUGFFP,UAGRNTP,UAGRNTT,UPGRNTP,UPGRNTT,UFLOANP,UFLOANT,STABBR,HLOFFER,SA09MOT,CREDITS1,CREDITS3,SLO8,STUSRV2,STUSRV3,LIBRES1,TUITPL1,TUITPL3,ATHASSOC, F1A06 ,F1A13,F1C051,F1C061,F1E01,F1E03,F1E04,F1E08,F1N07   
994,198561,0,1,0,1,0,1,1,31220,960,31220,960,31220,960,32180,32180,2600,5300,1,0,5370,470,728,401,68,13,401,20,87,35349669,45,3877884,59,8122921,NC,9,7185900,1,1,1,1,1,1,0,1,1,"150,371,986.00",34704018,2608542,15279995,3866076,28802325,65441608,3325495,0
995,198598,0,1,0,1,0,1,1,18960,0,18960,0,18960,0,18960,18960,1400,1400,1,0,1014,133,227,181,63,8,181,22,84,8427769,44,1834423,65,3914516,NC,7,2216235,1,1,1,1,1,1,0,1,1,"53,157,295.00",19949391,337661,3668857,1808845,1540952,17927471,1940500,0
996,198613,0,1,0,1,0,1,2,39400,720,39400,720,39400,720,40120,40120,1500,1500,0,0,3660,372,461,380,72,12,380,25,83,34324131,38,2777427,55,8903533,NC,7,0,1,1,1,1,1,1,1,1,1,"209,766,043.00",91157673,5410085,9737662,2812844,25889556,53340247,2938930,144789
997,198695,0,1,0,1,0,1,1,33358,4722,33358,4722,33358,4722,38080,38080,2500,2000,1,1,11266,1387,1470,1400,82,17,1400,30,81,51030872,10,2107945,42,12081046,NC,9,16138934,1,1,1,1,1,1,0,1,1,"863,444,385.00",202768997,8868792,33991870,2128537,48447738,199361751,2613496,0
998,198756,0,0,0,1,0,1,1,16014,2770,16014,2770,16014,2770,18784,18784,6250,6250,1,0,7160,237,276,324,65,13,324,23,97,18797266,74,5510781,83,10678127,NC,7,4947209,1,1,0,1,1,1,0,1,1,"138,679,545.00",28871079,3159461,8037940,5859998,7262420,44723714,2936917,0
999,198808,0,1,0,1,0,1,2,26140,1850,26140,1850,26140,1850,27390,27390,5304,5304,1,1,1430,195,320,174,68,11,174,21,100,14329343,48,1844339,68,3674715,NC,7,2001297,1,1,1,1,1,1,0,1,1,"65,924,509.00",5134368,1371827,5374729,1884109,9861960,20421702,1546460,0
1000,198835,0,1,0,1,0,1,2,39900,0,39900,0,39900,0,39900,39900,3250,3250,1,0,6194,439,612,454,73,13,454,25,87,48147070,37,3241540,59,7383886,NC,9,7984284,1,1,1,1,1,1,0,1,1,"224,343,491.00",52806603,2160200,11137407,3295291,40933546,55644271,4326840,840073
1001,198862,0,1,0,0,0,1,1,15917,2379,15917,2379,15917,2379,18296,18296,3429,2000,1,0,5395,207,265,344,47,12,350,32,96,13345001,84,4971743,92,7998042,NC,5,0,1,1,1,1,1,1,0,1,1,"83,467,495.00",37896803,2132379,4307805,4776877,3868914,31541036,2882279,143794
1002,198871,0,1,0,0,0,1,1,16975,2820,16975,2820,16975,2820,19795,19795,2820,1763,1,1,952,251,301,277,56,11,277,51,96,7722448,76,2025713,88,2917308,NC,3,1234590,1,1,0,1,1,1,1,1,1,"48,253,660.00",23490898,825250,2304203,2162291,3831521,14289060,1911232,0
1003,198899,0,0,0,1,0,1,1,30772,4280,30772,4280,30772,4280,35052,35052,1800,1800,1,0,1718,287,345,274,67,10,274,26,99,25452448,55,2621792,76,5577872,NC,7,0,1,1,1,1,1,1,0,1,1,"159,252,141.00",56969633,1043939,2790507,2620175,20199990,31575891,2851930,0
1004,198950,0,0,0,1,0,1,2,39832,120,39832,120,39832,120,39952,39952,1840,1840,1,1,1674,372,440,375,86,11,375,25,96,37184479,32,2399456,63,6560365,NC,7,8914509,1,1,1,1,1,1,0,0,1,"201,286,177.00",66371201,7999147,5099898,2466738,28228644,57792051,3916369,0
1005,198969,0,1,0,1,0,1,1,35336,700,35336,700,35336,700,36076,36076,4861,11218,1,0,2964,348,429,374,58,10,374,23,89,33287625,38,2740111,53,5907433,NC,9,6606348,1,1,1,1,1,1,0,1,1,"118,199,163.00",43674995,2181424,9696152,2855463,24401790,48089883,3315412,0
1006,199032,0,1,0,1,0,1,1,28500,250,28500,250,28500,250,28750,28750,2460,2460,1,0,861,207,324,167,68,8,171,21,87,11170845,40,1439463,67,3643125,NC,7,1152838,1,1,1,1,1,1,0,1,1,"29,754,829.00",10868959,1052994,4617153,1535994,9537366,19645823,1141350,0
1007,199069,0,1,0,0,0,1,1,21194,1000,21194,1000,21194,1000,22194,22194,1800,1800,1,0,2237,274,610,288,65,16,288,11,91,23170635,47,5387666,67,13644565,NC,7,0,1,1,1,1,1,1,0,1,1,"81,380,580.00",34252675,3647685,13088592,5894798,11418296,39369846,3851025,0
1008,199102,1,0,0,1,1,1,1,3540,3117,3540,3117,17050,3117,6657,20167,2300,2300,1,1,16366,2100,3076,2269,80,19,2269,21,74,71835229,56,31860538,73,54156495,NC,9,28003041,1,1,1,1,1,1,1,0,1,"621,888,657.00",359886148,34610867,8490233,32368664,11981471,0,42340010,309681348
1009,199111,1,0,0,1,1,1,1,4122,3122,4122,3122,21470,3122,7244,24592,3564,3564,1,1,3115,585,952,654,76,13,654,18,66,17424063,35,5737778,45,10088465,NC,7,15761674,1,1,1,1,1,1,1,1,1,"287,420,643.00",187055779,5221092,6727875,5952016,3382873,0,8226747,106211227
1010,199120,1,0,0,1,1,1,1,7019,1961,7019,1961,34198,1961,8980,36159,2836,2836,1,1,41773,4396,5496,4167,95,13,4167,22,53,162721039,23,22085409,24,23480339,NC,9,145612465,1,1,1,1,1,1,1,1,1,"11,318,242,752.00",8737163971,173346344,46837460,22339672,100851487,0,142579450,3322465614
1011,199139,1,0,0,1,1,1,2,3812,3284,3812,3284,17246,3284,7096,20530,4308,4307,1,1,19949,3930,6747,3626,85,20,3626,15,51,90472705,36,41735658,49,77390797,NC,9,94008964,1,1,1,1,1,1,1,1,1,"1,967,674,790.00",1240229005,59676550,32099048,45488406,33074631,96968,57717755,716595790
1012,199148,1,0,0,1,1,1,2,4422,2981,4422,2981,19581,2981,7403,22562,2604,4238,1,1,9870,2398,4273,2714,81,16,2714,16,63,87614795,48,39627842,56,60031910,NC,9,59330185,1,1,1,1,1,1,1,0,1,"1,320,338,268.00",752636918,48162860,26734610,40946150,11547081,0,39797739,477272947
1013,199157,1,0,0,1,1,1,1,3728,2901,3728,2901,16435,2901,6629,19336,6605,6605,1,0,7496,1210,1923,1023,78,16,1023,17,83,47101141,60,19059087,70,30973609,NC,9,23842041,1,1,1,1,1,1,1,0,1,"406,900,964.00",325673414,22589771,5063862,18915311,9452032,0,15824541,213283407
1014,199184,1,0,0,0,1,1,2,6497,2861,6497,2861,23040,2861,9358,25901,2498,1298,1,0,1197,217,256,234,91,6,234,25,63,6151453,28,1161010,53,3091318,NC,8,9485704,1,1,0,1,1,1,1,0,2,"233,735,849.00",116435640,7301302,2720066,1165061,4981817,0,5450917,77269632
1015,199193,1,0,0,1,1,1,2,6535,2566,6535,2566,26654,2566,9101,29220,2770,7603,0,1,31487,4711,7112,4761,94,14,4863,19,56,146891090,19,23971963,37,57669747,NC,9,141113852,1,1,1,1,1,1,1,1,1,"3,648,530,006.00",2696431352,109039392,42901769,24443104,18480893,122607,104106056,1681033020
1016,199209,0,1,0,1,0,1,2,32400,350,32400,350,32400,350,32750,32750,2500,2500,1,0,3358,235,387,280,66,13,280,15,90,32939760,52,5107741,73,10980242,NC,7,3127215,1,1,1,1,1,1,0,1,1,"59,732,981.00",16531708,1668031,6806915,5242464,23175048,32403046,3753790,0
1017,199218,1,0,0,1,1,1,2,4443,2738,4443,2738,18508,2738,7181,21246,6141,6141,1,0,13633,2019,4171,2330,84,17,2330,16,50,50048226,27,18611347,42,40658680,NC,9,53023668,1,1,1,1,1,1,1,1,1,"957,753,479.00",589828860,33432236,16523597,19360416,7991047,0,19811818,381884314
1018,199272,0,1,0,1,0,1,1,31950,500,31950,500,31950,500,32450,32450,5438,5438,1,1,1277,143,244,185,74,12,185,21,93,15725185,47,1931723,94,6185515,NC,5,1932267,1,1,1,1,1,1,0,1,1,"95,527,514.00",17629920,2208107,5480447,1941608,10200810,23854399,2103585,0
1019,199281,1,0,0,1,1,1,2,1000,2456,1000,2456,5000,2456,3456,7456,3296,3296,1,1,5021,858,1827,1103,71,15,1103,17,69,25553614,53,16258626,59,25462291,NC,7,19323827,1,1,1,1,1,1,0,1,1,"259,863,558.00",189896075,15768911,8018356,17012273,4746372,0,7043016,144043078
1020,199306,0,1,0,1,0,1,1,30550,1290,30550,1290,30550,1290,31840,31840,2000,2000,1,0,1796,173,209,253,67,10,253,28,90,19841001,51,2180119,80,4733738,NC,8,3264941,1,1,1,1,1,1,0,1,1,"68,487,600.00",46085664,3052352,5381732,2340500,14499096,26458753,3417793,0
1021,199412,0,1,0,1,0,1,2,35998,1334,35998,1334,35998,1334,37332,37332,3674,2690,1,1,3437,333,527,335,79,10,335,19,89,33874639,26,2143939,68,8753420,NC,8,7466150,1,1,1,1,1,1,0,1,1,"319,093,130.00",110546179,7054305,13893664,2232735,29910058,65372698,2094054,0
1022,199458,0,1,0,0,0,1,1,15520,970,15520,970,15520,970,16490,16490,9650,5300,1,0,218,34,52,48,48,10,54,27,86,1833059,53,478409,66,852778,NC,5,0,1,1,1,1,1,1,0,1,1,"6,257,538.00",1346678,326984,838973,478409,850746,4361087,403890,0
1023,199582,0,1,0,1,0,1,1,10956,5928,10956,5928,10956,5928,16884,16884,5280,3825,1,0,5887,383,469,260,52,12,260,29,96,12655934,75,3569235,82,7872524,NC,5,2637003,0,1,1,1,1,1,0,1,1,"75,611,189.00",37286936,1638724,4355705,3481130,4717841,26627830,2404700,0
1024,199607,0,1,0,1,0,1,1,30250,516,30250,516,30250,516,31016,31016,.,2500,1,0,872,120,175,108,48,15,108,18,97,12173949,55,1432164,69,2847357,NC,8,2192665,1,1,1,1,1,1,0,1,1,"98,039,538.00",22439810,2125895,3772991,1432164,10076854,20614261,1251862,0
1025,199643,0,1,0,1,0,1,1,11808,4672,11808,4672,11808,4672,16480,16480,4390,4390,1,0,6437,276,350,251,67,14,251,21,93,12684552,75,4396237,80,7126431,NC,7,1596057,1,1,1,1,1,1,0,1,1,"66,879,036.00",35604208,424325,7839305,4449312,4710161,37330499,2549695,0
1026,199698,0,1,0,1,0,1,1,28680,1000,28680,1000,28680,1000,29680,29680,7554,7554,1,0,2343,284,371,191,53,13,191,26,68,8640268,41,1511696,65,3243661,NC,7,0,1,1,1,1,1,1,0,1,1,"20,257,294.00",12339313,1205681,7762100,1754136,193851,19587014,848540,0
1027,199759,0,1,0,1,0,1,2,8952,610,8952,610,8952,610,9562,9562,1592,1410,1,0,222,99,408,80,76,10,80,14,53,965807,23,283242,0,0,NC,9,0,1,1,0,1,1,1,0,1,2,"99,060,919.00",21967837,5370706,1243921,567382,2419515,31847132,0,0
1028,199847,0,0,0,1,0,1,1,56722,1038,56722,1038,56722,1038,57760,57760,2498,1830,1,0,11959,1452,1472,1359,95,11,1359,26,48,96176673,9,2322798,20,6390406,NC,9,69432489,1,1,1,1,1,1,0,1,1,"3,804,043,000.00",1492061000,939235000,39100000,2350235,122732000,1663448000,1470807,0
1029,199865,0,0,0,1,0,1,2,37500,850,37500,850,37500,850,38350,38350,5080,5080,1,0,1273,194,226,235,57,9,235,33,99,17450435,40,1284674,60,2601414,NC,7,0,1,1,0,1,1,1,0,1,1,"103,027,241.00",21977829,2135966,5137682,1320117,14834829,27632588,1031560,0
1030,199962,0,0,0,1,0,1,2,38796,100,38796,100,38796,100,38896,38896,2800,2800,1,0,16841,815,897,942,64,15,911,33,100,78533126,41,5105735,59,10530636,NC,9,6867496,1,1,1,1,1,1,0,1,1,"261,190,600.00",89264900,5939061,18608225,5059461,66909770,83898688,6411428,0
1031,199999,1,0,0,1,1,1,2,3401,2540,3401,2540,13648,2540,5941,16188,4389,3039,1,1,5182,1004,1500,963,77,16,963,21,81,30698326,65,15367574,72,22629675,NC,9,14472745,1,1,1,1,1,1,1,1,1,"329,317,223.00",232264355,8059018,7339762,15966575,5881456,0,10649227,237313914
1032,200004,1,0,0,1,1,1,2,1000,3285,1000,3285,5000,3285,4285,8285,3019,3019,1,1,15036,1779,2785,2084,81,17,2084,20,68,39914751,36,17295027,51,32926806,NC,9,33788826,1,1,1,1,1,1,0,1,1,"844,292,674.00",437107563,19422469,12092426,18106366,4031690,6536441,13362431,249381384
1033,200059,1,0,0,1,1,1,2,6474,1648,6474,1648,8294,1648,8122,9942,3500,3500,1,1,506,228,528,193,63,13,193,15,61,4387814,26,1457517,43,3648243,ND,7,3088403,1,1,1,1,1,1,0,0,1,"48,033,591.00",13037323,2929369,4522248,1581511,658715,0,2866723,28538460
1034,200156,0,1,0,1,0,1,1,22718,780,22718,780,22718,780,23498,23498,3200,3200,1,1,1356,261,322,256,73,12,256,28,99,13346065,28,1263709,69,4217408,ND,9,3842486,1,1,1,1,1,1,0,1,1,"102,072,054.00",30465455,432588,5072215,1320299,12230585,25411014,623672,0
1035,200217,0,1,0,1,0,1,2,17980,1750,17980,1750,17980,1750,19830,19830,2782,2782,1,0,1391,434,784,433,78,11,432,17,81,21630520,19,2005526,54,10016119,ND,9,728602,1,1,1,1,1,1,0,1,1,"188,008,414.00",70544961,1640321,6103860,2114468,0,80797940,1481793,0
1036,200226,1,0,0,1,1,1,2,6025,1356,6025,1356,9038,1356,7381,10394,3100,3100,1,0,330,132,449,105,63,13,105,9,54,2933526,25,1155604,42,3259686,ND,7,2380354,1,1,1,1,1,1,0,1,1,"32,376,510.00",12558855,873618,1720749,1405094,455974,0,1681582,25549410
1037,200253,1,0,0,1,0,1,2,6691,1205,6691,1205,6691,1205,7896,7896,3550,2370,1,1,750,374,949,390,71,11,390,14,70,9068535,22,2564778,38,6789133,ND,8,9654135,1,1,1,1,1,1,0,1,1,"106,543,165.00",28525653,2965393,8872216,2899319,20951,0,4070695,59349183
1038,200280,1,0,0,1,1,1,2,8540,1736,8540,1736,12810,1736,10276,14546,3446,3446,1,1,5662,1569,2868,1650,81,17,1649,16,60,37222949,18,7298150,46,30521224,ND,9,39231859,1,1,1,1,1,1,0,0,1,"986,493,734.00",391034073,39553074,37009021,8024528,4438229,0,22521140,548584687
1039,200332,1,0,0,1,1,1,1,8606,1427,8606,1427,12909,1427,10168,14471,3400,4778,1,1,7880,2270,2953,2199,82,19,2199,20,64,39076373,20,9062377,54,36201456,ND,9,36448406,1,1,1,1,1,1,0,1,1,"712,975,424.00",233686188,36461458,43611878,9807870,130000,0,22365363,419865871
1040,200484,0,1,0,1,0,1,1,14848,2492,14848,2492,14848,2492,17340,17340,5150,2750,1,0,45,29,47,36,50,12,36,21,95,1477616,54,439761,86,1003718,ND,9,453227,1,1,1,1,1,1,0,1,1,"15,372,022.00",4395321,408343,1102571,439761,951279,5670267,81586,0
1041,200572,1,0,0,1,1,1,1,6119,1823,6119,1823,10709,1823,7942,12532,3636,3636,1,1,464,175,590,201,72,13,201,13,50,4781013,20,1220548,40,3746701,ND,7,3490923,1,1,1,1,1,1,0,1,1,"57,227,171.00",19092977,2172229,2033442,1280219,575428,0,3066758,28509261
1042,200785,0,0,0,0,0,2,3,13320,880,13320,880,13320,880,14200,14200,6318,8775,0,0,119,62,130,3,33,13,62,12,92,3450679,84,2001774,90,4019738,OH,5,0,1,1,0,1,1,1,0,1,2,"13,669,227.00",1561437,380197,1615301,2785655,631558,5586482,1110328,0
1043,200800,1,0,0,1,1,1,2,9596,2265,9596,2265,15500,2265,11881,17765,3120,3066,1,1,14553,2286,3536,2669,75,16,2669,18,65,72230988,29,20904421,43,39638086,OH,9,40769541,1,1,1,1,1,1,1,1,1,"973,308,721.00",816562393,37118958,17177050,21573106,98,15964,39291411,399297446
1044,201061,0,0,0,1,0,1,3,32964,1890,32964,1890,32964,1890,34854,34854,3100,3100,1,0,1308,76,95,75,59,9,75,35,98,3765299,57,610128,83,1225084,OH,7,510547,1,1,0,1,1,1,1,1,2,"6,494,137.00",868844,1166392,1104862,610128,2970606,5077529,123011,0
1045,201104,0,1,0,1,0,1,1,22000,1060,22000,1060,22000,1060,23060,23060,3728,3728,1,0,3552,434,936,530,77,16,608,17,69,29663353,28,4643168,55,14133183,OH,9,10412875,1,1,1,1,1,1,0,1,1,"260,209,950.00",96907823,11757768,18991929,20114073,27031615,107898339,2000431,0
1046,201177,0,0,0,0,0,2,3,17850,1100,17850,1100,17850,1100,18950,18950,5182,5182,1,0,121,26,109,16,69,9,24,8,62,1073590,51,494237,72,1453638,OH,5,661921,1,1,0,1,1,1,0,1,2,,,962200,1164780,547966,917007,,270033,0
1047,201195,0,0,0,1,0,1,1,34504,0,34504,0,34504,0,34504,34504,7000,7000,1,1,3864,659,824,663,85,11,663,22,95,59527505,32,4484222,84,17791518,OH,8,13323303,1,1,1,1,1,1,0,1,1,"362,531,301.00",48161674,8966866,16210872,4610143,47772713,105602320,2207627,0
1048,201371,0,1,0,1,0,1,1,33952,550,33952,550,33952,550,34502,34502,5100,4100,1,0,1504,195,237,231,72,12,231,33,90,16094926,36,1214346,73,3772657,OH,7,2179306,1,1,1,1,1,1,0,1,1,"69,534,991.00",17728013,2864011,4275002,1260786,12707567,21926550,539732,0
1049,201441,1,0,0,1,1,1,1,9463,2110,9463,2110,17452,2110,11573,19562,5286,4972,1,1,17341,3056,4392,3369,79,19,3369,22,72,85013329,25,17324541,54,52972594,OH,9,57157851,1,1,1,1,1,1,1,1,1,"894,356,759.00",597562492,31643699,18694313,20250410,5339087,0,65390107,421149549
1050,201548,0,1,0,1,0,1,2,37978,320,37978,320,37978,320,38298,38298,5088,5250,1,0,4017,511,625,723,75,12,723,29,91,60093467,29,3465043,86,15519088,OH,9,10903526,1,1,1,1,1,1,0,1,1,"268,633,146.00",47230880,5369033,11718627,3378479,56788874,77558548,0,0
1051,201645,0,0,0,1,0,1,2,52448,500,52448,500,52448,500,52948,52948,1900,4520,1,1,29084,1304,1403,1357,93,11,1357,25,83,142365468,14,3550436,52,17193877,OH,9,72232052,0,1,1,1,1,1,0,1,1,"3,274,832,322.00",925431956,22849615,35274031,3553534,206737042,1021160225,745999,0
1052,201654,0,1,0,1,0,1,2,32364,200,32364,200,32364,200,32564,32564,2492,2492,1,0,5008,915,1318,993,88,15,993,26,87,58292682,19,3139756,46,11128850,OH,9,13886312,1,1,1,1,1,1,0,1,1,"224,265,347.00",21305472,17601140,9596034,3171269,48319308,91843845,879069,3756870
1053,201690,1,0,0,1,1,1,2,4306,2420,4306,2420,6306,2420,6726,8726,2400,2400,1,0,10191,471,1899,623,56,19,623,31,96,14563078,94,8884069,88,12377654,OH,5,6141059,1,1,1,1,0,1,0,1,1,"157,453,536.00",74920619,7741160,5995200,8613134,0,0,5356551,74512760
1054,201821,0,0,0,0,0,2,3,14236,915,14236,915,14236,915,15381,15381,7500,6000,1,0,367,95,278,96,78,15,96,10,96,6929163,37,1554171,64,4577049,OH,5,68856,1,1,0,1,0,1,0,1,2,,,302375,2271218,1765435,4707566,,735315,120521
1055,201885,1,0,0,1,1,1,2,9723,1678,9723,1678,25057,1678,12138,27472,4334,2100,1,1,23960,5169,7284,5433,88,19,5435,19,78,117630041,20,26854532,44,79976490,OH,9,119485251,1,1,1,1,1,1,1,1,1,"3,511,250,524.00",2247245994,153310718,60098096,27076256,6027033,0,102691189,1406546347
1056,202046,0,0,0,1,0,1,2,41490,2895,41490,2895,41490,2895,44385,44385,2850,6810,1,0,975,149,176,155,76,9,155,24,99,14479666,43,1323244,83,3450001,OH,5,0,1,1,0,1,1,1,0,1,2,"103,372,501.00",22341134,3227461,3381960,1323244,12341458,22970244,576274,0
1057,202073,0,0,0,1,0,1,2,41557,2040,41557,2040,41557,2040,42040,42040,2734,2734,0,0,562,54,60,54,96,6,54,23,99,6135885,14,153949,42,599579,OH,9,0,1,1,0,1,1,1,0,1,2,"89,548,246.00",15667379,1464833,995036,157047,9475194,18577228,6332,0
1058,202134,1,0,0,1,1,1,1,11185,0,11185,0,15952,0,11185,15952,3470,3470,1,1,7815,1752,2972,1943,76,15,1944,17,63,56605054,40,22022772,54,42822013,OH,9,44638760,1,1,1,1,1,1,1,1,1,"699,156,964.00",478384371,33459473,22664532,21596870,8245679,0,34338639,338172481
1059,202170,0,0,0,1,0,1,2,36500,870,36500,870,36500,870,37370,37370,2808,5780,1,0,674,222,286,267,72,10,267,25,98,21519908,39,1955808,70,5234193,OH,7,0,1,1,0,1,1,1,0,1,2,"61,420,671.00",18190701,2185716,2388176,1998564,17859475,29038201,87749,21250
1060,202480,0,1,0,1,0,1,2,44890,0,44890,0,44890,0,44890,44890,1750,1750,1,0,16606,2121,2300,2029,91,15,2029,24,92,214851489,13,5035758,47,25252485,OH,9,41604327,0,1,1,1,1,1,0,0,1,"1,791,075,000.00",548269000,34579000,25082000,4908000,213080000,522430000,0,0
1061,202514,0,1,0,1,0,1,1,33150,760,33150,760,33150,760,33910,33910,3600,3600,1,0,3021,217,262,180,60,12,180,34,91,9504253,48,1096968,78,2754964,OH,7,1865338,1,1,1,1,1,1,0,1,1,"48,497,617.00",8457282,708894,5228284,1116479,7786010,15026491,346083,0
1062,202523,0,0,0,1,0,1,2,55420,1260,55420,1260,55420,1260,56680,56680,1420,1420,1,1,9079,605,640,625,85,9,625,27,96,71382564,17,1974311,36,5282976,OH,5,20900777,1,1,0,1,0,1,0,1,1,"1,411,394,000.00",276498000,16010000,25368000,2029000,65690000,135166000,0,0
1063,202763,0,1,0,1,0,1,2,35174,1310,35174,1310,35174,1310,36484,36484,1342,1495,1,0,3386,610,1785,519,79,14,519,15,61,44747277,17,2336244,44,16114034,OH,9,8392594,1,1,1,1,1,1,0,1,1,"214,426,229.00",64506518,7890762,12590137,2477981,47520341,81603563,1120612,0
1064,202903,0,1,0,1,0,1,1,6000,1150,6000,1150,6000,1150,7150,7150,4950,4000,1,0,86,42,132,23,83,9,47,14,70,1255475,38,529820,11,167793,OH,7,0,1,1,1,1,1,1,0,1,2,"8,174,810.00",1007155,12720,33061,576121,0,4343737,18762,70208
1065,202912,0,1,0,0,0,2,3,13605,1865,13605,1865,13605,1865,15470,15470,3862,3862,1,0,260,22,129,0,,8,5,1,74,969272,38,473416,80,1780337,OH,5,0,1,1,0,1,1,1,0,1,2,,,821741,285350,473416,199574,,190721,0
1066,203085,0,1,0,1,0,1,2,31700,600,31700,600,31700,600,32300,32300,1500,1500,1,0,1874,322,357,331,78,14,331,31,94,22088950,34,1680327,77,5386395,OH,7,3653884,1,1,1,1,1,1,0,1,1,"148,448,525.00",35071923,1523465,7036254,1721626,19809754,33782773,755551,0
1067,203128,0,0,0,1,0,1,2,24500,0,24500,0,24500,0,24500,24500,2711,5031,1,0,1535,228,402,227,75,11,227,18,65,20852168,36,2329897,56,5281091,OH,7,3689270,1,1,1,1,1,1,0,1,1,"136,803,222.00",46698266,3210016,6722681,2250032,13660465,33559306,929936,0
1068,203368,0,1,0,1,0,1,2,42676,1730,42676,1730,42676,1730,44406,44406,3500,3500,1,0,3610,631,701,725,84,13,725,24,95,80628727,20,2664925,61,11570809,OH,8,13203407,1,1,1,1,1,1,0,1,1,"447,938,367.00",87750187,9397699,14774763,2660908,75501619,96581240,0,0
1069,203386,0,0,1,0,0,2,3,10766,1410,10766,1410,10766,1410,18847,18847,4392,4392,0,0,237,98,709,101,52,15,101,6,89,10436248,75,7985505,91,12548941,OH,3,241000,0,0,0,1,1,0,0,1,2,"49,001,000.00",12301000,2488000,7909000,6797378,0,37680000,21670,0
1070,203517,1,0,0,1,1,1,2,10810,0,10810,0,19686,0,11009,19885,5598,4504,1,0,18085,3760,5334,4248,82,21,4270,20,81,133698144,30,29600083,57,79216657,OH,9,75057095,1,1,1,1,1,1,1,1,1,"1,463,258,000.00",1159226000,65466254,36761299,29464726,6856161,0,77997591,725337000
1071,203535,0,0,0,1,0,1,1,54720,300,54720,300,54720,300,55020,55020,.,.,1,1,6614,446,463,487,89,9,487,28,66,41955893,9,719192,28,2461875,OH,5,16843618,1,1,0,1,1,1,0,1,1,"931,598,852.00",302814829,9984766,23457066,738917,40799231,115110669,62669,0
1072,203544,0,1,0,0,0,1,3,13824,0,13824,0,13824,0,13824,13824,6271,5653,1,0,554,63,179,63,68,10,63,10,74,2504035,27,692938,58,3897980,OH,9,365851,1,1,0,1,1,1,0,0,2,,,847490,1747891,891402,2563428,,300814,0
1073,203580,0,0,0,1,0,1,1,31736,1436,31736,1436,31736,1436,33172,33172,4268,4268,1,0,1165,170,283,206,66,12,206,25,82,16674279,37,1377419,62,3528409,OH,7,1872699,1,1,1,1,1,1,0,1,1,"75,139,558.00",35960623,2488088,6051617,1409997,14770071,22298033,468667,0
1074,203757,0,1,0,1,0,1,1,23600,944,23600,944,23600,944,25644,25644,2832,2832,1,0,992,179,322,202,67,13,206,18,83,13227144,39,2149818,64,5185708,OH,9,0,1,1,1,1,1,1,0,1,1,"52,843,278.00",22567495,2126561,5526683,1947189,9636380,29398403,768190,0
1075,203775,0,1,0,1,0,1,2,31416,1000,31416,1000,31416,1000,32416,32416,3700,3300,1,1,1306,191,376,239,78,13,239,21,87,22290511,36,1755243,68,5457543,OH,8,3404935,1,1,1,1,1,1,0,1,1,"68,363,270.00",25148358,1629911,5388532,1854604,17605572,29303789,893728,0
1076,203845,0,0,0,1,0,1,1,35030,1010,35030,1010,35030,1010,36764,36764,2170,2170,1,1,2438,338,397,348,77,8,348,31,89,28168643,26,1353678,41,2948064,OH,7,6731479,1,1,1,1,1,1,0,1,1,"206,056,613.00",50425895,4266182,8617862,1347704,24586456,50740343,613411,0
1077,203960,0,1,0,0,0,2,3,16200,2650,16200,2650,16200,2650,18950,18950,6562,3282,1,1,324,38,599,17,71,7,31,2,61,5286343,35,1938784,68,8596228,OH,8,2094500,1,1,0,1,1,1,0,1,2,"29,019,388.00",3178235,2085896,2254696,2069698,160312,18477049,593946,0
1078,204024,1,0,0,1,1,1,2,12637,2984,12637,2984,32464,2984,16223,36650,2526,3952,1,1,26844,3801,4088,4307,88,16,4307,25,68,145229038,11,9250646,34,36708173,OH,9,81300848,1,1,1,1,1,1,1,1,1,"2,375,662,524.00",1123141564,73703267,29985514,9119434,2455554,41000,101621757,683529215
1079,204176,0,1,0,0,0,1,3,21837,728,21837,728,21837,728,14675,14675,3240,3240,1,1,146,62,215,37,70,13,37,5,64,4144379,29,1102943,60,3434658,OH,9,0,0,1,0,1,1,1,0,1,2,"64,562,973.00",17808754,1272796,3580158,1117180,182404,24171564,547555,0
1080,204185,0,0,0,1,0,1,1,32200,400,32200,400,32200,400,32600,32600,2470,2470,1,0,3422,550,592,555,76,12,555,27,94,37685917,31,2884998,85,11334795,OH,9,0,1,1,1,1,1,1,0,1,1,"302,407,966.00",35755794,3780783,11476859,2900833,31354708,60717856,1271508,0
1081,204194,0,1,0,1,0,1,1,22400,250,22400,250,22400,250,31610,31610,4600,4600,1,0,1341,344,533,324,77,14,324,18,89,30379590,35,2632565,63,7697527,OH,7,2734691,1,1,1,1,1,1,0,1,1,"101,311,381.00",17780466,2469085,9393799,2783115,24476412,36256767,1241015,0
