UNITID,F1A06,F1A13,F1C051,F1C061,F1E01,F1E03,F1E04,F1E08,F1N07   
218229,78286371,107423858,3485798,10130193,6733038,9929642,0,24269804,67459127
218335,964373449,1277097961,72955556,10778261,253172,474075,0,5286882,879956517
218353,185516709,199912460,9826898,15618236,17672689,18807887,41865,28811997,103911595
218487,34756776,44714617,2652751,2106091,4237180,4698560,0,7175314,24591611
218520,81818429,69744118,5017948,6161359,12123948,8596189,0,11893204,52087226
218645,92635122,113539615,4803368,8038616,6369222,6598985,0,17216694,55398841
218654,68113755,55297817,6196302,5633494,4480945,4176328,16960,10732116,33992681
218663,2163228992,2276532191,110734558,62417074,25641335,66500449,411505,275545841,1151781670
218672,17861237,31642146,874185,2415472,1858782,3649046,0,5012843,14929169
218681,7511661,19002685,754876,2038447,1681917,1743835,0,3689323,8759922
218690,17729172,19128917,1179929,2729820,1474326,2470293,0,3931174,12632751
218706,3871667,11554874,883328,949288,1243504,2113514,0,3226305,7043946
218724,574307098,569989038,16943355,42628056,15866361,14017834,231277,48084102,256592522
218733,178539284,164343231,4662221,11318058,7937909,3059428,0,7599178,85308964
218742,125246112,193076274,10669817,13506778,13280459,12012188,0,30474532,85451092
218830,85333889,80192547,4417614,6248235,9545109,8476025,127319,13279413,74456036
218858,53170689,59665469,2144733,5265811,7751729,5857679,0,7960204,40563596
218885,128312217,112383481,6719747,4771776,10067589,15075213,0,17675361,72464846
218894,236172923,186175272,11496681,14188761,16609913,19437628,0,25466143,122971988
218955,12940154,15143989,982972,904149,1536148,1575669,0,2754127,8149118
218964,143651732,232341157,8892181,18079278,9340681,14986889,0,35849939,142576831
218991,70873049,72838374,4627408,3330843,6561944,7592674,0,10996579,43269898
219046,100376754,24125063,5460565,7844357,3839493,459550,0,4617045,53554993
219082,99908008,50745800,4245070,6375592,2810972,408745,0,3700895,56940618
219143,32533312,2433888,2250581,3513031,3391813,417476,2100594,5080938,27137035
219189,20634157,4241891,463053,954707,1979761,235526,0,4227222,17677940
219259,129110006,26146154,4936021,8129402,2168345,304140,0,3598660,0
219277,101411418,16037096,4403807,1197106,3679196,0,536191,93889,35617053
219347,121594528,42956734,6785605,7725156,1845644,806804,0,4859179,80023368
219356,714381000,217209154,22249161,30187245,9451172,2630702,0,13373614,331086552
219408,14381490,2941659,157382,339173,426398,3050,0,370769,5774885
219426,33192168,2248048,803525,3454997,3578311,139053,0,5126364,25308319
219471,434369722,124712694,34544786,22786777,7732135,1591409,0,15407976,251161806
219480,10094496,1843582,746820,1595403,2485519,274671,0,1573436,18484835
219596,,,0,232998,576970,672659,0,769320,
219602,313620857,129816190,13787603,25546034,22081589,20067226,0,31355470,190139171
219824,87710102,22478822,6962672,7062576,15919655,11894464,0,16519286,83380647
219879,34730234,9212616,1547471,3980483,5060462,5944496,0,7846304,31187590
219888,122771769,15079017,2185109,4930730,8590851,9980756,0,12782937,42000360
219921,,,0,319619,720983,514299,0,768458,
219994,,,332106,752771,1697779,126748,0,1776798,
220057,46501520,8010695,1533838,2835573,5139415,3927835,47475,6931547,27691416
220075,623601790,291792842,35190218,28692695,20946015,24446617,0,59101874,402106517
220127,,,0,498164,1504176,1117636,0,1339153,
220251,,,142788,258380,601001,855324,288017,12589,
220279,,,106252,165687,479139,732335,0,877773,
220321,,,0,126460,946510,859259,0,1090314,
220394,,,0,386194,757587,555303,13435,771433,
220400,65491400,11305374,3485152,2965741,9802463,6784007,0,13553689,36362544
220640,,,0,421322,1288227,845607,0,1419054,
220756,,,119484,351490,422686,371945,0,502933,
220853,,,0,988247,2945058,1966547,0,3070938,
220862,887150012,305581470,36829166,74736157,38006904,33668985,0,75353104,503486895
220978,706786005,276602169,35995271,47090762,33852578,38953524,0,68052225,410407449
221050,,,0,675235,1718254,1292959,0,2285884,
221096,111603177,10697198,3021781,3560224,8691395,12281509,0,16643912,48392080
221102,,,0,399718,985420,1209172,0,1397373,
221184,162019655,14194005,5688205,5479603,13082803,9610423,0,15587232,58526308
221236,,,0,295503,1107192,750192,0,1064681,
221281,,,156028,286850,785029,530537,0,755774,
221333,,,69980,745542,710170,727679,0,1010385,
221388,,,0,325904,584441,421880,0,496545,
221397,80204052,16211099,2594298,7687049,9056139,10659015,0,15345328,53319237
221430,,,0,325543,997707,823127,0,1192707,
221485,169006517,22930886,7842468,9856426,22826668,10321753,0,22080674,92979936
221494,,,89463,542961,871418,997822,0,1231198,
221582,,,0,331122,556539,401901,0,563006,
221591,,,0,422703,1147055,849270,0,1228461,
221607,,,25,218736,542241,137281,0,718391,
221616,,,105424,722362,1220924,910579,0,894622,
221625,,,123857,834319,1810310,1542222,0,2095661,
221634,,,0,310746,479846,381971,0,517353,
221643,134208968,30641109,11673641,9459658,13555074,17666849,0,23152718,86036402
221740,485222698,177030141,23307738,34106143,16027569,25772948,0,52035381,241195980
221759,3424980103,1119976375,106922793,62877258,28619777,62849710,0,153205452,1345803445
221768,249038104,97289982,10053946,17191229,12611340,15226331,0,34476080,108139412
221838,293068497,86651227,11749519,17305240,15948387,7758814,0,27503729,193552963
221847,472392334,165600137,14128968,23222739,14136080,24410064,0,41725419,185712011
221908,92107475,15276036,3617139,6417930,11383216,9354708,0,14961674,51743223
222053,132436909,18707110,6965665,5970433,13765138,13335289,0,19238177,70702349
222062,109919867,26280850,6303400,5816521,9942700,11208549,0,15541997,57951377
222497,1026889938,849714516,1721091,13805621,,,,,457115271
222567,71076413,74080235,6852610,4124900,4308481,184465,0,2938660,49408252
222576,213012246,186476529,5707813,5591131,16037612,736578,0,10590879,95387825
222822,73758442,46253863,3003558,2033498,8105527,494954,0,5828262,35008422
222831,308025213,58324375,9342228,10881723,13207192,6805204,0,18749867,151666424
222992,1187099175,1210300359,56298888,53449869,35327963,1825428,1374465,43921447,453346011
223320,30781930,34621905,483951,1292309,6933161,392959,547954,8677855,23032088
223427,330159514,231117495,13248153,9176939,20990676,969100,0,14034436,133302002
223506,128943382,99061775,3586305,5579069,2430406,162782,665379,1897445,47053688
223816,273611983,112710607,6604166,8393171,16852693,1410682,0,6113474,99509010
223898,21638526,24085416,782060,1614583,5651235,306424,0,4188491,24174640
223922,20532834,15094512,419421,786929,1999722,174674,0,2299543,11269198
224110,70531360,60728642,4405977,9237568,10484020,618602,0,10935375,65194495
224147,484277778,58096833,35321040,15293196,18095390,13006700,0,29635140,258063668
224350,561868255,455932023,7913959,17319456,16909994,2128904,2128904,17793854,132528101
224545,159959259,20239535,5279871,5577847,4647172,1047627,684166,4068253,44271476
224554,390911739,54706476,16299649,15329688,17583320,8599787,0,27109503,182528406
224615,1156046099,656936251,30681577,76344180,80683259,3969460,0,35503777,600519499
224642,436316583,320237262,30497276,15252712,50698192,2255726,6118,52752742,195719603
224891,15414762,16288496,202084,876744,1559509,267255,181847,1682715,13839259
224961,50942178,22675422,1974131,3541359,3456598,148952,0,2259509,2891944
225070,114885610,65590879,3161361,3384434,6784057,289837,0,5521840,42208320
225308,85599333,53862894,7651067,3969777,8700156,398168,0,9990272,53112004
225371,48936637,25084202,2506902,3052027,3469579,274439,1443069,3742490,28797492
225414,325556285,193100062,23126512,10335897,13470087,3413595,0,14972076,141568452
225423,1488975812,1101635852,42898169,46402031,86146599,3747467,0,56976858,502688526
225432,400373307,225281293,35785025,10107123,33437524,6441223,2783,33369855,184652831
225502,200674259,154991275,11661004,9188368,8092022,2436226,0,9472556,71052386
225511,3448552013,1556446694,230412803,40413791,78049143,26602650,0,149328752,1151325447
225520,85471669,56074818,2422091,3601057,5007400,1635949,21486,5228573,38147378
226019,91354819,57640317,2761662,2504084,10539195,667022,0,9245620,54871981
226091,423164084,83694607,47881552,11073140,18865411,8571894,0,30539201,232724979
226107,69290081,6005547,3058479,2314121,3537356,794767,0,2752578,23282533
226116,47169357,6071853,2541329,1724103,4497971,466716,0,2758549,26948588
226134,319088648,280797608,8498778,9340335,18296979,940184,239976,13051718,98857991
226152,340577349,16213402,23446640,10305379,25464376,13271334,0,32817605,127023348
226204,147526281,122529432,4546893,4680187,8483725,488940,0,9850756,66477729
226408,222350986,242065695,4744806,5412397,4619242,238000,0,1793459,56324502
226578,154578981,154973700,3132142,8149337,16637806,743507,0,13093588,88869059
226806,162352617,76970797,10600870,4909533,3802793,212680,7864,3560161,64974602
226833,295866050,259185615,13734678,17573654,10645796,4431574,0,16977858,123466760
227146,101744775,79489212,3064442,4870434,12316280,662415,1021886,5124721,59176181
227182,1186055917,1078294128,97972180,84238926,74631862,3059836,0,48252299,530447000
227216,1535863192,335435141,72407141,95292716,58178761,19674911,0,120472711,754797471
227225,56090809,62167919,1684343,1652343,6279829,205751,0,4566196,28815631
227304,166840903,114061821,6398291,5463331,6921807,259279,0,5739452,62042922
227368,1092868000,199069683,63768843,34780363,94003595,9014803,0,72544931,584797192
227377,214396047,96820661,3749398,5099214,15066385,515770,0,15170516,64112524
227386,88840756,50758460,3047282,1629873,3624082,352732,0,4129554,26622069
227401,70763131,38297231,1482605,3427095,6910008,298034,0,5408665,28689859
227526,767204618,86479359,26868259,22959237,28952755,21825971,0,47095645,274650209
227687,30891220,32512356,947271,1382658,2950781,133807,0,3578511,17616087
227854,,,8289663,10952528,12014933,553037,0,16660797,
227881,1075809507,156203040,54253328,36260981,36847291,19465424,0,63968441,405856238
227924,,,6617169,15390410,27835597,1495196,0,27492254,
227979,853359130,783075319,25525487,22878316,34057844,1742820,0,17504901,273626136
228158,139059332,105083674,3925561,7735032,17088173,1016142,0,13159289,73773587
228316,56710413,66243427,2970655,3514494,15107747,943056,4654387,18527306,42706471
228431,547197642,551369732,22491904,27895561,21203872,9792888,256119,28336314,236394208
228459,1896725768,298305036,69229741,71464746,60196965,29998018,0,115477827,750526027
228501,98496607,9849499,4262572,4349378,5522611,2204975,0,5608875,55898508
228529,735941514,79015005,24930607,17459049,22525687,1835475,0,27422680,238705270
228547,1659671297,604282406,44760873,47842875,50912112,3014219,5039751,23660346,440369782
228608,71954093,62694474,2748236,3988532,8236699,297249,0,4346110,43310161
228635,6842137244,643708317,85132827,3247557,0,0,0,2278215,3519021844
228644,2064213467,229833933,48768061,2558563,1153744,2419528,0,3137951,994052881
228653,3720819327,583202390,38276696,8042526,1043183,1596760,0,4753662,0
228699,54601835,43264358,2073383,1935367,8119463,183232,0,5094428,30006865
228705,363192885,37145596,16822989,14682556,14412693,10136836,0,17209182,184758809
228723,8675065310,938010740,370082300,109090901,58201708,43540737,0,179395686,3691611399
228732,9569390760,14083039499,0,0,,,,,412728881
228769,1730049278,222235337,63222840,97759722,59408198,0,0,120758416,712579015
228778,13007586742,1143048492,469657033,57020925,47184201,70093525,28803217,191117831,3199177309
228787,2210870471,211860791,85093392,25029497,31618328,24545326,0,131458012,770013274
228796,1097641480,146088690,30663404,23799327,63810030,32545851,0,58427113,0
228802,420281087,56927807,20081861,14967519,12922392,3404184,0,24072246,159116070
228909,580203299,60508006,22636800,7547127,0,1207941,0,2304879,244924057
229018,375615391,38279299,10030247,4588843,9851949,3120423,0,9353299,346706479
229027,1467398093,226613567,89627997,38771341,62690579,0,0,101242363,598960624
229063,503489316,385424831,17680977,16083438,22625142,4342457,201474,31568438,267211687
229090,68145389745,32982944902,8269313,0,,,,,656084004
229115,2480918482,269453330,113246805,54755924,41339197,13431760,0,111490717,928544134
229179,791126774,404142173,35985069,16773427,19693089,10208605,0,33333536,243053456
229300,2448083890,532270395,68719500,11067341,1360753,4978550,0,1818309,1847459930
229337,939584289,114470313,124059875,18709902,1967752,184677,0,5827440,711393060
229355,257147350,220128682,3823982,9154361,20621659,934116,0,17617538,110424435
229407,1627060510,1475585803,1303195,678274,,,,,19059501
229504,32109990,36075786,2692290,2677401,5103526,287838,1322331,7069995,24861547
229540,73458171,64652275,4102440,3756482,4773628,494576,1351702,6135477,45593128
229799,103619005,56796064,5306584,4990286,5829137,7082,0,4201837,51719944
229814,473860477,47910656,16484300,11524371,13302119,6483813,0,18595365,0
229832,63471269,36429930,798484,964916,1239617,230321,0,1890298,21209899
229841,86181150,49067703,3431947,4613293,8067916,348638,0,3022587,54060629
230010,,,698276,597858,980874,161826,0,283474,
230162,,,2841866,3424813,939712,30754,0,467544,
230171,338457772,112226807,14353943,18593490,15646935,230489,3755,16865694,132080840
230490,,,1214097,2205196,918777,971578,0,41346,
230597,142959319,19304650,5817537,7077354,6908686,265679,0,6796561,56536315
230603,282171422,50174625,16244337,26340831,15237134,22080796,0,36928031,176330888
230676,,,0,569823,118282,0,827655,733860,
230728,1959675730,525296682,50985023,29591421,37675135,1223483,7587,88224115,845477672
230737,675026279,138753926,42805515,37828570,55970986,3454094,0,55306001,378024630
230746,443593327,57165111,14274861,33751116,25225195,801874,0,19924538,223697467
230764,8920453000,2511099000,191957000,80434000,28456000,735000,843000,108272000,5311744000
230782,724323651,74073292,29545554,29530269,28052535,1615338,12800,38544601,252570932
230834,,,4154865,11027759,3379726,97521,0,11204397,
230861,,,11579462,2226877,5903171,655861,0,6048702,
230913,,,5093508,8718616,4494794,1244943,0,10149193,
231156,251653230,344218080,330644,551405,,,,,182623839
231165,,,3975996,2135778,2238698,1364377,0,5696407,
231174,1712519000,1331077000,89755000,51185000,7547000,0,0,109515000,740115000
231536,76821408,30637366,2372411,3051734,4886466,2100748,0,4886133,33701122
231624,1140802961,491918438,51133173,19046395,3508695,52625296,0,45069449,559393065
231688,,,54500,25000,59078,0,0,22000,
231697,19381232,17343953,1299253,2107544,4568346,1500331,0,4067822,27024577
231712,602622507,230879602,14066188,10523398,2824563,9472666,0,6394306,182058469
231873,13934638,6908391,504308,1422831,1301287,707454,0,1269409,11741593
231882,39538693,14916109,1628422,1918418,5380925,927624,0,4996690,23769951
232052,25306995,5712361,362864,849278,1088501,359131,0,1107470,8994622
232186,1919498945,1044998659,99448885,39939237,38810283,31869644,0,102179473,1138590675
232195,63208744,33035544,5863811,5780032,8318376,2827905,0,9434598,44990719
232414,99066778,51184870,4369056,6343011,11721376,3343767,0,9588786,64980465
232423,1623259647,819946931,58247950,24977447,13255437,11794979,0,22335989,565238319
232450,120604259,38713391,3411980,7174778,9383662,3761425,0,9049230,56910979
232566,326039839,153673248,7366742,4494429,4865109,5930174,0,8666173,301493874
232575,60567041,26368676,3829734,3526725,4569147,2409166,0,4451273,41954152
232681,410850663,235463623,13052045,9058314,3795261,3800770,0,18481933,108803948
232788,23448141,13364045,1841662,2349964,4961296,1288695,0,4176877,24153034
232867,25809880,16008038,3025086,1508671,4637295,1236382,0,3700944,29074670
232937,348976837,192118664,18436898,7463397,16711049,23228949,0,20224038,171071028
232946,484090071,244908620,40803363,35181130,50916197,14018909,0,53100760,320617984
232982,994008512,549075899,55983753,22632373,34903291,30575698,0,40056247,581907537
233019,27702442,19190007,4046681,3285851,4030077,1027319,0,3980789,28054649
233037,12803959,8000725,683655,1906475,1628632,795428,0,1705621,13044365
233116,29653272,23565443,2882374,2529429,4060434,1672448,0,3274319,37249208
233277,544421204,222317746,15741665,13208722,14653365,11894627,540000,20756624,234604916
233310,18886807,14317228,2390925,1726163,2871368,884463,0,2324826,22493642
233338,53045152,36928672,403114,1963261,2399863,1344782,0,2045733,21525166
233639,36974215,18141542,2099469,1838956,4576189,2458222,0,4058187,29603726
233648,29641396,13104892,2834986,5064349,5433230,1597661,0,4402640,27391379
233754,70494996,43071557,2521720,6477538,9506508,2973108,0,7031495,57392842
233772,377199305,163238677,11467536,18849194,30241250,9514959,452523,25998981,148334357
233897,257940165,62245603,5920109,2701723,3302581,4989023,0,7774435,55590483
233903,10496424,11895820,1545890,1967043,4146883,1031776,0,3800371,18618068
233921,2889356507,1391275986,119293837,29410278,20233126,23451863,0,125936172,1750262932
233949,88111464,33407307,5054960,4100523,7855831,2766814,0,7587201,47516966
234030,1941560509,1186955127,126993313,24547241,32548855,37343432,8730,123835905,1177836732
234076,13352655826,4321437150,239331557,66312177,11564634,14120138,0,149503692,4450838197
234085,451567613,91057419,8872423,8256608,1102822,4306006,0,7090368,125977177
234155,379564249,181137462,8671381,6009535,13605617,9626215,0,12418902,147257738
234377,22734204,12430070,1379250,2040385,3883220,1560474,0,3762955,20450743
234669,352451570,141971546,6607023,21570253,5457832,4911773,0,6160618,139300422
234696,72536050,36522274,3343882,4162804,4075532,3415726,0,3745983,37956897
234711,90008022,18881388,7053220,2223188,3354406,3025699,0,2939514,35833120
234827,637254255,288649421,16919917,17766988,18799869,21062488,0,41822185,282717771
234845,103234744,24902912,4138035,8394960,3992818,2488978,0,4061948,42501533
234933,158164234,66721073,10922271,11060800,9752702,6731100,0,7973627,149759189
234951,152938992,62719203,5042439,8206904,6372848,3518480,0,5137866,53903729
234979,158898985,48706397,4328884,10424641,9284571,7930059,186006,11465507,72398322
235097,572443030,225673322,21983536,23018154,17986774,22789194,0,34559264,244998817
235103,167650744,64685953,8271973,17607060,6251338,4783496,0,5897898,108626966
235149,162434381,69429920,5734622,10586447,7290260,3812467,0,7764181,98463266
235167,228861313,75621230,7460584,7637236,5396921,7582131,540853,8593224,100492359
235237,202788160,53511579,25055992,14749860,12906848,5800410,0,6894606,108464368
235334,83275537,18778896,2226525,3122420,3420295,3040270,0,2655441,32758091
235343,296801504,101927500,7967603,13764318,8519157,5563446,0,6283895,112020879
235431,125945012,51727252,12811712,7845092,7151985,6022225,0,6802744,85312470
235671,83315996,29151274,3697228,8736566,2557135,2357510,205792,3881449,46663826
235699,63330322,29070421,3078206,3920315,2510984,2211141,75872,2791323,63330322
235750,102885951,56747813,4581530,12026594,4812731,2802631,0,12018192,50012819
236072,89905327,39864398,4797428,8368419,3174859,2746845,255540,2877000,69535469
236188,194315782,40955571,6273941,10005186,5507433,4416227,0,2844443,72257560
236258,100770916,20073083,2772050,3976143,2980455,2164815,0,2048092,31757643
236382,59122491,25633226,2789467,3868713,4163577,2824418,0,2688203,45634061
236504,105466449,46764265,5627783,9816854,2383816,1484970,147876,1664863,81570907
236513,118450996,52521668,6320650,11025460,6127826,3671465,399116,4493453,91613544
236610,101073550,84119214,6825847,10328216,4585747,3339064,710917,3824716,74102211
236638,97818495,58166555,4844382,17739409,5769504,4199053,668268,5152608,69730661
236656,165912801,54947088,4735220,8849838,6416424,4214410,0,2437989,75418044
236692,215244409,20506689,9370698,24026601,12566638,8499196,238576,2356939,141286557
236708,125597892,27617453,4833146,13687366,8573561,5904282,126749,902984,79424184
236753,152544469,64051049,6379472,10323171,8160513,4962646,427171,4654088,79952239
236887,73676621,39293330,6602126,6194365,6045305,2678253,0,3654245,56175599
236939,2854207134,1280709728,104199870,32742197,36141438,63822901,752702,151929389,1184315007
236948,13139064367,7022113171,525499169,63097224,51718585,36911219,0,198768748,6444294019
236975,59156490,36481278,3058375,4931778,5233665,1229800,0,3575934,65382063
237011,681430465,353914779,19749204,27924330,16150366,20067247,0,37847318,367269784
237039,158104531,71205335,3147493,10134558,5218443,3582704,0,4599910,56765380
237109,172857229,55864346,5549434,8592282,10635693,7555055,0,8016801,65231692
237172,,,0,147603,223401,13693,1670,187773,
237215,18880557,7362042,1167149,1547234,3267307,1714697,0,5482931,20088237
237242,,,0,104214,408369,70799,0,78000,
237330,72794652,29064829,1356755,2837128,3651784,2762770,0,9257092,38342849
237367,170718315,85458798,4177520,5599905,6501518,6354799,0,15109032,60619948
237385,78348276,46374909,721815,2526352,3730752,1741197,0,5875864,26294484
237473,,,345,162134,392123,13781,0,504039,
237491,,,3000,1500,98369,2428,0,38179,
237525,696852260,274279704,30795197,17701571,17047030,15545299,0,41949222,328695398
237543,,,78194,91560,373317,31938,2000,1000,
237561,,,0,0,190404,0,0,100675,
237686,52188430,9932378,1100223,1956391,4310910,432455,210303,3376107,24160709
237729,,,5000,14400,389178,125097,0,307128,
237792,121225431,49408385,3996851,4229404,4655508,3602301,0,10959535,55404343
237817,42714464,8139490,1068865,1664548,4386853,1688095,0,4853844,19322764
237844,,,1000,1000,333144,0,0,10877,
237880,161375479,11116962,4540876,3783126,0,0,0,778863,46644891
237899,84587344,50268309,1881924,2111745,4157958,2355420,0,8375369,49132271
237932,89229456,31635343,2390786,2459408,3740241,3383202,0,6707608,45487579
238014,49817665,4178272,1042562,1549075,2538603,931166,0,2510441,15737720
238032,2373035241,1196378987,49653156,39593346,28572826,547271,400,85146542,1136802991
238263,404764121,231242478,14889526,25622278,11690433,3122193,0,5904176,222257869
238397,82637815,47522209,2145204,4214004,3858683,801171,0,1712402,42052669
238722,234171804,108920298,1121488,9821853,6803325,1595585,0,9119595,148578626
238759,162198807,100986618,1410271,18089907,9692149,1993759,0,4743363,118174101
239008,62641377,37475648,1414757,6281744,2778376,66375,0,1382546,39820777
239220,69130883,44037948,900620,4938483,3670497,0,0,1539950,42142714
239248,,,6192809,25772927,24631010,5740040,0,15014971,
239372,107622591,33661863,2975408,8710747,3484940,777842,0,2218404,59627705
239442,58995720,8637046,1131685,2785450,1853670,545389,0,1435106,26940242
239460,111975099,57743241,6793989,5643246,4886554,1301217,0,2486131,65105492
239488,189485479,119151020,1792656,16467729,9711613,2156686,0,5315277,124154708
239910,72006899,35319944,147818,2829790,2465090,532476,0,155756,32742120
240116,111963726,68721443,889611,7293046,7415515,1790346,0,6051666,82699470
240125,201616101,34924481,1332296,8885152,3805516,949184,0,3614153,81451940
240170,213664430,138432724,1491720,8516982,6724437,1237863,0,4588434,75042743
240189,325660923,152384164,27373206,31960070,12812617,1859527,0,18167885,200121191
240198,96853960,57104601,1187366,6618919,4471621,1082492,0,4354972,60053735
240268,335462729,162626438,21901788,29070197,10202036,961718,0,12886896,195458038
240277,149750437,30448975,14784746,19886153,9906421,934947,0,11851005,111502204
240329,437251610,149690836,20141218,26028686,7622162,1245771,0,9768162,172803482
240365,313963257,146749346,20347682,26194407,11600702,1560298,0,12525342,184499672
240374,118849766,49990993,11309678,14525977,7282607,1128123,0,6132805,77753513
240417,245963048,117531100,19113898,21430165,8025748,942967,0,10741148,162300756
240426,120594307,39948103,5980245,10983119,3599506,220123,0,4236547,58011532
240435,229973804,53419367,31540595,2952195,,,,,0
240444,5142372954,1670871060,257281028,150122744,21998843,6346025,0,164401227,3486207211
240453,643650163,215496692,65795163,71190719,31362972,6850525,0,37839394,577984698
240462,252376703,137384366,28372310,20848979,7576004,1684399,0,10034149,149989837
240471,246598997,66445364,13956304,16624626,6406964,1202874,0,5131362,108632415
240480,307743870,138409095,16377273,23854062,11069933,1219050,0,16200425,155645382
240505,167202792,87154934,6701969,5597194,3439502,1508374,0,3271644,58412925
240514,74625783,31698218,2439608,2871938,1764826,743885,0,1184189,34101670
240596,67639701,27534722,1621829,2407931,978211,278987,0,1714350,18777077
240620,182988233,93712358,6291172,5422654,4171128,1692722,0,1131401,69384493
240657,65580331,27634466,2381342,3319699,1412441,627381,0,1508199,28995425
240666,171344176,75204217,4147207,7317169,3225043,1293767,0,1417307,55222102
240693,102497950,37688535,2752201,5587021,1912799,985759,603527,3531795,41010640
240727,1749012000,509778000,44763000,20222000,9793000,13480000,0,41212000,590573000
240736,21053334,15335310,475406,830390,3775004,0,0,2069620,15935182
240745,63995917,105574959,2427854,3166364,4960708,0,0,3311476,37109737
240754,135574326,251910960,11346050,6716383,7638164,3268568,0,10397405,113112438
240790,31654268,6989567,578937,2331703,5092408,0,0,1417858,15814710
241720,,,892546,485790,4508624,79893,0,143060,
241766,75968180,22024371,227794,751949,1271805,13230,0,847286,0
241951,12369361,13863401,352320,258293,1502511,19710,0,957511,5881424
242042,,,200325,141050,1619252,0,0,1718700,
242556,,,361549,323055,2791174,62250,0,62330,
242565,,,0,0,995864,0,0,995864,
242583,,,148968,176187,1498345,0,0,444761,
243106,15528380,100888755,1802675,2409150,12070755,342082,0,8292322,33841129
243115,16020553,142952263,2385491,3127988,16339234,622994,0,11875213,46504640
243133,65253747,174900440,3030787,4169191,14765234,528594,0,10922225,50756704
243142,24164237,123614527,5078099,3302953,10828251,366785,0,9792249,36997256
243151,28638345,161763544,3227603,2788095,11421312,473700,0,8525064,47930100
243160,561085209,508411817,5010775,0,,,,,78180459
243179,26651822,185611192,2033628,3529007,13588957,457911,0,10116184,54901444
243188,17555807,58441366,1558683,1600476,2886731,20407,0,2224788,16781524
243197,122605686,839482818,14531372,8379060,44962999,1560131,0,33267028,256045429
243203,245844844,993673315,16603074,2714411,1203477,23678962,0,3052692,299639692
243212,11416776,93776799,2366213,2579536,11385664,544742,0,8176280,34059744
243221,215401548,946606383,30856277,11323130,38982978,2117742,0,27926719,266304054
243638,30086252,4986670,890440,1637335,8674793,0,0,6425107,22264111
243647,9017659,11194508,326111,986255,1754874,0,0,1166162,7765521
243665,161947481,192636072,6078960,4188765,4083204,0,475900,266000,87295216
243780,6065474659,1268074908,129273820,60940335,24643653,210677,0,92130743,2005480338
243799,,,0,0,136675,0,0,136675,
244437,,,22265346,16883376,40993830,0,0,14450800,
244446,45488066,28326707,2879758,2406155,8041472,0,0,4686553,28278781
245625,26616868,5701389,1524855,1163508,1656603,672139,0,1638137,10624240
245999,,,8148186,7290229,1115208,46340,0,520768,
246017,,,2195570,1438819,399003,16586,0,174961,
246071,,,138942,27431,298764,0,0,525638,
246354,,,3357606,11245562,13848088,630008,0,15041768,
246813,60874169,39226536,2018870,4243722,7359132,0,0,2889768,33938379
247083,765557,7709851,0,0,,,,,4664281
247603,62102492,15413631,1740098,2459599,3214564,4718120,0,597491,6347453
247737,23633027,620647,0,0,,,,,83612309
247834,1338903921,804076053,23930104,22187078,24516293,7231964,0,17470883,229880876
247940,,,2269261,1934280,1249061,1580129,0,8418158,
248606,,,1419401,1337775,550613,15520,0,289524,
248624,,,391552,320212,386011,0,0,386011,
248633,,,0,0,190788,0,0,190788,
248925,,,0,431926,1656442,1659172,0,2015301,
250993,,,20717,274287,294474,0,0,87937,
251260,124480535,62957118,4816069,4154405,7795566,263868,0,7476254,40378748
260336,,,0,0,107578,0,0,95629,
260363,,,0,7860,86911,83246,0,170157,
261773,,,0,125893,118411,49975,0,3500,
262031,93294166,62358849,3784860,6343156,5520697,0,0,2414116,57460571
262129,99332194,66731133,4695111,7023288,876574,3011949,0,5392234,56419502
363165,,,5497588,2762188,767346,44857,0,447573,
363633,28043096,21011346,673487,2598192,1242054,179635,51570,257969,7884745
364016,,,5042851,5975128,7030407,53423,0,4335955,
364025,,,11808668,7371728,9479356,67356,0,6425168,
364548,,,700437,344332,331405,5000,0,36200,
364575,,,1549,2523,155348,9717,0,123490,
364627,,,256809,3601465,276473,0,0,95181,
364636,,,77828,0,195077,0,0,195077,
364946,,,989710,269076,214175,6175,0,146413,
364964,,,0,60381,193603,110564,0,311667,
365198,,,1232267,1225813,248748,20308,0,219231,
365213,,,511868,989034,337799,28063,33269,367514,
365240,,,0,110280,62838,0,0,82912,
365374,,,7846712,1976780,490889,0,0,116173,
365383,,,623509,0,739253,0,0,922672,
365480,,,2617696,1491926,287885,0,0,154331,
365763,,,0,0,98013,0,0,98013,
366340,18692525,1330617,292800,2309444,731709,8035,300515,295578,11421020
366395,335061988,847003377,25684730,30787050,26528398,17705480,0,29729214,255461895
366401,328092329,491712037,5192926,10865977,7110897,1364668,0,3505390,149770708
366465,47989950,18061898,2056708,1903447,5504610,0,0,2422782,22246300
366623,,,14990,973663,63974,2000,0,34942,
366632,,,106034,11502,103683,0,83667,187350,
366711,392215995,806350413,34877197,31978792,33560791,28769498,0,63459750,286665963
367459,79867648,43562353,11104749,6495572,8262069,905353,0,7919891,56205099
367875,,,439298,276069,418783,48330,33051,441095,
367972,,,557716,120632,574135,477009,0,1354843,
368364,,,379304,787220,393960,0,0,192546,
368407,,,46864,31190,132073,29102,0,161175,
368647,,,7802,15415,76787,61944,0,174166,
368911,35290658,17636813,2045272,1958663,3601082,0,0,1274529,19056968
369109,,,6549,25368,248606,4408,4025,270771,
369419,,,442903,294110,1991914,68427,200890,1776211,
