UNITID,F1A06,F1A13,F1C051,F1C061,F1E01,F1E03,F1E04,F1E08,F1N07   
148007,88143775,51445968,1396820,6787432,6329012,1150762,0,5556306,57900952
148256,75588033,25084619,1583727,2370660,3165066,766571,967321,3309422,34212788
148292,100817179,43302285,1135810,2893914,3753756,609729,0,4559070,35878369
148380,218679795,118492905,5544599,7905972,7090624,1147364,0,6693616,83362923
148654,129525408,88719501,14773923,12721378,4488668,10816350,0,16986650,116501944
148672,54239199,15109505,1521506,2949726,2470189,340220,0,2323956,24634295
148821,46046969,15988824,465852,1743658,2577480,195340,0,2602888,22211093
148937,43894963,19743181,514784,1311522,2116809,344788,0,3229767,19561817
148991,42024335,28200293,1340081,2020947,2501030,478796,0,1436764,21061963
149222,706401831,353209098,257283248,57537823,14711820,11078547,0,40709668,834528866
149231,493083351,186183556,24936343,37476855,16097799,11336869,0,19547802,375696942
149240,1127074,998654,0,0,,,,,7234803
149365,46608877,54071493,1117399,8417679,6629893,0,0,10687004,58376645
149532,135007226,93607540,11603481,13012605,11199681,1944218,0,9230289,112552214
149587,643904445,371666946,10216101,84621,,,,,528641228
149727,313908217,100778927,6463578,20450000,7390674,1219704,58926,5806569,81228459
149772,257390254,108830162,18147027,22912330,13915028,12292867,0,18969032,260427711
149842,491921235,217927355,30821427,25402699,13706042,2941621,0,10535956,206578609
150136,1308238698,539074521,58409137,21915321,25233605,33179354,0,82683812,590958682
150987,1272067607,396092171,69980774,54472785,103303453,29562584,0,82564579,551673444
151102,283886597,114727226,14472955,15992800,11713224,0,0,13695903,141249882
151111,2158667767,632441362,269139314,42246510,36391094,0,0,82635083,1484034135
151306,361769561,150370281,17040010,13471932,10566982,9872305,0,28154751,164697722
151324,831985000,313503000,26950000,15133000,19522000,18981000,0,40157000,255020204
151333,69795938,11405013,3971697,4899553,4989219,0,0,4115021,40637649
151342,160727978,45299058,7284217,4739976,8861377,0,0,8594959,76230972
151351,3417659755,1262096850,219042629,68710923,29773303,0,0,200247661,1964973737
151360,132520916,50253736,5829341,3453592,7377599,0,0,6366799,59238283
151379,102595983,34236001,4889171,4634605,7343778,0,0,6064688,62810076
151388,50670252,6617781,3625160,5164422,5966186,0,0,5043928,38881730
152637,503801826,67542060,6440494,10001910,10463191,7290430,0,13107960,122057974
153214,368593819,241561574,11940475,15195084,16849387,4151309,0,19489475,165566067
153296,33551900,9403145,1142780,1199445,1324683,386518,0,277914,13508547
153311,191400150,67982821,3974750,5873365,8713610,1184716,0,10651920,74682664
153445,122957766,35877847,1517709,5281464,5524546,2330052,0,7654104,58861983
153472,93685807,29267203,497652,4268994,4825110,1619807,0,3931719,58410247
153524,140807672,74337845,80511,7840862,8427582,1471700,115394,5269514,76461933
153533,73242640,32971888,518929,2346001,2299998,838575,0,2815140,38998767
153603,2556026582,805808401,231224369,36835325,27396850,2292473,0,153136715,1349610898
153630,243400548,143413980,7628497,10009358,8230337,1311038,0,11595236,63711537
153658,8102477000,3351071000,191504000,51400000,19046000,1974000,0,112251000,3805943000
153737,399599172,260493769,2693825,12204869,16021261,3211193,0,23657525,157851622
153922,54742573,15341974,1864536,1956989,2161325,630635,0,453439,22040262
154059,111543637,68221932,2678873,6512364,2931166,1361753,0,5344534,44061178
154095,601548406,184842089,29713614,12497234,10370865,2000,0,23310230,282278920
154110,116572488,45918677,1860661,3082361,4373522,1600887,0,2837507,54835945
154129,77677447,27115769,1233544,1470227,1359708,1118818,0,2567380,20561870
154378,71781434,31180535,525610,4558672,3493687,872112,0,3707281,40615855
154396,41648915,18567869,196605,1442307,2115632,750290,0,2917588,22085187
154572,110259604,44940674,3964808,3967808,6684863,1308117,0,5970303,56123465
154642,33241653,4447311,572859,2770531,1994648,0,0,2039813,14520579
154697,60023363,13568889,3985864,4453543,3627897,17400,0,3861518,42456422
154800,92498385,28238138,4287148,8859767,9663951,0,0,2728385,73635904
154907,22661550,6219896,548960,2192073,2099728,22981,0,1056248,18373441
154925,39586582,20754509,548250,2398388,3042107,0,0,1451286,21910708
154934,31570328,10816140,415858,2444374,1556474,107383,0,1090904,16388963
154952,53063098,16852045,705053,4842763,3950901,152192,0,2965551,30869850
154998,47722554,29320756,2083072,2795207,1943401,1529674,0,1086156,29226891
155025,153683186,71420906,13744073,6979577,5405836,1958245,0,4091656,106303929
155052,6778696,910502,472077,706570,981891,0,0,867919,8459352
155061,247276662,75438661,16732475,12639468,14686901,1495867,0,12013147,141008309
155098,20145321,8080197,479599,2862749,2810319,0,0,700294,20234551
155104,40842054,9470990,2000478,6687749,3070498,0,0,1626614,26423282
155140,0,0,5378973,6537886,2753221,0,0,744365,28545822
155186,21150660,6518425,2669567,3615982,2875613,0,0,3796529,25179042
155195,60768890,25367769,3592234,7890097,6396562,16500,0,3336285,52700778
155201,18127018,5488419,339384,2495574,1981760,1094107,0,1128739,12188599
