UNITID,SCUGFFN,SCUGFFP,UAGRNTP,UAGRNTT,UPGRNTP,UPGRNTT,UFLOANP,UFLOANT
156213,290,17,82,25394266,32,2352680,55,6534756
156231,376,14,87,10154544,53,5595129,29,4025266
156277,24,32,62,199001,62,195501,64,276519
156286,616,24,92,73490042,24,2877138,58,9837457
156295,413,24,100,80203067,84,7533902,18,657445
156310,74,25,99,1427040,94,1252461,90,2084450
156338,531,12,87,14060479,40,6630186,18,3882292
156356,150,16,77,12034628,44,1923087,59,4469518
156365,639,13,50,41465463,29,6413559,32,8895593
156392,1534,15,77,30288621,39,15454577,27,14553695
156408,355,25,98,42665435,19,1264402,46,4287739
156417,17,14,89,692692,49,249989,0,0
156426,35,13,65,776150,45,572318,53,1155732
156471,369,11,62,9272354,46,6116754,78,24938451
156541,756,20,74,25595052,45,8585004,49,11246428
156620,2297,18,74,80596611,38,22205919,50,42205856
156648,767,12,71,17637026,32,7648514,12,3843124
156745,314,32,96,32814032,35,1686324,66,4205200
156754,13,23,100,431097,100,305455,89,419142
156790,350,11,82,9911842,35,4899605,12,1953929
156842,52,18,46,668963,41,544505,54,1244210
156851,186,12,87,4358890,36,2000037,15,1178478
156860,255,10,91,10041326,48,4621203,15,2070671
156921,788,6,81,33624475,35,15325778,16,9947215
156967,16,8,76,814525,76,814525,82,1114670
157021,6,3,98,1098213,85,668282,98,1350370
157030,14,19,100,402431,56,175392,42,149953
157058,421,21,63,11450289,45,5004010,47,6846365
157076,244,28,97,18672083,43,1702230,67,4534701
157085,5293,24,88,212081230,22,22617980,39,56312306
157100,215,34,84,7799769,37,1065240,63,2469211
157216,519,26,96,40612007,57,6215268,66,7914399
157289,2540,16,84,127723523,29,9520975,37,37148803
157304,301,8,72,9275208,27,3789019,11,1847770
157331,474,12,90,12825077,42,6359870,20,4056572
157377,218,19,88,13368959,45,2302158,71,5162769
157386,1307,15,81,54212997,33,13554369,38,21799233
157401,1413,17,91,68911145,31,11964387,41,26467382
157438,344,7,76,12327639,29,5078659,15,3558131
157447,1909,16,80,71579360,27,16214688,42,34413252
157483,708,11,77,16427185,31,7689366,12,3491168
157535,327,23,90,21131535,51,3662362,74,6786267
157553,308,11,89,12540333,59,6819477,25,3322400
157614,43,34,63,383781,55,274422,57,535107
157650,62,34,54,418463,53,383890,47,674614
157669,56,47,77,476035,75,363383,69,689018
157678,83,44,55,537526,51,381274,45,700744
157711,700,12,89,20491075,50,10521569,24,6650111
157739,367,10,92,10981651,37,5541773,11,1195152
157748,130,15,13,232307,0,0,0,0
157757,136,15,80,10647857,42,1801783,65,4486685
157793,257,10,80,14268329,61,6830190,71,22155470
157809,366,18,68,27945995,26,2219144,49,6790350
157818,268,28,99,25102497,26,1127752,60,3725756
157863,171,18,92,17865619,56,2652866,69,4542574
157951,2680,17,81,92095735,29,20301667,41,42873531
158088,374,15,54,6281848,38,4998664,21,3781905
158246,129,37,72,1933130,64,1313919,63,1840707
158325,0,0,45,75934,45,75934,76,250951
158343,46,53,56,303555,56,303555,71,291400
158431,735,12,64,19286564,55,15972678,47,21217245
158477,172,31,97,16566565,36,1012487,66,2406457
158538,10,16,76,227774,71,223407,0,0
158617,393,93,60,1348200,53,923125,53,1186360
158662,1152,8,62,37001933,60,32318636,48,43819263
158778,65,53,78,495800,73,389742,63,353915
158787,51,65,47,159865,38,143999,44,168951
158802,313,26,94,16783636,72,4513810,84,7730400
158884,176,8,65,7341786,61,6767121,49,8110977
159009,857,21,85,26232623,76,17341381,85,27433919
159027,27,31,89,285869,59,241947,65,419356
159197,167,25,66,1755824,63,1580424,73,3465137
159328,69,55,66,310000,66,275500,0,0
159373,0,0,54,2922823,20,849428,45,3706187
159382,420,12,65,12793711,41,6190040,44,9891374
159391,6126,24,81,245996292,24,30136281,31,51961769
159407,678,23,65,10526428,40,5841105,43,7489881
159416,331,13,62,14397716,38,4467934,37,7392849
159513,45,19,72,904163,68,816750,68,1139335
159522,30,11,58,864119,50,742499,59,986987
159531,9,23,15,37170,15,37170,8,18250
159568,250,25,89,11746169,47,2291343,62,3963683
159601,32,78,61,131369,56,111735,37,59851
159647,2044,20,93,87883724,23,11273461,34,21516634
159656,827,26,89,80846111,35,5442508,60,12687267
159717,1202,18,84,35160848,31,9841046,38,16162286
159939,926,14,60,32516321,39,12080449,37,15577185
159948,18,2,8,88812,0,0,0,0
159966,1236,21,82,35540902,38,10692887,48,18935830
159993,1123,16,71,47093480,37,12347682,41,18146712
160010,132,12,81,3801428,64,3457397,0,0
160038,1364,14,86,66586865,42,20684389,48,35142968
160065,61,8,68,3306834,42,1343722,59,3541829
160074,72,7,67,5089578,32,1328681,51,4357729
160117,56,17,70,1034670,70,1032670,66,1630087
160126,4,8,58,160765,58,153954,47,166179
160199,17,21,100,275918,66,222625,0,0
160320,645,15,43,8676065,40,7861836,52,16398834
160409,27,21,88,294453,17,101973,12,67452
160472,148,54,64,1028255,57,901056,59,797401
160481,429,19,79,6937373,53,5691044,36,5540764
160524,73,24,80,1309873,77,1120190,64,1641801
160579,555,14,80,11494199,38,8073377,0,0
160597,6,4,62,507300,62,493953,0,0
160612,2007,15,70,67705805,37,22456689,42,33703061
160621,1305,21,77,34532736,64,21218751,72,31314518
160630,209,11,79,17354154,62,5423090,66,10255906
160649,364,12,64,10718319,64,9711495,60,11973809
160658,2528,17,71,96668619,35,23781814,45,41357756
160667,490,10,74,10344558,32,6709689,26,6979011
160755,1821,21,75,190187236,10,3783060,25,13711005
160904,821,32,88,34496265,51,6851715,68,10895760
160959,105,30,95,11446390,29,431566,54,1148773
160977,499,27,44,37099762,11,948450,18,1664788
160995,160,30,80,2546364,70,1954421,88,3958966
161004,498,27,52,44574923,16,1469222,16,1742095
161022,10,5,87,520681,40,340944,73,1061005
161077,561,17,77,10264689,41,7075258,26,4717026
161086,517,26,48,47293914,16,1580047,17,2027019
161138,355,14,45,6381928,34,4400568,25,3271298
161192,202,8,77,6484396,32,4136585,28,4376128
161208,14,26,69,241675,28,82875,35,131584
161217,259,6,50,11429707,40,7200079,37,11386120
161226,383,23,89,12437812,46,3524906,64,6834096
161235,126,8,43,3840055,21,1368735,29,2879248
161244,102,15,68,3701890,40,1206347,28,1078991
161253,2106,22,88,80892094,26,11133712,55,32633000
161299,262,26,67,5719242,27,1202816,84,5515413
161341,170,12,47,4557309,28,1737424,33,2518354
161457,710,17,58,45870991,12,2210210,52,12370523
161484,132,16,83,3472731,46,2148300,25,1252306
161493,99,45,53,480968,50,402150,45,770806
161509,118,28,100,7580811,35,691952,76,2217236
161518,212,16,74,20023643,25,1339440,70,6214701
161527,63,19,65,609650,42,415072,69,1033928
161545,933,15,61,17466336,33,11291850,23,6813618
161554,870,13,69,35078873,31,9000329,40,16474095
161563,215,12,40,12476352,18,1426447,37,4391938
161572,184,23,90,10149149,40,1416392,77,4135880
161581,75,19,83,2048847,52,1249792,16,274518
161688,385,15,92,8899593,36,3763056,34,4959782
161767,1326,10,32,13820946,21,8726183,8,4760256
161800,101,79,84,258456,84,248428,90,286465
161855,13,25,94,262196,94,243427,94,242075
161864,603,12,54,10859981,42,7633251,0,0
161873,40,2,76,8009498,40,3421186,43,6673027
162007,801,15,64,25582893,50,12112366,59,20136187
162061,74,20,90,4717176,40,677247,58,1348767
162104,273,11,69,3880139,26,2171661,16,2026273
162122,917,14,42,10485433,21,6941499,7,2114879
162168,264,12,48,3548001,32,2217764,0,0
162210,128,14,76,9507907,46,2174646,59,6003915
162283,428,18,73,13526038,60,6558996,85,9992754
162335,7,11,86,231561,75,228084,65,322991
162371,665,69,51,3038289,43,1709364,63,2985330
162557,785,13,30,8258246,18,5698797,8,2708293
162584,739,17,65,22219641,35,7219232,50,13993080
162609,197,30,91,2397706,44,1254862,31,1115038
162654,338,23,92,43495278,30,2116570,56,5056416
162690,534,13,67,8346580,36,4998681,23,4509416
162706,736,13,42,7037777,23,4697085,10,3270680
162760,320,28,97,31611698,41,2243818,68,5535534
162779,962,11,48,16027725,30,9570018,10,5221691
162830,124,77,59,277215,55,273715,45,512294
162928,1475,24,55,154268412,15,4727057,10,3753022
163028,652,61,85,4099312,59,2610784,75,5906059
163046,1081,27,90,100792510,14,2507817,52,13607145
163204,172,0,34,59731878,28,42362387,19,72538248
163259,0,0,61,4503024,28,1069029,46,3205237
163268,1692,15,59,58867959,29,15204501,35,24938524
163286,5326,17,51,158625372,18,26541324,28,54981959
163295,404,23,96,36656866,20,1726970,41,4794932
163338,508,22,83,14159281,52,5860965,60,9826632
163347,206,25,85,3317121,82,3022282,71,3611962
163408,142,78,84,321650,84,318212,90,473295
163426,1967,9,46,41548704,29,22899922,8,10086295
163453,1365,21,75,36048552,53,16347355,68,30687828
163462,513,27,94,50029313,24,2147231,56,6768629
163532,31,11,72,2363928,17,364308,0,0
163541,451,69,79,1225896,79,1201258,95,1584263
163578,86,11,82,15015725,43,1661283,71,4350372
163657,876,7,52,20373759,35,15832964,14,9518108
163754,24,29,18,42000,18,42000,27,214126
163815,27,31,89,383750,86,371250,92,416000
163851,1467,19,76,32972309,24,8413358,47,23281596
163912,320,21,85,11031266,21,1535791,65,6416415
163976,127,26,92,9863207,23,550723,46,1471059
164076,2789,14,56,104081784,31,28711917,49,62605908
164173,694,22,87,57212012,28,4283462,57,11920922
164216,325,25,95,38430812,21,1368739,59,4919670
164270,570,34,100,57090622,33,2781778,57,3869503
164313,324,11,59,5778366,43,4189796,11,1138384
164368,192,25,68,7972757,4,188281,6,273420
164447,378,28,97,33943933,56,3413349,88,8677375
164465,470,26,60,60618229,24,2127649,15,1437200
164492,269,24,95,25055077,36,1837320,72,5498387
164535,16,33,73,240496,54,101993,44,136103
164562,563,27,97,49870434,19,1616366,78,10438798
164580,600,25,43,38928646,12,1469170,28,3566335
164599,0,0,24,52050,22,43811,44,156102
164614,10,16,78,336806,33,87804,43,182049
164632,125,7,81,17328432,61,4294659,97,11946926
164641,20,3,76,3134986,48,1334111,74,4789139
164720,259,15,91,29829377,35,2470854,71,8445100
164739,943,22,75,89674129,14,2722988,45,12813061
164748,1253,19,51,67650365,15,4225842,35,16316659
164775,182,11,71,6038698,44,3458769,21,1977578
164845,71,35,66,617531,63,531474,54,867570
164872,20,5,35,996016,23,365011,30,848634
164924,2297,24,48,201800361,13,6578761,36,16310550
164988,3156,18,49,341300467,16,13886164,29,34351092
165015,863,23,64,81349896,17,2997603,37,7946340
165024,1575,17,58,33774730,36,15256317,74,41520031
165033,1003,15,67,15780206,46,11779477,28,6416523
165060,7,2,47,765327,34,502716,57,1692413
165112,995,8,55,26695299,42,18622345,5,3306592
165167,1,0,56,1761701,40,921078,54,3357496
165194,313,11,56,6198957,33,3032995,9,1640055
165255,85,22,49,661666,15,165014,18,286420
165264,0,0,39,1505631,37,1333522,70,5835362
165334,665,28,91,55540072,21,2254979,57,8272296
165529,575,25,87,47989030,28,3145457,68,11187826
165556,412,62,85,2697049,61,1686572,71,2820400
165574,435,33,87,28773049,34,2117057,70,5875321
165608,8,12,67,274578,62,226528,91,522052
165635,177,44,80,2092418,67,1474412,74,2431034
165644,130,21,94,11908018,45,1244811,68,2826599
165662,942,24,71,62219250,16,2964019,49,12255061
165671,582,28,94,49157154,24,2416566,68,9122924
165699,843,28,87,41271160,17,2229595,63,12217215
165750,5,6,65,229756,62,218156,72,336706
165802,174,11,64,14644557,36,2537981,54,5408521
165820,671,17,58,15208768,35,6485274,62,20913948
165866,772,20,60,15220916,37,6514613,62,15680037
165884,192,32,87,5503442,54,1499608,59,2250946
165936,355,24,97,32467069,21,1460683,64,5845564
165981,130,7,52,4214446,41,2201771,17,1195838
166018,19,3,97,22214484,32,1151138,66,3429390
166027,1646,16,42,222616195,11,5545500,2,1122332
166045,0,0,2,7267,2,2327,2,5443
166054,12,23,100,918902,35,100862,63,238435
166124,829,28,64,73716506,17,2416420,53,10081082
166133,684,14,71,12608945,46,7887669,29,4441484
166391,453,28,94,38157942,33,2524080,76,8258254
166407,0,0,100,687052,54,427205,87,2336517
166452,308,14,85,21727712,31,2953201,59,8404039
166489,8,22,92,740954,16,26301,32,80615
166498,36,36,80,331134,79,310344,80,414036
166513,2352,17,63,81839820,28,18636496,54,52567262
166629,5731,24,73,177893895,22,24372822,53,83602807
166638,2081,17,69,86205028,42,25448299,50,42989676
166647,520,13,41,6284115,24,3689743,13,2121857
166656,692,17,93,42010409,25,5458490,66,30661682
166674,378,19,82,11791801,28,2560870,56,7427798
166683,1102,24,64,147811012,19,4268719,8,2217463
166692,404,24,43,9419241,16,1182832,50,7013664
166717,0,0,97,140755,52,43805,59,121370
166805,9,12,39,134155,37,126655,51,209958
166823,852,13,46,12687788,32,7783560,12,3769813
166850,1178,29,93,86616229,16,3114017,68,17797820
166869,0,0,67,587679,0,0,78,1817700
166887,784,10,50,14487668,29,8200320,12,3944167
166911,101,28,100,6319933,38,656667,84,2048089
166939,496,23,76,59163925,20,2018199,43,5692091
166957,405,11,55,9804896,44,7179045,26,4104100
167039,0,0,95,62761,65,48539,50,48954
167057,117,24,93,10422728,13,292471,31,1025012
167260,342,26,94,25611386,30,1969596,72,6670621
167288,285,21,88,8735616,45,2600277,70,9081394
167297,21,13,87,1115930,16,111405,42,463931
167312,623,12,50,11489731,40,8020822,37,4631163
167358,2995,21,64,261092877,11,8722149,30,26535770
167376,547,11,61,12438999,45,7687841,16,3505755
167394,178,16,87,17963557,44,2449743,84,7904660
167455,65,19,73,7369152,54,975774,65,1601926
167525,194,6,43,5988608,43,5296123,39,6709180
167534,641,9,71,20345220,43,11850205,41,18731635
167598,212,16,84,27359628,28,1778790,69,6994761
167631,156,9,66,4708905,61,3717375,0,0
167677,0,0,100,842145,0,0,0,0
167729,997,16,73,29697450,37,10780504,62,26568781
167783,433,24,95,48355851,24,2065472,65,7483663
167792,149,37,93,12720157,25,452646,50,1193993
167835,633,25,71,82471633,21,2590782,45,5575204
167871,30,15,83,293610,71,256411,70,650430
167899,596,27,98,51693957,24,2280524,75,10605471
167905,707,14,69,16162949,52,10486903,18,3431876
167987,1308,20,73,38899838,40,11266959,70,35485317
167996,652,26,99,62850063,13,1447004,60,9697417
168005,1071,22,89,94175868,26,6182954,54,17883955
168032,1,2,48,73118,45,70618,60,157250
168148,1613,27,41,105812346,11,3392454,21,5916429
168218,612,24,60,76689242,21,2692908,23,2496425
168227,945,22,84,54396601,23,4727410,57,15942556
168254,690,26,91,52363058,24,3189658,76,13649338
168263,1039,20,53,16347620,32,7198030,63,20099494
168281,451,25,98,63527976,20,1598274,69,8122576
168342,546,26,57,63166037,21,2113339,20,1726716
168421,1199,25,94,102662242,10,2186767,53,16268697
168430,878,16,77,17907022,31,7158163,53,16106572
168528,540,30,97,50256659,35,2747214,86,8799645
168546,415,28,99,59462603,43,3121570,67,6688025
168555,20,71,68,122406,68,102406,64,109488
168573,663,51,62,2763385,55,2438582,52,3495488
168591,384,27,99,43612928,28,1870734,72,7132549
168607,246,17,94,5104011,32,2264274,18,1379101
168740,279,16,82,27610999,22,1877157,40,4799092
168786,257,18,90,29081924,27,1839342,48,4435558
168847,471,7,75,29332681,45,12148580,55,28995877
168883,272,15,47,4464698,30,2910045,22,2290989
168892,22,15,69,197755,69,197755,0,0
169080,778,22,94,68263611,17,2690852,41,8993843
169187,10,8,73,432976,48,272873,81,693717
169248,2450,17,80,91559115,34,23910464,70,78008754
169275,670,9,59,16313389,40,10754542,28,9032902
169284,133,36,56,912334,54,724508,47,1432632
169327,92,20,94,3622802,32,656988,72,2547475
169363,224,23,90,14272834,31,1242784,60,3916683
169442,287,19,94,26978069,33,2120147,60,5855190
169479,547,11,90,41324971,37,8594523,54,28268956
169503,61,17,62,930925,56,893675,51,1038623
169521,966,12,51,19962464,40,13667554,16,5926349
169576,3,3,84,482959,72,230161,79,551161
169655,244,23,33,2927174,29,2696763,34,4798530
169716,514,19,88,43842761,31,3887583,57,11110463
169734,112,27,91,2800757,88,2205352,91,3123356
169761,112,27,91,2800757,88,2205352,91,3123356
169798,2123,14,68,79011145,38,28207288,51,58061427
169813,12,21,65,187777,65,187777,67,281434
169910,1871,17,74,71478040,35,19656261,52,41093416
169947,17,46,68,111535,68,111535,51,115315
169974,173,15,35,1968668,27,548845,10,504040
169983,346,19,97,35496171,20,1604551,52,6011200
169992,177,19,48,2068651,37,1338403,26,1148353
170000,118,11,80,5757178,66,2975151,73,5763506
170037,299,20,89,17407567,36,2342400,75,9663724
170055,1478,11,37,21705631,29,13571650,19,9853730
170082,4217,20,73,104118559,29,26720985,57,78806132
170091,19,11,78,1469072,54,439423,50,560553
170240,1460,12,52,38992848,48,31076446,22,14787233
170286,340,23,98,29403551,0,0,0,0
170301,725,24,93,47352591,18,2320267,52,10127124
170444,484,10,73,16478141,40,9387258,29,8504984
170532,395,31,99,46706042,26,1512995,50,3891410
170541,764,10,42,13104743,32,9422930,20,6157594
170550,195,5,61,15790461,28,5928279,27,4784955
170587,98,7,54,3341437,42,2072832,24,1981067
170611,65,54,70,331214,54,271635,80,447059
170620,327,11,39,5710619,32,4248976,37,4636526
170639,315,16,75,12930372,31,2682807,51,6447492
170657,1441,12,41,17839294,29,11633686,20,9351309
170675,354,17,73,24061942,22,2247966,46,7007004
170736,30,54,100,306000,54,225000,32,187500
170790,1716,9,41,35382920,31,21329439,9,6045744
170806,265,11,75,19303204,30,3167927,54,9749970
170967,136,13,80,9529714,37,1689705,57,4343202
170976,6814,22,53,366184710,18,28894388,29,54690013
171012,31,14,74,897961,74,897961,0,0
171100,8638,22,60,273225192,22,43825466,40,102398329
171128,1299,23,94,65644089,22,6082448,52,18321907
171137,978,14,72,40197548,41,14444627,44,21613362
171146,576,10,70,27517901,37,11179219,50,21363882
171155,467,13,44,8082807,37,5039458,27,6226598
171225,285,11,41,3861714,26,2361949,18,2356987
171234,124,8,46,2501385,34,1677615,18,1433375
171304,513,13,50,9384218,30,4414734,10,1694715
171395,199,9,34,3874634,30,2236554,9,926965
171456,1589,22,84,45037748,32,10903742,57,25237321
171483,496,14,56,9521037,32,3912195,26,5361638
171492,280,11,63,22822917,26,3119237,62,14722956
171535,1044,7,31,25603964,22,18361727,13,8715290
171571,2633,17,66,86654043,31,21652808,47,48201048
171599,338,32,94,21835772,49,2527690,79,5614176
171775,24,39,32,62484,32,62484,18,47583
171881,11,8,91,1408457,37,212839,60,534789
171988,49,34,66,545660,62,403183,62,653365
171997,102,40,69,1023658,64,734755,59,1102187
172015,100,36,76,1224445,71,901596,62,1307045
172033,2,1,74,657563,5,44265,5,83750
172051,1458,20,76,44719604,35,11871410,57,28658304
172200,512,6,56,17050455,28,9237173,10,4482914
172264,326,15,72,22077996,35,3059073,60,12578001
172291,410,11,43,8729000,31,5735307,16,3213790
172307,477,22,51,5369955,37,3277104,21,2203938
172325,0,0,59,1388434,43,590397,69,2187770
172334,217,13,78,19154898,33,2103714,62,7900730
172422,75,38,100,1203210,37,242336,0,0
172440,116,28,89,4396390,54,867050,81,1108512
172495,69,21,51,819045,51,783790,49,1198213
172608,0,0,65,3678947,33,1462096,61,4515796
172617,715,6,35,20004606,27,14326133,17,11407076
172635,491,3,67,29375336,39,21293789,13,10079878
172644,2873,16,78,116262360,43,38534862,49,59110966
172671,131,12,68,2863762,46,1756206,7,369527
172680,18,10,65,405245,37,323898,53,665338
172699,2893,17,57,94150582,30,25557730,56,67503037
172866,3,3,54,441281,35,154350,60,539021
172918,379,15,52,5374957,20,2054807,24,3971577
172927,6,15,95,199958,40,54730,0,0
172954,182,10,79,4178197,34,2117840,38,4537578
172963,664,8,65,17407593,23,6931224,21,10272050
173045,624,25,97,61704139,49,5797315,76,13014018
173063,343,10,60,8325042,27,3504457,20,4966759
173115,80,8,66,2244678,34,1152881,38,2243873
173124,617,14,76,16497192,29,5129323,51,14842015
173142,178,24,81,11851176,23,729381,52,2335468
173160,580,21,88,52054582,24,2711342,60,10919743
173203,396,9,51,8963441,21,3364231,18,4439619
173258,525,25,61,52433847,14,1315714,42,4530629
173300,517,26,96,54494291,21,1856194,67,8754156
173328,349,11,70,22794325,38,5433770,58,14231733
173416,398,16,75,5605057,31,2686442,32,4554059
173452,168,20,83,6222307,27,857479,49,2471845
173461,454,9,53,8781260,22,3860833,26,7909527
173470,7,21,41,74294,41,74294,53,142608
173559,638,10,55,11374946,28,6119090,30,10847358
173638,324,9,75,7681982,23,3101139,21,4301727
173647,642,29,97,66004057,28,2881090,62,8982798
173665,547,26,96,54541916,39,3811867,66,9221240
173708,273,6,68,9111551,32,4929397,25,8067540
173735,162,16,81,3934875,41,1681793,41,2460247
173744,207,27,46,1785320,34,1163314,49,2721192
173799,319,8,64,8072351,24,3363287,21,5147260
173805,203,19,73,3686831,32,1389699,28,1677064
173902,502,24,82,62962806,19,1827986,44,5500347
173911,331,12,74,8010120,41,4197659,32,4778454
173920,2260,18,84,42630588,25,12557361,51,39834892
173957,36,14,44,744541,5,48369,18,402758
173993,134,13,60,3039646,34,1545931,33,2084792
174020,134,2,76,20149681,45,11342734,42,20110067
174066,6259,18,56,186358525,18,30180565,37,81014979
174075,206,7,41,9702105,21,2901205,36,6889350
174127,178,25,97,15064648,37,1202979,87,4190559
174136,466,7,66,17129148,43,10176163,27,12519508
174154,7,1,88,3124440,55,1281410,87,4444751
174190,67,30,31,285120,22,166622,27,222809
174233,2029,21,63,45635938,21,9459568,52,31172353
174251,318,21,84,16163135,31,2293207,45,3882498
174321,56,40,100,425200,48,281905,70,431845
174358,779,17,83,16899622,30,5506780,55,16273861
174376,451,7,68,13506972,32,6439886,21,8527000
174428,993,10,73,23384098,30,10406496,18,10882001
174437,245,23,86,13520529,37,1808633,65,4474517
174473,344,11,60,6080652,29,3450177,33,6243307
174491,400,12,54,33711548,17,2548274,36,8643630
174507,5,2,48,365017,24,328499,63,2136440
174525,14,16,83,1310731,60,248346,58,351277
174570,120,6,34,2668124,18,1346714,12,1744239
174604,45,21,87,1017758,40,366516,26,243194
174738,637,13,75,12065327,32,5574715,27,7942248
174747,438,25,99,54346085,23,1865537,66,7417177
174756,495,12,80,11814744,42,6304497,36,8353608
174783,1200,11,61,34788397,25,11685471,37,27378834
174792,414,25,99,49111441,21,1547650,62,6434980
174817,301,21,83,31135160,30,1842091,60,6094928
174844,806,26,96,101756004,19,2805373,49,9446173
174862,115,10,57,9012185,28,1355325,44,3629309
174899,449,18,86,44990971,28,2979487,62,10790995
174914,1559,24,95,151928914,18,5417535,47,19247802
174978,58,26,54,460812,54,415042,57,865821
175005,330,10,76,48968405,38,5337964,67,15982623
175014,114,3,79,16035511,52,9049943,79,24874323
175041,582,9,73,16916349,44,10213345,21,8085769
175078,291,4,25,9019447,11,2916493,16,6884855
175120,768,82,100,6137954,59,1856188,0,0
175157,160,25,64,1688167,33,871824,44,1449787
175227,259,19,63,8199048,32,1711784,80,9060807
175236,484,15,82,10262765,36,4436251,33,6166356
175263,162,8,46,3049423,24,1731675,28,3922500
175272,1542,22,91,24583378,26,7267918,59,26263095
175315,734,8,79,19415874,36,10704242,26,15819392
175342,512,17,87,28773883,78,12469602,70,17746800
175421,174,7,69,17978453,42,4804074,61,12663567
175430,113,14,77,6790095,39,1472127,46,2542176
175494,71,49,31,259669,31,259669,0,0
175519,523,29,97,11213237,75,8085859,0,0
175573,633,20,68,10815404,44,7917375,14,1926092
175607,10,32,97,185250,97,185250,68,139401
175616,280,9,64,13863741,34,5249216,43,9669975
175643,752,31,70,10289895,50,5831923,14,1209193
175652,733,20,61,13608373,48,10255050,26,4740772
175698,32,76,76,125200,76,125200,71,125200
175722,8,14,86,214675,86,214675,60,152181
175786,2291,19,56,33542210,48,27561710,33,18291942
175810,1179,21,69,17146459,44,11320665,14,4509511
175829,1277,27,85,18972355,48,10900458,12,2521893
175856,787,15,79,39134098,71,18621866,90,39780806
175883,789,17,97,18715858,49,9656570,12,2339111
175935,645,19,62,8685071,41,5998939,9,1410007
175980,203,26,99,23664260,31,1250266,59,3155879
176008,523,21,87,8996512,78,7248184,0,0
176017,3224,19,71,141949463,24,20622671,36,41432866
176035,170,7,91,14645275,46,6656170,50,10330081
176044,310,17,89,12314356,63,6409215,83,13751968
176053,461,16,93,37879445,30,4008868,44,8976419
176062,30,39,43,154573,43,154573,40,181657
176071,1928,22,59,25861888,45,19056362,24,11847251
176080,3500,19,86,167324593,31,29505830,45,57018156
176169,1105,31,77,24246509,55,10928565,46,10378216
176178,1823,24,77,20713393,38,13054287,12,4125063
176239,1180,23,66,21290310,48,14495616,26,7224125
176318,195,27,96,5718181,84,3199190,79,3350518
176336,18,29,100,328669,76,232882,0,0
176354,653,31,78,10703002,62,7582035,0,0
176372,1837,16,83,78098681,47,26674875,56,54957795
176390,25,23,91,765129,67,292541,86,472588
176406,125,18,95,6584560,86,3048687,73,5287396
176433,7,16,48,116932,48,116932,0,0
176479,206,6,59,16020316,39,5382156,43,10928278
176628,153,13,85,9520586,44,2361822,80,6901442
176664,44,20,94,1658360,65,611722,72,929500
176716,25,11,80,610201,49,476380,45,623166
176770,0,0,59,1458013,33,762929,63,3423797
176789,44,13,59,1124601,34,475263,31,719053
176798,22,8,69,792876,47,590346,36,553155
176910,44,22,88,1926792,62,585406,55,645543
176947,318,28,99,19959194,43,2277347,69,6839547
176965,1227,14,74,38525026,29,11599926,45,25740031
176983,62,68,54,313265,44,191142,0,0
177038,1,1,95,254243,45,91815,99,467028
177065,265,3,59,32325658,45,16891020,46,33357441
177083,4,9,100,1339018,28,70516,23,63482
177117,92,36,100,5459758,47,603635,55,812787
177135,788,18,53,11013529,35,6019543,12,2336354
177144,254,26,95,16612998,39,1850680,75,5203772
177214,342,23,98,31406567,31,2156451,55,5162908
177250,522,20,63,7081783,38,3716541,10,1526909
177302,469,71,75,2028148,69,1881701,76,3173470
177339,443,25,93,26657094,41,3369966,91,13078671
177418,184,21,90,13604007,45,1865879,65,5105610
177436,3,9,74,208958,66,136268,91,229257
177472,2165,18,63,30854758,43,19474893,50,14588298
177542,124,17,69,7344544,32,1062947,48,2453248
177551,374,23,97,12829443,76,6367801,72,9571135
177588,7,17,78,179064,71,144853,63,181281
177603,12,12,70,372133,69,352939,85,769951
177676,751,18,50,9766514,31,4809717,11,2289926
177685,17,11,72,483673,58,390821,47,508542
177719,0,0,82,1184417,22,308540,75,2257846
177746,183,26,100,16441944,43,1448911,63,1894507
177870,7,78,44,21253,33,13635,0,0
177931,9,12,68,259713,41,156841,28,240737
177940,391,17,62,8460524,50,5318448,65,10049359
177968,780,14,86,49687049,31,7287230,63,26194639
177977,697,40,81,11182181,32,2687429,47,4337242
177986,10,4,45,595639,33,387683,61,1364076
177995,2383,15,48,29758312,32,17972805,7,6260114
178004,0,0,73,468204,0,0,0,0
178059,683,15,78,48351979,34,6298248,57,17455158
178077,18,19,73,322544,61,265927,54,353184
178183,75,19,52,992779,52,992779,62,2233091
178208,25,4,47,2063734,34,1660627,34,1592910
178217,575,22,72,7702416,40,4692797,14,2136095
178244,285,6,37,22603025,16,3171603,27,9225023
178341,681,12,65,21477573,43,10611258,45,15220435
178369,435,25,78,23429007,34,2798703,50,7788567
178387,885,16,65,28036005,33,8475728,37,13404560
178396,5373,24,74,170791387,21,22122279,38,53318569
178402,1173,10,49,44890994,24,12565513,30,32190502
178411,1140,18,84,52363868,23,6214251,45,18023237
178420,436,3,45,45125297,21,14010489,26,24293247
178448,900,19,58,12435884,35,6520333,16,4918255
178527,19,36,51,163440,47,123953,57,244020
178615,895,18,83,35791400,19,4145705,36,10658498
178624,1325,23,85,37093038,31,7921712,53,27930805
178679,179,27,93,4545275,41,1168359,49,1887992
178697,253,16,100,37572155,50,3221772,0,0
178721,341,4,52,27281403,36,13552712,30,21013692
178767,8,7,77,582153,72,474791,85,1055979
178828,31,94,88,192662,79,142408,45,81282
