UNITID,ADMCON1,ADMCON4,APPLCN
225247,1,5,2308
225399,1,5,8723
225414,2,3,1666
225432,1,1,5973
225502,1,3,3570
225511,1,1,28645
225548,1,5,1638
225575,1,3,1903
225627,1,2,6883
225991,3,3,79
226091,3,2,7512
226152,3,1,7079
226231,1,3,2201
226383,1,2,373
226471,1,2,11243
226587,1,2,1798
226833,2,3,4025
227216,5,1,21514
227331,1,2,5529
227368,1,2,12622
227429,1,2,1403
227526,1,2,7802
227757,5,1,23455
227845,1,2,5203
227863,1,2,1074
227881,1,2,12025
228042,1,2,1403
228149,1,3,5210
228246,1,1,14010
228325,1,3,703
228343,1,1,4578
228431,2,2,9016
228459,2,1,25461
228468,1,2,1342
228501,1,3,1012
228529,2,1,10169
228705,3,2,6308
228723,1,2,42872
228769,1,2,14620
228778,5,1,57241
228787,2,2,15411
228796,1,1,13121
228802,1,2,3346
228875,1,1,21145
228981,1,5,2683
229018,1,1,1389
229027,1,1,21597
229063,1,2,6687
229115,2,2,29131
229160,1,2,3208
229179,1,2,5824
229267,1,1,9394
229780,2,3,900
229814,2,2,4992
230038,1,5,11292
230047,1,2,1573
230603,1,3,16694
230728,1,1,15949
230764,1,5,18419
230807,1,2,1921
230816,2,2,1382
230834,1,1,1933
230852,1,2,3273
230889,5,2,31
230913,2,2,2237
230959,2,2,9174
230995,1,3,4053
231059,1,1,3184
231095,5,3,46
231165,1,2,827
231174,1,1,18569
231411,3,3,302
231420,1,5,2652
231554,1,2,905
231581,1,2,3684
231624,1,2,14201
231651,1,2,4120
231712,1,1,7311
232025,1,2,1781
232043,1,2,1398
232089,1,2,3206
232186,1,1,21198
232256,1,2,1906
232265,1,1,10811
232308,1,2,3056
232423,1,1,23922
232557,1,2,61649
232566,1,1,6724
232609,1,1,3694
232618,2,3,11
232672,1,5,7188
232681,1,2,6018
232706,1,2,3046
232937,1,2,6944
232982,1,2,13651
233277,1,2,14994
233295,1,1,2684
233301,1,2,1335
233338,1,3,2074
233374,1,2,12060
233408,1,3,0
233426,1,2,5296
233541,1,5,2646
233611,1,2,514
233718,1,1,873
233897,1,1,1010
233921,1,5,30771
234030,1,2,17253
234076,2,1,40879
234085,2,1,1543
234155,1,2,9912
234164,1,2,6208
234173,1,1,2195
234207,2,1,4998
234827,1,5,13263
235024,1,2,587
235097,1,1,5618
235167,1,1,1047
235316,1,1,8409
236133,1,3,498
236230,1,2,3306
236328,1,2,5202
236452,1,2,1704
236577,1,2,3923
236595,1,1,7914
236939,1,1,21198
236948,1,1,43778
237011,1,2,10219
237057,5,2,4964
237066,1,2,3915
237118,1,2,2189
237136,1,2,119
237145,2,2,8
237181,1,1,1568
237215,1,2,792
237312,1,3,2806
237330,1,2,1639
237358,1,1,992
237367,1,2,2439
237525,1,2,6718
237543,3,3,61
237561,3,3,33
237640,1,3,289
237792,1,2,1651
237899,1,2,3235
237932,1,1,1857
237950,1,2,1085
237969,1,2,2182
238032,1,1,17326
238078,1,2,1057
238096,2,5,0
238193,1,2,758
238324,1,2,70
238333,1,2,3140
238430,1,3,736
238458,1,2,4116
238476,1,2,7099
238616,1,2,3509
238661,1,2,1295
238980,1,2,823
239017,5,2,3028
239071,1,2,282
239080,1,2,1596
239105,1,1,15324
239309,1,3,1448
239318,1,3,4059
239390,1,2,1296
239512,1,1,1706
239628,5,2,2614
239716,1,2,3358
240107,1,2,1325
240189,1,2,6046
240268,1,1,6202
240277,1,1,3292
240329,1,1,6214
240338,1,2,981
240365,1,1,6340
240374,1,1,2048
240392,2,3,445
240417,1,1,3393
240426,1,1,1067
240444,1,1,45915
240453,1,2,10738
240462,1,1,3671
240471,1,1,2782
240480,1,1,5882
240727,1,1,4919
241191,1,2,159
241225,1,3,158
241331,1,3,215
241395,1,3,149
241410,1,3,2353
241720,1,3,96
241766,1,3,65
241836,1,3,185
241951,1,1,88
242042,1,3,272
242556,1,1,168
242565,1,3,37
242583,1,3,83
242617,1,3,1420
242626,1,3,1496
242635,1,3,1408
242644,1,3,916
242653,1,3,1746
242662,1,3,1697
242680,1,3,586
242699,1,3,578
242705,1,3,1788
242945,1,3,200
242954,1,3,115
243106,1,3,756
243115,1,2,1524
243133,1,3,1042
243142,1,3,1606
243151,1,3,752
243179,1,3,1517
243188,1,3,353
243197,1,3,4436
243212,1,3,1368
243221,1,3,5496
243443,1,3,3981
243568,1,1,14
243586,1,3,436
243638,1,3,1352
243665,1,2,640
243744,2,2,45227
243780,1,1,57510
243799,3,3,15
243832,1,3,319
244233,3,3,27
244437,1,2,10289
245652,2,2,476
245777,3,1,22
246071,5,3,0
247065,2,3,230
247649,2,2,363
247773,3,1,14
248633,1,3,26
248934,3,3,5542
250027,3,3,219
260336,3,3,0
260363,1,3,1
260813,3,3,22
260992,3,3,155
262086,1,3,219
262129,1,1,1382
262165,5,3,28
262466,5,2,1
363439,3,3,33
363934,1,2,1367
365213,1,3,331
365383,5,5,186
365763,3,3,26
366711,1,1,15413
368407,3,3,14
368443,3,3,437
368452,2,2,334
368647,1,2,0
369455,5,5,25
369668,3,3,135
373711,3,3,24
375966,5,3,2
376321,1,2,308
377218,3,3,30
377546,1,5,89
377555,1,1,4158
377564,1,1,1985
379621,3,3,8
382416,3,3,6
383525,1,1,275
384254,1,2,473
384421,3,1,26
385619,3,2,1999
386153,3,1,592
386472,2,3,130
392354,3,3,0
399911,1,1,427
405058,3,1,60
406422,2,3,81
406547,3,3,16
408729,3,3,71
409698,1,1,11461
414878,1,3,18
417327,3,3,21
417628,1,3,20
417646,3,3,6
417655,2,2,28
417682,3,3,2
417716,3,3,14
417734,1,3,20
417752,1,3,18
417868,1,3,124
417992,3,3,5
418010,3,3,23
418029,5,2,15
418056,3,3,6
418065,3,2,106
418427,2,3,17
418445,3,3,12
418481,2,3,20
418524,3,3,55
418588,2,3,19
419031,1,3,7
419217,1,2,4
420325,3,1,53
421832,5,3,71
421841,1,3,243
422695,3,3,13
426314,2,2,1317
427308,3,3,98
428170,1,5,559
430485,1,3,0
430670,1,3,29
430883,5,5,7
430971,3,3,14
431105,1,3,30
431266,1,3,113
431600,3,3,24
431983,3,1,0
432524,1,3,205
433040,3,3,44
433174,1,5,56
433536,2,3,76
433660,1,1,15430
434362,3,3,39
436818,1,1,1393
436827,1,1,873
436836,1,1,4579
437237,3,3,40
437705,1,3,0
437732,3,3,220
438337,1,3,140
439455,3,3,57
439701,1,3,35
439862,3,2,224
440396,5,5,65
440828,1,1,1660
441487,3,3,24
441593,3,3,14
441609,3,1,21
441636,3,3,15
441742,3,3,334
441858,5,3,18
441900,1,2,1371
441937,1,1,10040
441982,1,1,900
442213,3,5,2
442356,1,2,430
442426,3,3,83
443058,2,3,16
443261,3,3,89
443410,1,2,931
443599,1,3,75
444413,3,2,90
444866,3,3,177
445188,1,1,25923
445267,1,2,6
445692,1,2,1020
445708,1,2,3920
446048,1,2,1559
446233,1,2,72
446303,3,3,8
446385,1,3,244
446561,5,5,1000
447263,3,3,205
447689,1,1,5903
447953,1,3,95
449384,3,3,34
449506,1,3,3
449612,3,3,53
449658,3,3,47
449764,1,3,342
449834,5,3,0
449861,3,3,241
449931,1,3,77
451149,5,5,75
451158,5,5,160
451352,3,3,362
451370,3,1,8
451398,3,2,96
451404,3,1,124
451927,1,5,177
454184,1,2,1183
454227,1,3,48
454236,1,3,31
454245,1,3,8
455196,3,3,292
455257,3,1,79
455664,1,5,127
455770,1,1,62
456959,1,1,1440
457129,1,3,24
457350,1,1,25
457484,5,3,35
457925,3,3,5
459417,1,3,61
459842,2,3,93
459851,2,3,105
459949,1,1,10006
460181,3,3,219
460190,3,3,122
460206,3,3,206
460349,1,2,211
460376,3,3,0
460385,1,1,83
460871,1,3,11
460914,1,3,9
461254,5,3,15
461528,1,3,13
461759,1,3,23
461847,3,1,16
461953,1,3,6
462354,1,2,310
463056,1,1,2057
464226,1,5,1185
466921,1,3,19
466930,1,3,29
475200,5,3,1
475422,5,3,2
475477,3,3,20
475608,2,3,32
475635,3,3,6
475705,3,3,7
475732,1,3,17
475741,1,3,17
476601,3,1,30
476683,3,3,96
476692,3,1,28
476753,3,3,116
476975,1,3,115
479062,3,3,71
479992,5,5,3
480499,5,2,15
480569,5,3,162
480781,1,3,36
480912,3,3,8
480921,3,3,15
480985,1,3,7
481058,3,3,4
481137,3,3,49
481182,1,2,0
481225,1,3,4
481410,3,1,53
481438,3,1,30
482149,1,1,3692
482158,1,2,3237
482185,3,3,72
482228,1,3,37
482413,1,3,98
482422,1,3,10
482431,1,3,114
482440,1,3,6
482459,1,3,43
482468,1,3,108
482477,1,3,2781
482486,1,3,4
482538,1,3,2
482547,1,3,0
482556,1,3,15
482565,1,3,3
482574,1,3,25
482608,1,3,3
482617,1,3,3
482635,1,3,14
482653,1,3,3
482680,1,5,11149
482936,1,1,1665
483018,5,2,188
483036,3,3,53
483124,2,2,5559
483814,3,3,75
484473,1,5,1364
484905,1,5,2324
485360,3,3,4
485698,5,3,17
485856,3,3,0
485999,3,1,39
486017,3,1,8
486026,3,1,31
486196,3,1,80
486202,1,3,45
486284,1,3,164
486488,1,3,2
486512,3,3,186
486840,1,1,18601
486901,1,2,518
486938,1,3,6
486947,1,3,3
486956,1,3,17
486965,1,3,139
487092,2,2,16687
487375,1,3,38
487524,1,2,2301
487588,3,3,238
487658,3,3,104
487746,3,1,1
487861,3,3,145
487977,3,3,636
488004,3,1,0
488226,3,3,3
488305,1,3,63
488314,3,1,35
488350,3,1,75
488420,1,3,281
488590,1,3,8
488785,1,1,58
489344,1,3,3
489353,1,3,6
489937,1,2,461
490054,3,3,433
490063,5,5,18
490133,2,2,328
490203,3,3,20
490319,3,1,16
490382,3,3,22
490498,1,5,36
490504,3,1,18
490513,3,1,32
490805,1,2,5301
491057,3,1,24
491075,3,3,38
491251,3,3,50
491288,1,1,2
491297,1,1,0
491446,3,1,120
491525,5,2,23
491613,3,1,21
491622,3,1,35
491631,3,1,52
491640,3,1,40
491710,3,1,22
491765,3,1,18
491817,3,1,250
491914,3,1,27
492476,1,3,66
492759,1,3,11
493479,3,3,10
493594,3,1,20
493619,1,3,100
493646,3,1,196
493664,3,1,1
493682,3,3,100
493707,3,1,40
493716,3,1,32
493798,3,1,220
493813,1,3,17
494162,1,3,20
494171,1,3,41
494278,1,3,23
494287,1,3,65
494463,3,1,217
494685,1,3,85
494807,1,1,35
495031,3,1,20
495420,1,3,24
495439,1,3,7
495448,1,3,21
495457,1,3,33
495767,1,2,95321
495916,1,3,1
