,UNITID,TYPE,FORPROFIT,BOARD,TUITION1_INDISTRICT_UG,FEE1_INDISTRICT_UG,OFFCAMPUS_SELF_EXP,OFFCAMPUS_FAMILY_EXP,ADMS_REQUIRED_COLLEGEPREP,NUM_APPS_ADMIT,FULLTIME_RETENTIONRATE_SPRING,STUD_TO_FAL_RATIO,PRCNT_FIRSTYR_UG,PRCNT_UG_AWARDEDAID,PRCNT_UG_AWARDED_PELL,TOTAL_AMOUNT_PELL_TOUG,PRCENT_FLOANS_TOUG,STATE,HLOFFER,TEACHER_CERT,TUITION_GURANTEE,TOTAL_ASSETS,TOTAL_SPENT_ACADEMICSUPP,TOTAL_SPENT_STUDENTSS,STATEGRANT,LOCAL_GRANT
161,133881,0,0,0,42346,900,3600,6420,0,9803,82,15,19,80,21,3678491,36,SOUTH,Highest_Doc,1,0,338897187,11895433,20285122,53976863,182091340
162,133951,1,0,0,4721,1844,5840,8056,1,16904,91,25,7,74,48,112894409,26,SOUTH,Highest_Doc,1,0,1562282554,129453759,84083695,67561957,0
163,133979,0,1,1,12576,3360,5000,5200,0,3929,50,13,30,95,71,3986184,64,SOUTH,Highest_Masters,1,0,90969603,2767092,7493762,1588130,43647824
164,134079,0,1,1,38180,800,2864,2864,0,9116,81,14,26,96,26,3075503,58,SOUTH,Highest_Doc,1,0,282296140,3171177,16440401,42959622,93463554
165,134097,1,0,1,4640,1877,5382,5382,1,63691,95,21,21,85,26,47252119,28,SOUTH,Highest_Doc,1,0,3047918930,136608785,62325892,125182358,0
166,134130,1,0,0,4477,1904,3570,3570,0,48193,97,17,18,85,24,46046513,19,SOUTH,Highest_Doc,1,0,4362583000,247609000,48665000,180670000,0
167,135726,0,0,1,52080,1602,3560,3560,0,40133,91,12,19,66,15,8081880,25,SOUTH,Highest_Doc,1,0,5539608617,191910447,56874463,278812000,3659157259
168,136172,1,0,0,3996,1968,3974,3974,0,16551,84,19,17,64,30,22120952,30,SOUTH,Highest_Doc,1,0,605865392,42008944,19146459,26036321,0
169,136215,0,0,0,32370,1060,9014,9014,1,13727,80,17,27,93,41,11584994,49,SOUTH,Highest_Doc,1,0,1604463622,98760202,46317589,99300367,655006655
170,136330,0,1,0,32880,596,8090,8090,0,1581,73,12,18,79,29,3878684,44,SOUTH,Highest_Doc,1,0,220823000,5056000,12292000,35145000,79270000
171,136774,0,0,1,45130,4410,3380,3380,0,2420,80,12,27,94,25,2061232,57,SOUTH,Highest_Bachelor,0,0,394615231,17273726,8030585,19514126,81728064
172,137032,0,1,0,23990,650,2958,2958,0,5662,64,17,10,72,49,19522244,71,SOUTH,Highest_Doc,1,0,243651425,16704423,37572412,28564633,156362386
173,137351,1,0,0,4559,1851,4100,4100,0,38696,92,22,14,67,34,69269049,31,SOUTH,Highest_Doc,1,0,2200401343,155482712,69189812,84007979,712125
174,137476,0,1,1,31800,1140,6831,6831,0,5649,49,11,15,40,24,3560674,25,SOUTH,Highest_Doc,0,0,109354722,5257264,10532557,26234244,55274768
175,137546,0,0,1,49140,360,3000,3000,1,11957,76,13,29,98,33,5299537,52,SOUTH,Highest_Doc,1,0,588771463,14494168,28345882,100436783,141030387
176,137564,0,1,1,26520,1000,2400,2400,0,5689,66,28,15,57,29,11777538,40,SOUTH,Highest_Doc,1,0,135061336,13135879,22378521,1266437,90582897
177,137847,0,0,0,28802,2082,4630,4630,1,24886,78,17,25,92,20,7958032,51,SOUTH,Highest_Doc,1,0,788681570,20123387,28559258,82749427,211596886
178,137953,0,1,1,11980,1150,2918,4275,0,163,52,15,22,82,53,906229,80,SOUTH,Highest_Masters,0,0,3507473,455177,803034,731469,3889132
179,137962,0,1,1,15200,1100,1800,2400,0,105,74,14,15,99,64,581285,73,SOUTH,Highest_Bachelor,0,0,9350794,378730,973961,794805,3688068
180,138275,0,1,1,23500,550,4500,1750,0,1177,52,14,24,96,61,2662428,76,SOUTH,Highest_Masters,1,0,29341613,1126213,6591096,5793756,18734911
181,138293,0,0,1,25526,2892,5040,4766,0,3282,49,25,32,99,56,1688807,68,SOUTH,Highest_Masters,0,0,17075718,362421,6766170,0,14643316
182,138354,1,0,0,3735,2041,2300,2300,0,7232,84,20,11,65,35,15217358,66,SOUTH,Highest_Doc,1,0,293885561,33800879,12765918,12761240,0
183,138558,1,0,0,2563,1002,3200,3200,1,2403,74,19,21,86,39,7135499,36,SOUTH,Highest_Bachelor,1,0,76103767,9278544,4188527,3336408,0
184,138600,0,1,1,43920,330,1145,1145,1,1838,83,11,30,97,41,2034928,57,SOUTH,Highest_Masters,0,0,355969145,8118443,10114499,27319761,59508095
185,138716,1,0,0,4064,1870,4240,4240,1,7655,74,19,23,80,66,18027613,68,SOUTH,Highest_PostMasters,1,0,215696734,7542697,6411050,0,0
186,138868,0,1,1,20700,1150,2000,1000,0,1044,65,13,9,95,28,4910777,35,SOUTH,Highest_Masters,1,0,44703708,3602429,5951115,6318249,27646915
187,138947,0,1,1,18990,2705,3312,3312,1,15613,63,19,25,86,69,11465548,85,SOUTH,Highest_Doc,1,0,258178622,9363011,10314416,21791623,102161831
188,139144,0,0,0,37720,226,4084,3632,1,4166,84,12,30,99,23,2047008,48,SOUTH,Highest_Masters,1,0,1203857602,9540780,18813784,44562669,92782947
189,139199,0,0,1,30000,1720,4240,4240,0,1139,53,11,11,85,47,3528385,63,SOUTH,Highest_Doc,1,0,138158492,3711111,16425875,10477421,58040901
190,139205,0,1,1,17400,1500,4058,8315,0,483,46,16,22,98,36,1466479,43,SOUTH,Highest_Bachelor,1,0,30763062,365117,2284052,4239419,10270798
191,139250,1,0,0,2563,1370,5830,5830,1,2267,64,21,16,70,40,6569067,33,SOUTH,Highest_Bachelor,1,0,72170258,2183040,3136211,0,0
192,139311,1,0,1,4064,1504,2718,1359,1,2362,69,19,8,70,51,16019902,48,SOUTH,Highest_PostMasters,1,0,134026358,10703802,10265832,0,0
193,139366,1,0,0,4371,1870,4240,4240,1,5336,75,17,15,84,45,12855594,51,SOUTH,Highest_Doc,1,0,151089719,18165197,10006336,0,0
194,139393,0,1,1,35670,1040,1950,870,0,612,84,12,23,95,21,849758,47,SOUTH,Highest_Masters,1,0,113015563,1809938,6626033,16201854,29648337
195,139630,0,1,1,20760,460,3500,3500,0,946,62,15,26,89,39,1908640,52,SOUTH,Highest_Bachelor,1,0,31895292,349538,4987752,8018578,15818523
196,139658,0,1,0,53070,798,2550,2550,0,28211,93,9,19,60,19,6803400,29,SOUTH,Highest_Doc,0,0,17172361000,165695000,98691000,293415000,6577807000
197,139719,1,0,1,4064,1768,500,500,1,5693,73,24,17,87,75,9062320,83,SOUTH,Highest_PostMasters,1,0,157395026,13640213,4756718,0,0
198,139755,1,0,1,10258,2594,4060,4060,1,40852,97,19,19,71,13,9476413,23,SOUTH,Highest_Doc,0,0,2797557110,85952415,44766713,0,29213875
199,139764,1,0,1,4064,1400,5328,9890,1,2598,66,17,15,72,38,4615446,45,SOUTH,Highest_PostMasters,1,0,88885718,3958033,4037248,0,0
200,139861,1,0,1,7508,2016,6628,6628,1,4515,82,16,25,86,19,5034190,41,SOUTH,Highest_Doc,1,0,228741829,16703362,10524826,30644959,0
201,139931,1,0,0,4371,2114,6558,6558,1,17250,79,22,18,84,36,39805340,49,SOUTH,Highest_Doc,1,0,756923418,54384255,37124893,39316,0
202,139940,1,0,1,7158,2128,4872,4872,1,20409,81,27,18,79,49,63874757,49,SOUTH,Highest_Doc,1,0,1326742316,99613905,51985456,0,0
203,139959,1,0,1,9790,2290,4828,4828,1,28206,94,17,18,88,20,26543062,30,SOUTH,Highest_Doc,1,0,2644567718,166353017,50363902,1943134,0
204,139968,1,0,1,2563,1226,3864,2650,0,2257,52,22,23,85,49,8665799,45,SOUTH,Highest_Bachelor,1,0,92697822,3289397,2835245,0,0
205,140234,0,1,1,32000,370,3050,3050,0,1624,58,10,29,99,42,1707360,78,SOUTH,Highest_Masters,1,0,156873904,1405349,7312256,14421938,32068646
206,140252,0,0,1,12105,1491,9600,5100,0,408,72,14,18,82,39,1505000,57,SOUTH,Highest_Doc,0,0,128624795,2575735,9440107,1246650,74006143
207,140447,0,0,0,28695,300,2778,2778,1,5651,87,14,18,93,33,8100576,56,SOUTH,Highest_Doc,1,0,834032550,28819808,26751075,92346790,293096405
208,140553,0,0,0,27038,2430,3960,3960,0,3258,86,15,25,76,48,5661410,79,SOUTH,Highest_Bachelor,1,0,402541341,8385400,42361149,24462198,120737805
209,140696,0,0,1,40880,280,4000,4000,1,2386,77,18,29,95,37,2608626,75,SOUTH,Highest_Bachelor,0,0,121780762,1958854,10977732,31302983,31663378
210,140720,0,1,1,12705,1890,3024,3024,0,2403,18,5,21,98,83,1931995,87,SOUTH,Highest_Bachelor,1,0,38832676,183009,1711329,1063456,15309549
211,140818,0,1,1,27300,220,2890,2890,0,1457,77,10,21,97,43,2778146,69,SOUTH,Highest_Doc,1,0,155494183,2487082,9106907,1691903,48046183
212,140872,0,1,1,24228,1000,6200,6200,0,1142,60,13,23,95,40,2597226,61,SOUTH,Highest_Masters,1,0,111792744,1203980,7436658,13148007,32820363
213,140951,0,0,1,37575,500,3573,3678,0,14327,75,18,21,92,20,10539223,41,SOUTH,Highest_Masters,0,0,1256254088,27454690,49801450,126166744,332672409
214,140960,1,0,1,4064,1838,2450,2450,1,10032,69,18,23,87,70,12501441,76,SOUTH,Highest_Masters,1,0,171899382,9465998,6497935,3191556,0
215,140988,0,1,1,22380,430,6501,3735,0,1548,63,15,23,81,39,2712434,60,SOUTH,Highest_Masters,1,0,59873616,1023391,5978164,11879782,23202863
216,141060,0,0,1,25942,4030,7000,7000,1,9118,89,11,24,78,43,4964062,78,SOUTH,Highest_Bachelor,1,0,668899439,9566732,13774966,19853021,102759285
217,141167,0,0,1,15940,1030,2200,1980,0,840,59,12,9,96,31,645511,81,SOUTH,Highest_PostMasters,1,0,22184125,570697,3524093,3211601,14469689
218,141237,0,1,1,20928,1010,3500,3500,0,702,79,17,7,98,10,1343417,16,SOUTH,Highest_Masters,0,0,54440443,972513,6493710,7032368,22064737
219,141264,1,0,0,4371,2212,4446,4854,1,9887,73,20,19,82,51,21024380,58,SOUTH,Highest_Doc,1,0,345283921,13130750,18654016,0,0
220,141325,0,1,1,23990,1200,2500,2500,0,1142,74,8,18,82,36,1369858,45,SOUTH,Highest_Masters,1,0,93465139,1016197,2614310,6429188,17652689
221,141334,1,0,0,4371,2150,7294,6800,1,6634,73,19,17,80,45,23203914,54,SOUTH,Highest_Doc,1,0,367323248,30775751,19135431,0,0
222,141361,0,1,0,28612,1055,3971,6810,0,2216,60,11,19,100,23,1589091,40,SOUTH,Highest_Masters,1,0,213349901,2742035,6490178,18387724,29002834
223,141486,0,1,1,26800,114,2559,2559,0,1714,81,10,17,86,42,3332825,38,WEST,Highest_Doc,1,0,103384806,10328514,6170658,15077701,49066037
224,141565,1,0,0,7344,494,8152,5162,0,3152,71,13,16,73,45,5992574,36,WEST,Highest_Doc,1,0,239209908,9958463,10972764,8335,0
225,141574,1,0,0,11304,882,2742,2742,1,13240,80,13,16,58,28,16693156,32,WEST,Highest_Doc,1,0,1038202775,105536332,41214885,3013303,64094
226,141644,0,0,0,28800,500,2260,2260,1,8296,66,16,13,59,22,3714419,28,WEST,Highest_Doc,1,0,166381446,7428201,12406899,31032684,80483546
227,142090,0,1,1,12450,650,7488,5436,0,52,67,10,16,89,47,195011,35,WEST,Highest_Bachelor,0,0,6696748,166910,411252,468000,3114861
228,142115,1,0,0,5532,2536,4754,4258,0,15511,78,18,13,47,21,20866542,30,WEST,Highest_Doc,1,0,891622641,42892154,22775948,523765,0
229,142285,1,0,0,6182,2122,3306,3350,0,9938,77,16,16,65,27,11787273,35,WEST,Highest_Doc,1,0,587344677,25162065,22312904,4894414,0
230,142294,0,0,1,32100,755,2200,2200,0,3677,84,11,33,99,26,1274553,56,WEST,Highest_Masters,1,0,187183423,2810811,9322180,25412151,33006893
231,142461,0,1,1,32130,650,3760,3760,0,2793,79,18,20,81,30,1835264,53,WEST,Highest_Doc,1,0,150131088,3787860,10425629,18630706,40934016
232,143118,0,0,1,25600,360,3240,7200,1,2965,78,20,20,92,44,8519897,63,MidWest,Highest_Doc,1,0,221966879,11706759,15888778,38938712,91967461
233,143358,0,0,0,35060,420,2240,5850,1,10202,86,14,23,96,29,6293160,66,MidWest,Highest_Doc,1,0,713548498,10527617,12121752,70704481,161181256
234,144005,1,0,1,7488,3716,4451,4451,0,4151,54,9,9,85,62,6141930,81,MidWest,Highest_Doc,1,1,177158439,9163866,6837647,4522760,0
235,144281,0,0,1,26610,1176,2856,2856,0,8061,69,14,26,87,36,11046566,62,MidWest,Highest_Masters,0,0,522591069,22335583,31840497,51917500,184832996
236,144351,0,1,1,32660,976,1700,1700,0,4786,71,12,22,85,41,3013653,64,MidWest,Highest_Doc,1,0,102332915,5464553,25194641,22768560,76859464
237,144740,0,1,0,40551,651,2394,4668,1,27869,83,17,18,87,31,19033483,53,MidWest,Highest_Doc,1,0,1757708000,61631000,74658000,252019000,537744000
238,144892,1,0,1,9036,2895,2534,3380,1,8999,74,14,15,65,35,10012844,45,MidWest,Highest_PostMasters,1,1,306313979,11839640,17401879,9442096,0
239,144962,0,1,0,38354,300,4200,4200,0,4299,81,13,18,98,36,5060061,59,MidWest,Highest_Masters,1,0,201048408,7067690,14382948,51657107,70710430
240,144971,0,1,0,27450,910,3100,3100,0,1100,59,11,21,96,39,907256,70,MidWest,Highest_Bachelor,1,1,55660129,646431,3515986,4868419,15104597
241,145336,1,0,0,7512,2596,3000,3000,1,1459,58,11,7,68,54,9205040,52,MidWest,Highest_Doc,1,1,194668411,3364055,7530317,6495660,0
242,145372,0,1,0,28406,550,6676,5748,0,1993,67,10,25,89,42,1765975,69,MidWest,Highest_Masters,1,0,68238769,1300448,7137871,11940536,26621254
243,145600,1,0,0,12105,3322,5570,3000,1,22798,82,18,20,72,51,53093609,36,MidWest,Highest_Doc,1,1,3243494156,214902543,80687435,96110525,0
244,145619,0,1,1,30830,1510,4364,4364,0,3017,67,13,14,89,41,4891995,60,MidWest,Highest_Doc,1,0,180508560,7238862,20094060,32310796,74092716
245,145646,0,0,0,51132,204,1700,1000,0,3896,87,11,25,100,23,1753537,67,MidWest,Highest_Bachelor,1,0,377291473,3884957,7908793,43063013,70922432
246,145691,0,1,1,34070,550,1500,2580,0,3781,75,13,31,99,41,2027886,75,MidWest,Highest_Masters,1,0,191964804,4510416,11571374,21014442,36103567
247,145725,0,0,0,48610,1620,5300,5300,0,5033,87,10,19,95,29,4484710,41,MidWest,Highest_Doc,1,0,677569000,15375000,16988000,122722000,268053000
248,145813,1,0,0,10741,2374,7094,5686,0,15487,84,19,21,75,30,26256362,55,MidWest,Highest_Doc,1,1,863113022,27820374,54750005,34490920,0
249,146339,0,1,1,28840,1030,2400,2450,0,970,55,10,17,70,42,1865005,66,MidWest,Highest_Doc,1,0,46832814,1606389,4698797,11967778,22348245
250,146427,0,0,1,49185,789,1000,2250,1,3104,82,10,25,96,32,1877186,58,MidWest,Highest_Bachelor,1,0,257828933,4544511,10130956,38956673,48244482
251,146481,0,0,1,48920,902,2784,10954,1,4482,84,12,25,98,33,2499057,73,MidWest,Highest_Masters,1,0,218648445,4867597,13659805,47539934,61991498
252,146612,0,1,1,34268,210,2525,2525,1,6458,80,14,15,91,33,6727273,55,MidWest,Highest_Doc,1,0,241611224,839919,18710118,49461997,111860081
253,146676,0,0,1,18300,1100,5005,6138,0,1403,53,15,29,85,59,3251845,72,MidWest,Highest_Masters,0,0,49761485,2045269,4059637,6175486,20068912
254,146719,0,1,1,45500,560,1600,1600,0,25453,85,14,21,89,23,14211103,55,MidWest,Highest_Doc,1,0,2261282374,129382859,54104700,245234017,583729430
255,147013,0,1,1,31100,1100,3484,3304,0,1965,76,14,19,95,31,2499217,52,MidWest,Highest_Doc,1,0,107359374,1366283,10749425,598695,40576480
256,147244,0,0,1,38800,792,2100,2100,0,3071,70,10,23,93,36,3466772,65,MidWest,Highest_Doc,1,0,256274780,3134023,12488074,40637521,53835186
257,147369,0,1,1,11520,2450,5698,5698,0,361,82,19,8,87,38,3365175,41,MidWest,Highest_Masters,0,0,328644002,5917700,5806400,13159904,110753755
258,147660,0,1,0,41000,180,9994,4680,1,6919,75,13,21,98,26,2938120,63,MidWest,Highest_Masters,1,0,362226785,7160480,9893143,54595497,79923843
259,147679,0,1,1,31430,670,3200,3200,0,4782,75,10,19,94,46,4175232,65,MidWest,Highest_Doc,1,0,307400946,6677694,12491011,25191606,63473907
260,147703,1,0,1,9466,4926,2870,3442,1,16690,78,16,15,82,43,23883270,59,MidWest,Highest_Doc,1,1,589642569,41953396,26827857,32551197,0
261,147767,0,0,1,58227,474,3304,3076,1,39263,97,6,23,59,18,7781217,21,MidWest,Highest_Doc,1,0,15855683000,380112000,255538000,512945274,2459351000
262,147828,0,1,0,35960,990,1000,3300,0,4711,75,14,22,96,35,4847717,72,MidWest,Highest_Doc,1,0,302250224,6518872,21689211,61588010,89701932
263,148016,0,0,0,29970,750,1000,1000,0,74,86,5,16,97,0,0,0,MidWest,Highest_Bachelor,0,0,589338355,3587387,8330924,8717829,45471210
264,148405,0,0,1,32800,250,3900,3900,0,2021,66,10,17,85,45,1988958,64,MidWest,Highest_Masters,1,0,53702064,1737748,5897861,11227353,25808160
265,148496,0,1,0,34950,470,1372,3872,1,4342,83,10,19,92,46,4776461,66,MidWest,Highest_Doc,1,0,139867080,9104606,10254573,32458571,74726145
266,148627,0,1,0,33630,1100,3310,2580,0,8306,78,16,23,96,53,7702844,87,MidWest,Highest_PostMasters,1,0,126945077,5803477,10322589,51351388,59815431
267,149222,1,0,0,9591,5466,2941,2941,1,6165,81,11,12,78,36,15135936,51,MidWest,Highest_Doc,1,1,706401831,257283248,57537823,11078547,0
268,149231,1,0,0,8559,2936,2906,2906,0,8773,78,16,16,72,33,16878757,48,MidWest,Highest_Doc,1,1,493083351,24936343,37476855,11336869,0
269,149505,0,1,0,31700,475,3980,2980,1,1208,80,10,16,86,33,1400536,59,MidWest,Highest_PostMasters,1,0,83939338,2577350,7173916,12441405,30762962
270,149514,0,1,0,32398,900,2585,2585,1,277,66,8,14,68,28,971707,57,MidWest,Highest_Doc,1,0,98327567,2261969,4779390,12548416,34371991
271,149772,1,0,0,8712,4392,4030,4030,0,7603,77,13,15,90,48,13479661,63,MidWest,Highest_Doc,1,1,257390254,18147027,22912330,12292867,0
272,150066,0,1,0,31470,630,2800,2800,0,3905,71,8,25,96,37,2226939,70,MidWest,Highest_Doc,1,0,124318000,3890000,8996000,17484000,43975000
273,150136,1,0,1,9482,662,2710,4768,1,20167,80,14,24,69,33,28439660,53,MidWest,Highest_Doc,1,0,1308238698,58409137,21915321,33179354,0
274,150145,0,1,1,29250,540,6562,3128,0,1235,74,11,25,85,40,2143580,60,MidWest,Highest_Masters,1,0,48689339,867787,7565027,13986426,26404796
275,150163,0,0,1,42410,990,3050,3050,1,14592,86,12,24,93,13,2769256,44,MidWest,Highest_Doc,1,0,681272000,16500000,36932000,77841000,191904000
276,150400,0,0,0,51736,974,2100,2100,0,5481,89,8,21,96,19,1723127,39,MidWest,Highest_Bachelor,0,0,1044669443,13537040,19616990,60958242,109847185
277,150455,0,1,1,47106,985,2350,2350,1,2198,83,8,19,98,28,1168446,48,MidWest,Highest_Masters,1,0,538359443,2392078,6963987,34393197,59020085
278,150534,0,1,1,37500,1186,2880,2730,0,4709,87,10,21,85,21,2013258,45,MidWest,Highest_Doc,1,0,318958007,4930596,13252799,42355803,68034848
279,150604,0,1,1,33754,200,5000,5000,0,2073,79,11,29,98,37,1586095,73,MidWest,Highest_Masters,0,0,142128594,3823657,7543115,15937909,30465549
280,150756,0,1,0,38880,770,1500,1500,0,2565,84,12,27,100,30,1536256,57,MidWest,Highest_Bachelor,1,0,236094942,1478325,9659110,31522957,36551940
281,150774,0,1,1,32000,1250,1400,1400,0,644,68,13,42,85,29,609071,47,MidWest,Highest_Bachelor,1,0,44153541,898653,3210919,6255024,12147266
282,150941,0,1,1,25956,890,1350,6550,0,1075,77,12,19,81,32,1595283,56,MidWest,Highest_Doc,1,0,88113397,2565940,7005937,11475478,32938923
283,151111,1,0,0,8795,1149,4076,4076,1,16220,75,14,20,70,35,33078924,40,MidWest,Highest_Doc,1,0,2158667767,269139314,42246510,0,0
284,151263,0,1,1,30888,1380,4438,4438,1,7893,75,13,26,97,39,8255833,62,MidWest,Highest_Doc,1,0,265228375,10327629,27617752,66130495,127209995
285,151290,0,0,0,27530,470,5522,5522,0,3396,70,12,27,86,39,2812210,74,MidWest,Highest_Doc,0,1,274881086,4244105,12858764,45842416,62434715
286,151306,1,0,0,8716,570,3000,3000,0,4158,75,17,17,66,25,10270656,37,MidWest,Highest_Doc,1,0,361769561,17040010,13471932,9872305,0
287,151324,1,0,1,9186,280,2824,2824,1,13477,69,18,18,63,39,18548296,56,MidWest,Highest_Doc,1,0,831985000,26950000,15133000,18981000,0
288,151342,1,0,0,7067,648,4076,1558,1,2712,67,12,18,78,41,8036178,43,MidWest,Highest_Masters,1,0,160727978,7284217,4739976,0,0
289,151351,1,0,0,9815,1406,2830,4190,1,44129,91,16,25,71,18,28106070,30,MidWest,Highest_Doc,1,0,3417659755,219042629,68710923,0,0
290,151379,1,0,0,7067,648,4076,1558,1,2549,64,13,20,62,36,6647072,37,MidWest,Highest_Masters,1,0,102595983,4889171,4634605,0,0
291,151777,0,1,0,33178,1258,3342,4705,0,4001,71,15,31,100,43,2075303,88,MidWest,Highest_Doc,1,0,163832946,5598190,7088259,21013629,42808989
292,152080,0,1,1,57192,507,1950,1950,0,21253,97,9,23,61,10,4359955,31,MidWest,Highest_Doc,1,0,18413619000,126085000,56790000,335613000,1280130000
293,152318,0,0,1,49479,1035,1560,1560,1,4376,90,10,25,97,12,1089007,45,MidWest,Highest_Masters,0,0,458661917,5130663,14533261,38222174,95364284
294,152336,0,1,1,31144,1130,3000,3000,0,1676,73,12,22,94,43,3210398,70,MidWest,Highest_Doc,1,0,127841101,3916741,7440913,22085248,48970064
295,152381,0,1,1,29950,1200,3609,3609,0,657,69,8,19,93,52,1948021,75,MidWest,Highest_Masters,1,1,29292127,2654520,2256553,9031722,20111445
296,152390,0,1,1,44760,960,2400,1800,0,2412,85,9,26,98,25,1695378,63,MidWest,Highest_Doc,1,0,373928752,7554319,9028206,37705621,62465630
297,152530,0,1,1,36535,265,2400,2400,1,2177,89,13,23,84,17,1637463,42,MidWest,Highest_Masters,1,0,248268000,5839715,12094193,31757979,66200000
298,152567,0,0,1,32990,500,3500,3300,0,3841,84,17,16,53,16,2632254,40,MidWest,Highest_Doc,1,0,197072495,4221437,7401754,38066278,61889093
299,152600,0,1,0,41940,1346,1620,1620,0,5991,83,11,22,98,27,3752245,57,MidWest,Highest_Doc,1,0,578079000,12353000,24338000,83857169,117188000
300,152673,0,0,1,45000,850,1950,1950,1,1522,84,9,26,100,28,1081990,66,MidWest,Highest_Bachelor,1,0,537122152,5517185,12331029,25092987,55409095
301,153126,0,1,1,34650,1100,3360,3360,0,1102,72,8,19,99,35,1046346,81,MidWest,Highest_Doc,1,0,71480884,1193634,3197606,11290804,25625786
302,153144,0,1,0,46860,350,2670,2670,0,7041,81,12,27,96,34,2227385,73,MidWest,Highest_Bachelor,1,0,187151390,2880925,11399736,41988167,41580748
303,153162,0,1,1,45288,626,3253,3253,0,2615,74,12,26,99,23,1032286,61,MidWest,Highest_Masters,1,0,214513669,2871944,9949482,27046371,41974157
304,153250,0,1,1,32240,580,4400,4400,1,1495,84,14,28,100,22,1298558,53,MidWest,Highest_Masters,1,0,163339577,2826173,7650203,21616361,42887590
305,153269,0,0,1,44188,178,3700,3200,0,6624,86,10,26,97,19,2522923,49,MidWest,Highest_Doc,1,1,506477281,22109395,28285335,72589959,148851220
306,153278,0,1,1,34070,1630,3790,1550,0,1844,66,15,20,88,48,4106450,70,MidWest,Highest_Doc,1,0,323826885,5788672,12878033,25182958,63509099
307,153320,0,1,1,16990,660,3116,3116,0,250,72,15,26,86,43,588672,30,MidWest,Highest_Doc,1,0,19439873,389104,1163219,974690,7542097
308,153366,0,1,1,30650,670,3120,3120,0,2521,78,14,19,86,49,2319731,74,MidWest,Highest_Doc,1,0,116316019,1941919,7997680,15473887,35396790
309,153375,0,1,0,29076,716,3640,3640,0,1810,69,12,19,94,39,3256770,72,MidWest,Highest_Masters,1,0,115318474,2997492,7570759,21685479,36607154
310,153603,1,0,0,8042,1274,2430,2430,1,20223,89,18,19,97,20,26436551,48,MidWest,Highest_Doc,1,0,2556026582,231224369,36835325,2292473,0
311,153621,0,1,0,24180,1100,3500,3500,0,4169,62,12,25,74,53,794989,73,MidWest,Highest_Masters,1,0,35770496,1062610,4464575,8026213,16427420
312,153658,1,0,0,8073,1533,3724,3724,1,24132,88,16,21,68,19,19986485,42,MidWest,Highest_Doc,1,0,8102477000,191504000,51400000,1974000,0
313,153825,0,1,0,33500,1718,2011,2111,0,2482,79,12,24,96,27,1523751,67,MidWest,Highest_Masters,1,0,121818736,4184018,9730801,25331246,41339817
314,153834,0,1,1,45000,610,3051,3015,0,3640,77,11,27,98,20,1665387,63,MidWest,Highest_Bachelor,1,0,292010961,4050737,14062497,53022451,72219455
315,153861,0,0,1,16000,530,3800,3800,0,50,47,12,3,49,41,940541,44,MidWest,Highest_Doc,0,0,69123000,1911000,2376000,2689000,36441000
316,154004,0,1,1,32460,1510,2800,2800,0,3388,69,13,29,93,31,1651499,71,MidWest,Highest_Doc,1,0,128662837,2857942,8535721,20555092,38036316
317,154013,0,1,1,34506,1000,6460,4870,0,1160,80,14,15,100,40,2324151,56,MidWest,Highest_Doc,1,0,97731253,3696247,7299400,17517849,33156066
318,154095,1,0,0,7665,1273,2396,2396,1,5085,86,17,16,67,26,9953185,53,MidWest,Highest_Doc,1,0,601548406,29713614,12497234,2000,0
319,154101,0,1,1,32700,220,2980,2980,0,1136,79,11,28,96,25,1018433,62,MidWest,Highest_Masters,1,0,150007512,5383107,6864269,18220456,31939341
320,154235,0,1,1,32478,280,6594,3624,0,4607,83,12,21,93,26,2602492,68,MidWest,Highest_Doc,1,0,330550712,7384520,10774951,32353367,80335281
321,154350,0,1,0,41466,780,4238,4238,1,1300,77,11,22,96,36,2086085,72,MidWest,Highest_Masters,1,0,150227314,1566795,9614884,26694779,37685829
322,154493,0,0,1,31950,995,3352,3352,0,1098,74,11,6,64,38,6501781,54,MidWest,Highest_PostMasters,1,0,113828825,1843814,11440341,18395220,53713591
323,154518,0,0,1,21886,1202,3223,3223,0,1040,26,25,7,69,34,3179818,43,MidWest,Highest_Masters,1,0,14126249,2995419,4252937,8220310,24146198
324,154527,0,1,1,43500,2180,1300,1300,1,4795,82,12,26,94,23,1548147,65,MidWest,Highest_Masters,1,0,215597614,3803942,12875428,37829762,49482678
325,154688,0,1,1,30170,500,5100,3850,0,819,79,10,15,68,26,1850750,51,MidWest,Highest_Doc,1,0,104053131,1988119,8267364,16102361,36964031
326,154712,0,1,1,30830,800,4100,4100,0,2488,84,13,25,93,17,1480613,52,MidWest,Highest_Masters,1,0,155052153,3771826,7023877,32123874,53877604
327,154721,0,1,1,28620,1960,6500,6650,0,1689,50,14,32,97,49,1844766,88,MidWest,Highest_Bachelor,1,0,38705707,889429,5050021,14168514,17376856
328,154749,0,1,1,30024,240,9792,6562,0,1034,70,10,32,98,42,883774,75,MidWest,Highest_Bachelor,1,0,45199680,1178434,4251853,7960372,13917668
329,155025,1,0,0,5278,1693,3498,3498,0,1544,78,17,20,78,34,5277618,64,MidWest,Highest_Doc,1,0,153683186,13744073,6979577,1958245,0
