,UNITID,TYPE,FORPROFIT,BOARD,TUITION1_INDISTRICT_UG,FEE1_INDISTRICT_UG,OFFCAMPUS_SELF_EXP,OFFCAMPUS_FAMILY_EXP,ADMS_REQUIRED_COLLEGEPREP,NUM_APPS_ADMIT,FULLTIME_RETENTIONRATE_SPRING,STUD_TO_FAL_RATIO,PRCNT_FIRSTYR_UG,PRCNT_UG_AWARDEDAID,PRCNT_UG_AWARDED_PELL,TOTAL_AMOUNT_PELL_TOUG,PRCENT_FLOANS_TOUG,STATE,HLOFFER,TEACHER_CERT,TUITION_GURANTEE,TOTAL_ASSETS,TOTAL_SPENT_ACADEMICSUPP,TOTAL_SPENT_STUDENTSS,STATEGRANT,LOCAL_GRANT
499,172644,1,0,0,13024,1605,5400,4942,0,17093,82,15,16,78,43,38534862,49,SOUTH,Highest_Doc,1,0,1861681000,101601000,48573000,2595000,0
500,172699,1,0,1,12094,923,2500,4187,0,16582,78,18,17,57,30,25557730,56,SOUTH,Highest_Doc,1,0,1224992438,60709210,23153970,668327,27600
501,173045,0,1,1,39295,710,2500,4000,0,2746,73,13,25,97,49,5797315,76,MidWest,Highest_Doc,1,0,209465774,5982659,16730077,46785232,86166804
502,173124,1,0,0,7976,1100,3000,3000,0,3043,72,19,14,76,29,5129323,51,MidWest,Highest_Masters,1,0,130684000,10552000,16024000,4039000,0
503,173142,0,1,1,27700,680,1850,1850,0,665,87,11,24,81,23,729381,52,MidWest,Highest_Bachelor,1,0,97860298,641830,5316347,8511818,20223622
504,173160,0,1,0,38870,160,5600,4730,0,1646,85,12,21,88,24,2711342,60,MidWest,Highest_Doc,1,0,206434060,10136173,12354525,43936579,100136744
505,173300,0,1,1,42750,516,3070,3070,0,4024,84,11,26,96,21,1856194,67,MidWest,Highest_Masters,1,0,365441053,5840808,11682492,44732898,88888367
506,173647,0,1,1,48250,530,1108,1108,0,4737,88,12,29,97,28,2881090,62,MidWest,Highest_Bachelor,1,0,467995139,4590770,15370013,62743017,84998815
507,173665,0,1,0,43154,1991,1200,1200,0,4441,74,13,26,96,39,3811867,66,MidWest,Highest_Doc,1,0,222794569,10476172,15741372,42881051,80865333
508,173920,1,0,1,7504,1062,2568,2366,1,10411,79,22,18,84,25,12557361,51,MidWest,Highest_Doc,1,0,393292000,32503000,34498000,9217000,0
509,174066,1,0,0,13318,1709,2442,2442,1,38237,93,17,18,56,18,30180565,37,MidWest,Highest_Doc,1,0,5989625787,497218772,138320796,43467005,0
510,174075,1,0,1,10438,1576,2122,2858,0,1616,64,18,7,41,21,2901205,36,MidWest,Highest_Bachelor,1,0,51440666,3462046,3754537,1961310,0
511,174233,1,0,0,12194,1382,2272,2272,1,9190,79,17,21,63,21,9459568,52,MidWest,Highest_Doc,1,0,398155757,31122120,19788728,13528590,4995
512,174251,1,0,0,12324,1254,1850,1850,1,4190,78,11,21,84,31,2293207,45,MidWest,Highest_Bachelor,1,0,59560802,5791531,6443605,2663125,0
513,174358,1,0,0,7632,1348,3360,3360,1,3688,70,18,17,83,30,5506780,55,MidWest,Highest_Doc,1,0,172257000,14506000,14902000,3674000,0
514,174437,0,1,1,25430,850,3300,7075,0,613,76,15,23,86,37,1808633,65,MidWest,Highest_Masters,1,0,50459831,2161980,1119716,9956205,26648294
515,174491,0,1,0,32490,710,2760,5566,0,1080,83,18,12,54,17,2548274,36,MidWest,Highest_Masters,1,0,143232354,4130751,11989063,17669807,82423015
516,174525,0,1,1,17034,300,5954,4882,0,126,57,10,16,83,60,248346,58,MidWest,Highest_Bachelor,0,1,7768333,165588,645063,0,3310173
517,174747,0,1,0,47332,1112,1500,1500,1,1845,89,12,25,99,23,1865537,66,MidWest,Highest_Bachelor,1,0,251991111,7415377,9470353,44815297,64421120
518,174783,1,0,1,7505,1274,2600,2600,0,5251,67,19,11,61,25,11685471,37,MidWest,Highest_Doc,1,0,312081000,23135000,26881000,7609000,0
519,174792,0,1,0,47332,834,1500,1500,1,1595,82,12,25,99,21,1547650,62,MidWest,Highest_Masters,1,0,424591848,8934671,10316099,41912148,72602730
520,174817,0,1,1,37650,630,1900,11530,0,1459,79,18,21,83,30,1842091,60,MidWest,Highest_Doc,1,0,182925802,8458505,14148506,22204514,76000777
521,174862,0,1,1,27270,710,6378,6378,0,949,66,16,10,57,28,1355325,44,MidWest,Highest_Masters,1,0,35449181,2614346,4862704,6042225,17074609
522,174899,0,1,0,38750,660,2384,2384,0,1922,84,14,18,86,28,2979487,62,MidWest,Highest_Doc,1,0,197957414,6520531,18422520,38177349,82215692
523,174914,0,1,0,46348,1035,2463,2463,0,7128,87,14,24,95,18,5417535,47,MidWest,Highest_Doc,1,0,1331564102,24715149,33534359,151293753,264467000
524,175005,0,1,0,33826,894,2350,2800,1,1677,82,11,10,76,38,5337964,67,MidWest,Highest_Doc,1,0,311571268,7573584,13850136,37815370,100051463
525,175078,1,0,1,7837,1221,2930,2930,0,1856,74,16,4,25,11,2916493,16,MidWest,Highest_PostMasters,1,0,84170000,5054000,11233000,1684000,0
526,175272,1,0,1,7712,2068,2640,2640,1,6804,75,17,22,91,26,7267918,59,MidWest,Highest_Doc,1,0,258118000,16156000,15931000,5494000,0
527,175342,1,0,0,6044,1246,6528,6528,0,6846,74,16,17,87,78,12469602,70,SOUTH,Highest_Doc,1,0,230217726,6785390,7239731,0,0
528,175421,0,1,1,26650,375,1000,4000,0,2380,68,8,7,69,42,4804074,61,SOUTH,Highest_Doc,1,0,66855068,1937957,13678988,11418409,44067151
529,175616,1,0,1,7951,170,4700,4000,1,517,67,11,9,64,34,5249216,43,SOUTH,Highest_Doc,1,0,137079876,4575674,5817402,1227846,741135
530,175856,1,0,0,8270,175,5472,5472,1,9551,74,14,15,79,71,18621866,90,SOUTH,Highest_Doc,1,0,355125039,9828185,19915562,1205068,0
531,175980,0,1,1,38600,2714,1944,1944,0,2796,70,9,26,99,31,1250266,59,SOUTH,Highest_Masters,1,0,178487613,2243385,6934813,20045421,33782593
532,176017,1,0,0,8718,110,5100,5100,1,16383,86,16,19,71,24,20622671,36,SOUTH,Highest_Doc,1,0,3588521751,67115376,24644669,10817106,0
533,176035,1,0,0,7425,100,4415,4415,1,516,79,12,7,91,46,6656170,50,SOUTH,Highest_Doc,1,0,138548474,11262555,5315693,1013176,0
534,176044,1,0,1,6726,20,5360,5360,1,3351,62,13,17,89,63,6409215,83,SOUTH,Highest_Masters,0,0,144443081,3587482,6965866,456459,0
535,176053,0,1,1,18200,1108,4765,4763,0,2559,80,15,16,93,30,4008868,44,SOUTH,Highest_Doc,1,0,240766156,3530780,12466486,33730511,75993423
536,176080,1,0,0,8800,110,5358,5582,1,16127,85,16,19,86,31,29505830,45,SOUTH,Highest_Doc,1,0,1572743804,41535368,20064595,12002137,0
537,176372,1,0,0,8786,110,4614,4427,0,9683,75,18,16,83,47,26674875,56,SOUTH,Highest_Doc,1,0,784794448,22615581,12188990,7720055,0
538,176406,0,1,1,10258,477,4440,4440,0,1844,70,11,18,95,86,3048687,73,SOUTH,Highest_Masters,1,0,95926322,2682113,4356138,2008151,23963418
539,176479,0,1,1,12600,1050,3417,3417,0,758,84,14,6,59,39,5382156,43,SOUTH,Highest_Doc,1,0,250187217,1428874,4286485,11736678,63519786
540,176947,0,1,1,25000,780,6642,6642,0,1310,70,12,28,99,43,2277347,69,MidWest,Highest_Bachelor,1,0,138609355,1631620,6465212,16423064,35474251
541,176965,1,0,1,7128,1178,2464,1065,0,5666,75,15,14,74,29,11599926,45,MidWest,Highest_PostMasters,1,0,363276068,8415958,24088462,0,0
542,177117,0,0,1,21300,1470,2644,2644,1,555,75,6,36,100,47,603635,55,MidWest,Highest_Bachelor,1,0,121697247,2676072,2495385,3240733,18504553
543,177144,0,1,1,27315,425,5190,5190,0,1618,66,14,26,95,39,1850680,75,MidWest,Highest_Masters,1,0,65377144,316836,4772785,12793347,21462004
544,177214,0,1,0,29900,1015,3200,3200,0,1603,78,13,23,98,31,2156451,55,MidWest,Highest_Masters,1,0,191842242,3719422,11514632,26903547,53752390
545,177339,0,1,1,23722,1315,4803,4803,0,896,80,16,25,93,41,3369966,91,MidWest,Highest_Doc,1,0,76607682,1141883,6424398,19684752,38010608
546,177418,0,1,1,27290,500,6338,6338,1,717,78,10,21,90,45,1865879,65,MidWest,Highest_Doc,1,0,51486952,2894228,4919109,10577642,25749755
547,177542,0,1,1,22500,1500,5222,5222,0,492,60,10,17,69,32,1062947,48,MidWest,Highest_Masters,1,0,29721125,548503,2238376,5690513,14604706
548,177746,0,0,1,39500,600,4250,4250,0,1005,65,9,26,100,43,1448911,63,MidWest,Highest_Bachelor,0,0,162689399,3970056,2751890,13509969,22550515
549,177968,0,0,1,18000,100,4300,4300,0,2695,75,14,14,86,31,7287230,63,MidWest,Highest_Doc,1,0,442236276,13940874,34556274,38185775,137264886
550,178059,0,0,0,24766,2400,9664,9664,0,2503,83,13,15,78,34,6298248,57,MidWest,Highest_Doc,1,0,276968423,10845967,16815246,40107584,114549428
551,178208,0,1,1,8170,850,4800,7980,0,233,47,16,4,47,34,1660627,34,MidWest,Highest_Doc,0,0,66932777,3922477,1898701,1356430,20040931
552,178244,0,1,1,27946,1414,3877,3877,0,765,69,18,6,37,16,3171603,27,MidWest,Highest_Doc,1,0,88908645,2692828,8571378,18016666,35130861
553,178369,0,1,1,20100,1400,5010,5010,0,2898,52,14,25,78,34,2798703,50,MidWest,Highest_Masters,1,0,45493151,1284360,8491065,14478460,22644798
554,178396,1,0,0,9330,1393,5288,8436,1,20641,89,18,24,74,21,22122279,38,MidWest,Highest_Doc,1,0,5247472918,89392307,49506889,16209701,0
555,178402,1,0,1,9198,1587,4230,4230,0,5672,75,16,10,49,24,12565513,30,MidWest,Highest_Doc,1,0,724351331,42498181,20486913,4049252,0
556,178615,1,0,0,7975,324,3800,3800,0,3839,88,14,18,83,19,4145705,36,MidWest,Highest_Masters,1,0,339054904,6532518,10511760,0,0
557,178624,1,0,0,5106,3394,2575,2575,1,8143,76,19,23,85,31,7921712,53,MidWest,Highest_PostMasters,1,0,220157983,4513453,15672807,2695387,0
558,178679,0,1,1,12660,940,3338,3338,0,274,72,14,27,93,41,1168359,49,MidWest,Highest_Bachelor,0,0,21541327,530047,1978052,1896211,11231585
559,178697,0,1,1,19500,460,3728,3728,0,2437,80,15,16,100,50,3221772,0,MidWest,Highest_Bachelor,1,0,665049761,553363,3094269,22672826,63958283
560,179043,0,1,0,38800,980,4695,4695,0,3629,88,14,18,67,15,1467452,38,MidWest,Highest_Doc,1,0,155114130,6684425,5832535,37441034,54892955
561,179159,0,1,0,46400,724,3648,3648,0,16580,90,9,23,81,17,6213683,41,MidWest,Highest_Doc,1,0,2483111987,60363793,31429302,187139074,839258754
562,179265,0,0,0,29547,600,11472,7891,0,349,83,9,27,99,38,600786,73,MidWest,Highest_Doc,0,0,293235345,3986858,9152063,6783108,52145336
563,179326,0,1,1,24500,940,2000,2000,0,1542,64,12,17,74,38,4172905,52,MidWest,Highest_Doc,1,0,80966363,2443853,9265558,20345118,44313765
564,179548,0,0,0,23175,210,4080,4080,0,644,77,11,23,90,50,1107681,92,MidWest,Highest_PostMasters,1,0,79442281,1431912,2798126,6880274,22023585
565,179557,1,0,1,6779,1254,4816,4816,0,4871,80,19,15,87,31,13932106,41,MidWest,Highest_PostMasters,1,0,530988466,10042157,19545117,4270577,0
566,179566,1,0,0,6840,1098,4184,4184,0,9591,79,20,13,60,25,23296409,41,MidWest,Highest_Doc,1,0,760486557,27351801,13500950,9370801,0
567,179867,0,0,0,56300,593,3654,5098,0,27949,94,7,22,45,13,4754841,16,MidWest,Highest_Doc,1,0,15103569000,227173000,99968000,294823061,3560028000
568,179894,0,0,0,28500,200,9380,8380,0,2901,77,12,14,76,30,3613893,50,MidWest,Highest_Doc,1,0,386064831,36250452,19519138,31491901,168270169
569,179946,0,1,1,28330,2550,4170,6250,0,933,73,10,22,98,35,1034728,87,MidWest,Highest_Bachelor,1,0,90674045,1990548,4664253,10456482,21785625
570,179955,0,0,0,33500,950,4600,4600,1,1585,77,10,23,95,26,922765,84,MidWest,Highest_Masters,1,0,135223821,2023278,6322990,15716876,33233381
571,179964,0,1,1,25000,930,6750,6750,0,1463,70,10,18,82,30,1197152,55,MidWest,Highest_Doc,1,0,49883615,2061400,4476318,9460714,25331391
572,180106,0,1,0,36182,1080,3180,3180,0,1449,84,11,26,96,21,1206041,49,WEST,Highest_Masters,1,0,125734988,3332064,8151796,23298199,36737097
573,180258,0,1,0,26462,200,6000,4000,0,272,61,8,13,64,29,1040862,43,WEST,Highest_Masters,1,0,52946643,531615,6389562,6976503,24270749
574,180416,1,0,1,5707,1690,4076,3183,1,916,80,13,18,73,29,1940236,42,WEST,Highest_Doc,1,0,104652795,3031844,4488998,91585,0
575,180461,1,0,0,5654,1717,3838,3838,0,18892,78,17,19,60,22,14988838,37,WEST,Highest_Doc,1,0,732794314,38117201,39398387,206791,0
576,180489,1,0,1,5352,2078,4292,4292,1,5380,74,18,17,67,34,12330178,48,WEST,Highest_Doc,1,0,498037695,39137246,29166221,643430,0
577,180595,0,1,1,29976,610,3270,3270,0,1370,64,11,29,99,35,1370812,66,WEST,Highest_Doc,1,0,75298645,2159408,6617958,12731712,26875545
578,180692,1,0,1,4523,1224,3600,3600,0,860,73,14,19,82,38,2261365,48,WEST,Highest_Bachelor,1,0,36940619,1333204,3835482,156687,0
579,180984,0,1,1,34200,700,2455,2455,0,2118,79,14,13,54,14,1455712,37,MidWest,Highest_Masters,1,0,167709828,2454107,12217013,24853584,35915125
580,181002,0,1,1,41176,1842,2800,2600,1,8682,92,12,24,91,12,2259216,47,MidWest,Highest_Doc,1,0,1453501000,79690000,28448000,101611182,397358000
581,181127,0,1,1,31190,1580,3994,3994,0,2126,71,14,33,100,32,1433360,69,MidWest,Highest_Masters,1,0,144721428,1132752,7868736,17079137,30148961
582,181215,1,0,0,6270,1670,4640,4640,1,5359,81,13,19,82,36,6658700,43,MidWest,Highest_PostMasters,1,0,232223214,8846570,6512784,1540665,0
583,181330,0,1,1,34778,750,3136,5282,0,1967,68,17,19,71,25,1836741,54,MidWest,Highest_Masters,1,0,77126559,549306,9289993,21724247,28728169
584,181394,1,0,0,6344,1792,3770,3770,1,8864,77,16,17,67,34,19206894,36,MidWest,Highest_Doc,1,0,541038213,24224190,12834482,0,0
585,181446,0,1,1,35964,890,3500,3500,0,2435,74,13,26,94,32,2527852,66,MidWest,Highest_PostMasters,1,0,137124000,5369000,9151000,32434000,43738000
586,181464,1,0,1,7770,1792,3374,3374,0,17495,85,16,23,73,22,18733704,37,MidWest,Highest_Doc,1,0,2064052233,81112563,21977094,4772616,60
587,181738,0,1,0,24240,1100,4240,4190,0,1292,82,9,19,95,39,1229785,77,MidWest,Highest_Masters,1,0,65761664,2127699,3509744,4488363,26907868
588,181853,0,1,1,19410,400,2750,2750,0,555,64,12,27,94,41,817024,69,MidWest,Highest_Masters,1,0,36039589,789061,2495141,4216611,10900092
589,182281,1,0,0,7747,718,6596,6596,0,13256,80,18,17,75,37,44762410,31,WEST,Highest_Doc,1,0,1480096000,116865000,93197000,29040000,0
590,182290,1,0,0,7901,794,4370,4770,1,9644,80,17,20,74,26,20879923,33,WEST,Highest_Doc,1,0,1450271533,68900663,56064332,27634273,47718
591,182458,0,0,1,34319,1189,2000,2000,0,814,61,9,15,82,32,507139,48,WEST,Highest_Masters,0,0,39028332,2434625,2885400,5730134,14353452
592,182634,0,0,0,42846,800,1000,1000,0,1888,83,12,31,96,29,1117500,73,NORTH,Highest_Masters,0,0,106205633,3505626,6915741,24553936,30868786
593,182795,0,0,0,36980,3700,3200,3200,0,4517,73,12,26,96,30,2048727,79,NORTH,Highest_Doc,1,0,85672978,4509691,12619663,35870209,50379077
594,182917,0,1,1,23400,600,600,600,1,81,55,10,37,100,48,196505,63,NORTH,Highest_Bachelor,0,0,4719351,168300,170893,1717974,2928756
595,182980,0,0,0,25439,1220,2250,2750,0,6909,62,13,25,68,50,4370946,78,NORTH,Highest_Doc,1,0,97121525,4930522,12856149,29042441,55364418
596,183026,0,0,0,9600,50,6824,6824,1,37143,67,21,3,51,46,125672827,65,NORTH,Highest_Doc,1,0,1124951736,140649300,277299818,85386170,790656154
597,183044,1,0,1,15520,3418,2650,3200,1,18797,86,16,22,82,21,11162661,64,NORTH,Highest_Doc,1,0,1419644222,68116977,22891631,724602,0
598,183062,1,0,0,11754,2884,1750,1750,0,5343,72,13,25,91,24,3693170,71,NORTH,Highest_PostMasters,1,0,254024685,12855124,11476650,248000,0
599,183071,1,0,1,15150,628,4500,3200,1,265,79,10,12,83,38,1164127,55,NORTH,Highest_Bachelor,0,0,8655350,4045553,2701555,0,0
600,183080,1,0,0,11870,2622,2370,3970,1,7129,70,17,27,91,30,4975854,75,NORTH,Highest_Doc,1,0,242153798,9816835,11507283,414075,0
601,183211,0,1,0,33410,1100,5518,5518,1,1540,70,15,16,69,24,1513187,62,NORTH,Highest_Doc,1,0,127299502,3226860,5685019,14846070,34140092
602,183239,0,1,0,41510,1300,3020,5932,1,3942,87,11,25,98,12,1114202,67,NORTH,Highest_Bachelor,1,0,315292787,6595333,15196739,45905304,82287496
603,183910,0,1,1,34900,1800,4200,4200,0,4141,82,13,26,93,46,3874648,67,NORTH,Highest_Doc,1,0,57209000,6086000,7236000,32056000,45568000
604,183974,0,1,1,33550,948,4614,4614,0,1342,73,10,16,83,36,2191812,63,NORTH,Highest_Doc,1,0,83888913,3086950,8184525,19531364,38214990
605,184348,0,1,0,39828,832,4542,4542,0,3989,88,12,23,88,29,2443673,53,NORTH,Highest_Doc,1,0,265013000,9483000,17163000,40888000,87694000
606,184603,0,0,0,41154,1086,2856,2856,1,4042,75,15,8,36,22,6729998,27,NORTH,Highest_Doc,1,0,428238000,34638000,40335000,115933000,214496000
607,184612,0,1,0,32550,2450,1780,4660,1,2838,79,14,21,92,53,4946888,64,NORTH,Highest_Doc,1,0,95037632,4346917,12902300,26368821,47251358
608,184773,0,1,1,32050,1590,4700,4700,1,1843,81,11,10,84,36,3084254,61,NORTH,Highest_Doc,1,0,124131723,7322968,10169296,19829334,46064927
609,184782,1,0,0,9573,3366,5328,6800,0,14763,84,17,17,55,32,24852936,56,NORTH,Highest_Doc,1,0,1297785401,60625978,42035169,26007246,0
610,185129,1,0,0,12676,2062,7972,3912,0,6545,77,14,16,78,59,17823373,42,NORTH,Highest_Doc,1,0,272936852,11208171,22770744,15692932,85849
611,185262,1,0,0,10445,2000,3580,3580,1,10138,74,18,14,66,47,26730908,57,NORTH,Highest_Doc,1,0,726395540,7135869,36406645,18916157,0
612,185572,0,0,0,39968,712,4327,4327,0,8367,80,12,22,98,30,6911954,67,NORTH,Highest_Doc,1,0,406826832,32736860,18378059,71900844,183080695
613,185590,1,0,0,12082,991,6830,2120,1,11888,83,18,18,54,44,36197328,51,NORTH,Highest_Doc,1,0,1103413000,40741000,20732000,35172000,0
614,185828,1,0,0,14448,3226,6300,6300,1,10299,89,15,15,69,37,16187762,40,NORTH,Highest_Doc,1,0,837504000,35962000,35812000,24155000,0
615,186201,1,0,1,12414,2538,6572,5860,1,7980,85,16,18,44,26,7272882,48,NORTH,Highest_Doc,1,0,447151000,7093000,18770000,7366988,0
616,186283,0,0,1,45120,740,2500,2500,1,9250,79,10,23,93,32,5737780,65,NORTH,Highest_Doc,1,0,278802000,16186000,26204000,83778000,149558000
617,186371,1,0,0,12230,2647,6641,6641,1,9879,85,15,13,77,44,12494951,63,NORTH,Highest_Doc,1,0,352677000,35871000,22200000,10865000,0
618,186380,1,0,0,12230,2773,6641,6641,1,41263,93,16,20,52,27,51672739,45,NORTH,Highest_Doc,1,0,5546064000,419022000,103515000,80285000,0
619,186399,1,0,0,12230,2272,6641,6641,1,13506,87,15,15,70,53,25403764,43,NORTH,Highest_Doc,1,0,846425000,92844000,39577000,23216000,0
620,186432,0,1,0,37660,1100,2900,3350,0,4154,75,13,18,91,62,7852291,47,NORTH,Highest_Doc,1,0,151557446,6447651,15364044,45144156,73694533
621,186584,0,1,1,42920,2370,3700,3700,1,20830,84,14,27,93,26,8077987,51,NORTH,Highest_Doc,1,0,814560000,44924000,52446000,128768000,307527000
622,186618,0,1,1,32900,1976,4908,4908,1,1515,76,11,20,74,52,2175553,65,NORTH,Highest_Doc,1,0,69674095,2231512,4424381,12234999,27784943
623,186867,0,0,0,53828,2124,1050,1550,1,10346,93,12,26,95,18,2950445,60,NORTH,Highest_Doc,0,0,845104000,39036000,32368000,91518000,264926000
624,186876,1,0,1,12245,2084,3142,4465,0,7262,85,18,17,63,40,17390873,63,NORTH,Highest_Doc,1,0,562387199,31941877,28967856,17261356,0
625,186900,0,0,1,13700,200,3800,5600,0,9,83,13,10,90,58,169102,0,NORTH,Highest_Bachelor,0,0,2542101,185,140360,288759,779195
626,187134,1,0,1,13239,2790,3922,6192,0,13199,94,13,22,43,18,6149088,51,NORTH,Highest_PostMasters,1,0,800080000,21881000,27967000,8373000,0
627,187444,1,0,0,13638,132,2250,2250,1,10402,90,13,18,64,48,19869991,57,NORTH,Highest_Doc,1,0,492474059,19926777,28286911,15871535,1064987
628,187648,1,0,0,4074,2454,4498,3665,0,2409,61,17,12,53,33,6542541,27,WEST,Highest_Masters,1,0,203128136,4193159,9460114,3575697,0
629,187745,1,0,1,4446,280,5600,5600,0,81,44,9,10,56,38,1095738,0,WEST,Highest_Masters,0,0,85313825,1364653,1819538,0,0
630,187967,1,0,0,7031,1330,3498,3498,0,1754,81,8,19,78,33,2138807,46,WEST,Highest_Doc,1,0,314360675,3616192,2285226,2363343,0
631,187985,1,0,1,6463,1698,5583,4176,1,10436,77,19,15,97,36,28953602,44,WEST,Highest_Doc,1,0,3174123464,52239694,31511500,30360702,0
632,188030,1,0,1,6041,1260,4271,4271,0,13715,75,16,19,80,46,26467183,37,WEST,Highest_Doc,1,0,829912866,19889955,18387439,16347759,0
633,188429,0,0,0,39820,1615,5573,8000,0,15329,82,12,21,88,27,6925058,54,NORTH,Highest_Doc,1,0,548362844,24725783,36046639,82650603,231203246
634,188526,0,0,0,36120,625,4260,4260,0,1693,85,7,23,97,27,1020477,74,NORTH,Highest_Doc,0,0,139172038,2393476,5840497,13742589,50302561
635,188641,0,0,0,31396,1200,2100,5350,0,4252,67,11,27,88,42,3441887,69,NORTH,Highest_Doc,1,1,321880005,8647393,12100450,33898494,74466973
636,188854,0,0,0,41660,300,3500,3500,0,5130,65,5,30,98,41,4069012,74,NORTH,Highest_Masters,0,0,148591949,6647722,14208334,18877866,83335190
637,189088,0,0,1,55566,470,1750,1600,0,4969,80,9,25,76,31,2843265,49,NORTH,Highest_Doc,1,0,596078202,12378637,14458673,63643923,182191812
638,189097,0,0,1,55781,1698,1370,1370,1,9411,93,9,24,42,14,1869538,23,NORTH,Highest_Bachelor,1,0,830490000,20769000,13240000,35494252,199285000
639,189705,0,1,0,28630,1600,1500,1500,1,3453,82,11,25,93,31,3222302,61,NORTH,Highest_PostMasters,1,0,270907397,7246601,20111163,29817726,78812889
640,189848,0,0,1,36026,642,1600,1600,0,2243,65,13,25,88,48,2037592,80,NORTH,Highest_Masters,1,0,61477530,809757,5160450,15884859,24937800
641,190044,0,0,1,51454,1270,2314,3218,0,6198,87,13,26,96,23,3218268,67,NORTH,Highest_Doc,0,0,450628637,13447981,21321089,104731249,133256750
642,190150,0,0,0,57864,2668,5355,1980,1,40462,95,6,17,59,23,9574516,19,NORTH,Highest_Doc,0,0,21006014000,107487000,185141000,492512000,5037252000
643,190248,0,1,0,34500,1500,1005,2180,0,786,52,11,14,54,43,2905580,46,NORTH,Highest_Masters,1,0,50786834,1566577,2958144,9188006,37449280
644,190415,0,0,1,58586,696,2964,3324,0,51500,96,9,21,47,16,12105746,33,NORTH,Highest_Doc,0,0,11179645967,298062212,203632616,405891863,2458715330
645,190503,0,0,0,32000,2650,4076,3226,0,1777,81,21,20,79,27,3857786,48,NORTH,Highest_Masters,0,0,477803642,16527422,15037659,32386619,142395912
646,190664,1,0,0,6930,608,5655,4254,1,25621,83,17,13,68,47,39278065,10,NORTH,Highest_PostMasters,1,0,321237000,22618398,25219836,24698098,2154981
647,190716,0,0,1,27986,900,3000,3000,1,1772,73,7,13,77,31,2316436,67,NORTH,Highest_Doc,0,0,227503017,7492752,10128140,18098945,65580056
648,190725,0,0,1,29700,660,1500,1500,1,2902,79,11,24,96,36,2693096,69,NORTH,Highest_Doc,1,1,77974744,5159481,8578966,26856522,51192900
649,190752,0,0,1,13000,750,3800,5600,1,17,91,7,31,81,17,26600,0,NORTH,Highest_Bachelor,0,0,8536551,0,174583,439543,4168262
650,190761,0,0,0,29860,860,3650,3650,0,2309,73,13,21,75,45,3015731,69,NORTH,Highest_Doc,1,0,67958899,2281153,7573178,14030309,40379089
651,190983,0,0,0,34578,1650,550,2050,1,1695,69,10,27,95,37,1254802,77,NORTH,Highest_Masters,1,0,123499788,2547351,6712869,13294991,35203507
652,191126,1,0,0,7170,623,2150,4890,0,4354,88,17,16,50,31,13184845,32,NORTH,Highest_Masters,0,0,243109273,41338307,17306617,7461422,0
653,191205,0,0,0,24900,695,5500,4000,0,717,67,10,22,85,50,1571624,58,NORTH,Highest_Doc,1,0,22567935,388773,1795326,0,12827375
654,191241,0,1,0,54730,1046,2920,2888,1,47936,89,13,23,82,18,9362641,45,NORTH,Highest_Doc,1,0,2151423000,176904000,0,252398000,660060000
655,191533,0,0,0,47370,994,400,400,0,3609,74,9,32,99,37,2095700,61,NORTH,Highest_Masters,1,0,142667541,2198103,9603469,28835699,49887778
656,191621,0,1,0,23495,1035,1900,1900,0,1086,71,13,22,95,46,1477611,92,NORTH,Highest_Masters,0,0,32958612,693554,3740183,5904292,15240846
657,191630,0,0,0,57400,1250,700,700,1,3931,81,9,24,97,21,1907898,62,NORTH,Highest_Masters,1,0,410660089,10482885,24330596,55605026,104720372
658,191649,0,0,0,48315,1095,2580,2430,1,24062,82,13,23,88,22,6939467,47,NORTH,Highest_Doc,1,1,1293010236,31885058,56865168,166491491,374428772
659,191676,0,1,1,33920,546,3400,3400,0,1004,88,11,29,97,39,1674461,65,NORTH,Highest_Masters,1,0,116254027,2132289,7931977,14025908,32012635
660,191931,0,1,0,39380,2200,1850,2350,0,10319,77,15,22,89,31,4394385,54,NORTH,Highest_PostMasters,1,0,387968000,8973000,22534000,56796000,103201000
661,192192,0,0,1,32700,1332,3930,7230,0,2025,65,12,20,95,44,2878626,85,NORTH,Highest_PostMasters,1,0,64223281,1529739,8591212,19929677,38240134
662,192323,0,1,1,34910,1000,1390,1280,0,7248,83,13,24,88,30,4015699,59,NORTH,Highest_Doc,1,0,340453574,8188508,13429996,46674545,86395482
663,192448,0,0,1,37182,1954,2500,5500,0,14341,77,10,12,47,21,10993905,37,NORTH,Highest_Doc,1,0,765840212,46280691,45017844,92293433,305919989
664,192703,0,1,0,41600,4280,2400,2400,0,8429,83,11,25,97,28,4992040,55,NORTH,Highest_PostMasters,1,0,414816101,13243244,17963779,73043624,137816907
665,192712,0,0,0,48280,990,4600,4600,0,1268,97,5,22,85,14,354657,37,NORTH,Highest_Doc,0,0,105386278,4899353,3528576,18945468,42880147
666,192749,0,0,1,38880,1450,1550,2000,0,3200,80,10,26,93,23,1851911,39,NORTH,Highest_Doc,1,0,85837838,6021063,11927425,37342980,60598873
667,192819,0,0,0,39925,600,2500,2500,1,11715,88,16,23,80,15,4026762,50,NORTH,Highest_Doc,1,0,871935630,16276316,39426546,81249838,198988153
668,192864,0,0,0,35680,1730,6500,12200,0,5270,67,9,22,84,26,2490846,66,NORTH,Highest_Bachelor,0,0,133739534,4270093,11632783,22092001,61933135
