,index,UNITID,TYPE,TUITION1_INDISTRICT_UG,FEE1_INDISTRICT_UG,NUM_APPS_ADMIT,TOTAL_AMOUNT_PELL_TOUG,STATE,TOTAL_SPENT_ACADEMICSUPP,TOTAL_SPENT_STUDENTSS,STATEGRANT,LOCAL_GRANT
1202,431,165574,0,41118,200,5919,2117057,NORTH,3629465,10328766,25813549,41300430
1203,627,187444,1,13638,132,10402,19869991,NORTH,19926777,28286911,15871535,1064987
1204,728,197133,0,60030,980,8663,2693457,NORTH,28368212,23685470,58195950,196941351
1205,209,140696,0,40880,280,2386,2608626,SOUTH,1958854,10977732,31302983,31663378
1206,316,154004,0,32460,1510,3388,1651499,MidWest,2857942,8535721,20555092,38036316
1207,513,174358,1,7632,1348,3688,5506780,MidWest,14506000,14902000,3674000,0
1208,829,206604,1,9469,50,5226,15277713,MidWest,28354332,14259814,7259768,59292
1209,319,154101,0,32700,220,1136,1018433,MidWest,5383107,6864269,18220456,31939341
1210,1031,224147,1,4719,4834,8540,18568908,SOUTH,35321040,15293196,13006700,0
1211,141,130943,1,12730,1930,33656,13202396,SOUTH,86265883,44090951,192213742,1078948142
1212,1110,232566,1,8180,5730,6724,4474526,SOUTH,7366742,4494429,5930174,0
1213,753,199111,1,4122,3122,3115,5737778,SOUTH,5221092,6727875,3382873,0
1214,1001,219833,0,33900,980,4325,2666433,SOUTH,4326581,5057781,25966196,41500125
1215,580,181002,0,41176,1842,8682,2259216,MidWest,79690000,28448000,101611182,397358000
1216,562,179265,0,29547,600,349,600786,MidWest,3986858,9152063,6783108,52145336
1217,398,162210,0,23400,1800,2017,2174646,SOUTH,2117304,4135380,9371171,29602314
1218,668,192864,0,35680,1730,5270,2490846,NORTH,4270093,11632783,22092001,61933135
1219,252,146612,0,34268,210,6458,6727273,MidWest,839919,18710118,49461997,111860081
1220,907,213668,0,41984,730,2917,2470898,NORTH,4140265,8993606,33832148,44288962
1221,468,168263,1,970,10169,4049,7198030,NORTH,14955788,17668765,2735276,0
1222,914,214148,0,43320,1486,1199,763788,NORTH,1299206,1162366,6792247,16412326
1223,357,157085,1,11135,1349,19648,22617980,SOUTH,127079264,50088265,30071750,0
1224,1205,441937,1,5742,1075,10040,16836503,WEST,26102368,19349663,15889171,0
1225,508,173920,1,7504,1062,10411,12557361,MidWest,32503000,34498000,9217000,0
1226,749,198969,0,35336,700,2964,2740111,SOUTH,2181424,9696152,24401790,48089883
1227,129,129215,1,6162,6142,5182,7273145,NORTH,15941983,20050631,1095581,0
1228,144,131283,0,48600,816,6258,1771371,SOUTH,15634790,31756535,101965358,235434000
1229,960,217721,0,14600,2600,8114,8095445,SOUTH,2451209,9454847,11486841,48876882
1230,847,207971,0,42950,500,5815,3556963,SOUTH,34048180,15505883,99887687,205409147
1231,715,196167,1,7070,1786,10250,6421008,NORTH,5515402,10742866,10434955,0
1232,905,213598,1,8026,3240,3871,6477195,NORTH,3001877,8569656,7564957,65020238
1233,1096,231420,0,36520,150,2652,1936057,SOUTH,2163681,6493867,16824174,28387646
1234,235,144281,0,26610,1176,8061,11046566,MidWest,22335583,31840497,51917500,184832996
1235,1061,227881,1,5856,2880,12025,36764255,SOUTH,54253328,36260981,19465424,0
