,UNITID,TYPE,FORPROFIT,BOARD,FEE1_INDISTRICT_UG,ADMS_REQUIRED_COLLEGEPREP,NUM_APPS_ADMIT,TOTAL_AMOUNT_PELL_TOUG,TEACHER_CERT,TUITION_GURANTEE,TOTAL_ASSETS,TOTAL_SPENT_ACADEMICSUPP,TOTAL_SPENT_STUDENTSS,STATEGRANT,LOCAL_GRANT,Highest_Bachelor,STATE_SOUTH,FULLTIME_RETENTIONRATE_SPRING
239,144962,0,1,0,300,0,4299,5060061,1,0,201048408,7067690,14382948,51657107,70710430,0,0,81
240,144971,0,1,0,910,0,1100,907256,1,1,55660129,646431,3515986,4868419,15104597,1,0,59
241,145336,1,0,0,2596,1,1459,9205040,1,1,194668411,3364055,7530317,6495660,0,0,0,58
242,145372,0,1,0,550,0,1993,1765975,1,0,68238769,1300448,7137871,11940536,26621254,0,0,67
243,145600,1,0,0,3322,1,22798,53093609,1,1,3243494156,214902543,80687435,96110525,0,0,0,82
244,145619,0,1,1,1510,0,3017,4891995,1,0,180508560,7238862,20094060,32310796,74092716,0,0,67
245,145646,0,0,0,204,0,3896,1753537,1,0,377291473,3884957,7908793,43063013,70922432,1,0,87
246,145691,0,1,1,550,0,3781,2027886,1,0,191964804,4510416,11571374,21014442,36103567,0,0,75
247,145725,0,0,0,1620,0,5033,4484710,1,0,677569000,15375000,16988000,122722000,268053000,0,0,87
248,145813,1,0,0,2374,0,15487,26256362,1,1,863113022,27820374,54750005,34490920,0,0,0,84
249,146339,0,1,1,1030,0,970,1865005,1,0,46832814,1606389,4698797,11967778,22348245,0,0,55
250,146427,0,0,1,789,1,3104,1877186,1,0,257828933,4544511,10130956,38956673,48244482,1,0,82
251,146481,0,0,1,902,1,4482,2499057,1,0,218648445,4867597,13659805,47539934,61991498,0,0,84
252,146612,0,1,1,210,1,6458,6727273,1,0,241611224,839919,18710118,49461997,111860081,0,0,80
253,146676,0,0,1,1100,0,1403,3251845,0,0,49761485,2045269,4059637,6175486,20068912,0,0,53
254,146719,0,1,1,560,0,25453,14211103,1,0,2261282374,129382859,54104700,245234017,583729430,0,0,85
255,147013,0,1,1,1100,0,1965,2499217,1,0,107359374,1366283,10749425,598695,40576480,0,0,76
256,147244,0,0,1,792,0,3071,3466772,1,0,256274780,3134023,12488074,40637521,53835186,0,0,70
257,147369,0,1,1,2450,0,361,3365175,0,0,328644002,5917700,5806400,13159904,110753755,0,0,82
258,147660,0,1,0,180,1,6919,2938120,1,0,362226785,7160480,9893143,54595497,79923843,0,0,75
259,147679,0,1,1,670,0,4782,4175232,1,0,307400946,6677694,12491011,25191606,63473907,0,0,75
260,147703,1,0,1,4926,1,16690,23883270,1,1,589642569,41953396,26827857,32551197,0,0,0,78
261,147767,0,0,1,474,1,39263,7781217,1,0,15855683000,380112000,255538000,512945274,2459351000,0,0,97
262,147828,0,1,0,990,0,4711,4847717,1,0,302250224,6518872,21689211,61588010,89701932,0,0,75
263,148016,0,0,0,750,0,74,0,0,0,589338355,3587387,8330924,8717829,45471210,1,0,86
264,148405,0,0,1,250,0,2021,1988958,1,0,53702064,1737748,5897861,11227353,25808160,0,0,66
265,148496,0,1,0,470,1,4342,4776461,1,0,139867080,9104606,10254573,32458571,74726145,0,0,83
266,148627,0,1,0,1100,0,8306,7702844,1,0,126945077,5803477,10322589,51351388,59815431,0,0,78
267,149222,1,0,0,5466,1,6165,15135936,1,1,706401831,257283248,57537823,11078547,0,0,0,81
268,149231,1,0,0,2936,0,8773,16878757,1,1,493083351,24936343,37476855,11336869,0,0,0,78
269,149505,0,1,0,475,1,1208,1400536,1,0,83939338,2577350,7173916,12441405,30762962,0,0,80
270,149514,0,1,0,900,1,277,971707,1,0,98327567,2261969,4779390,12548416,34371991,0,0,66
271,149772,1,0,0,4392,0,7603,13479661,1,1,257390254,18147027,22912330,12292867,0,0,0,77
272,150066,0,1,0,630,0,3905,2226939,1,0,124318000,3890000,8996000,17484000,43975000,0,0,71
273,150136,1,0,1,662,1,20167,28439660,1,0,1308238698,58409137,21915321,33179354,0,0,0,80
274,150145,0,1,1,540,0,1235,2143580,1,0,48689339,867787,7565027,13986426,26404796,0,0,74
275,150163,0,0,1,990,1,14592,2769256,1,0,681272000,16500000,36932000,77841000,191904000,0,0,86
276,150400,0,0,0,974,0,5481,1723127,0,0,1044669443,13537040,19616990,60958242,109847185,1,0,89
277,150455,0,1,1,985,1,2198,1168446,1,0,538359443,2392078,6963987,34393197,59020085,0,0,83
278,150534,0,1,1,1186,0,4709,2013258,1,0,318958007,4930596,13252799,42355803,68034848,0,0,87
279,150604,0,1,1,200,0,2073,1586095,0,0,142128594,3823657,7543115,15937909,30465549,0,0,79
280,150756,0,1,0,770,0,2565,1536256,1,0,236094942,1478325,9659110,31522957,36551940,1,0,84
281,150774,0,1,1,1250,0,644,609071,1,0,44153541,898653,3210919,6255024,12147266,1,0,68
282,150941,0,1,1,890,0,1075,1595283,1,0,88113397,2565940,7005937,11475478,32938923,0,0,77
283,151111,1,0,0,1149,1,16220,33078924,1,0,2158667767,269139314,42246510,0,0,0,0,75
284,151263,0,1,1,1380,1,7893,8255833,1,0,265228375,10327629,27617752,66130495,127209995,0,0,75
285,151290,0,0,0,470,0,3396,2812210,0,1,274881086,4244105,12858764,45842416,62434715,0,0,70
286,151306,1,0,0,570,0,4158,10270656,1,0,361769561,17040010,13471932,9872305,0,0,0,75
287,151324,1,0,1,280,1,13477,18548296,1,0,831985000,26950000,15133000,18981000,0,0,0,69
288,151342,1,0,0,648,1,2712,8036178,1,0,160727978,7284217,4739976,0,0,0,0,67
289,151351,1,0,0,1406,1,44129,28106070,1,0,3417659755,219042629,68710923,0,0,0,0,91
290,151379,1,0,0,648,1,2549,6647072,1,0,102595983,4889171,4634605,0,0,0,0,64
291,151777,0,1,0,1258,0,4001,2075303,1,0,163832946,5598190,7088259,21013629,42808989,0,0,71
292,152080,0,1,1,507,0,21253,4359955,1,0,18413619000,126085000,56790000,335613000,1280130000,0,0,97
293,152318,0,0,1,1035,1,4376,1089007,0,0,458661917,5130663,14533261,38222174,95364284,0,0,90
294,152336,0,1,1,1130,0,1676,3210398,1,0,127841101,3916741,7440913,22085248,48970064,0,0,73
295,152381,0,1,1,1200,0,657,1948021,1,1,29292127,2654520,2256553,9031722,20111445,0,0,69
296,152390,0,1,1,960,0,2412,1695378,1,0,373928752,7554319,9028206,37705621,62465630,0,0,85
297,152530,0,1,1,265,1,2177,1637463,1,0,248268000,5839715,12094193,31757979,66200000,0,0,89
298,152567,0,0,1,500,0,3841,2632254,1,0,197072495,4221437,7401754,38066278,61889093,0,0,84
299,152600,0,1,0,1346,0,5991,3752245,1,0,578079000,12353000,24338000,83857169,117188000,0,0,83
300,152673,0,0,1,850,1,1522,1081990,1,0,537122152,5517185,12331029,25092987,55409095,1,0,84
301,153126,0,1,1,1100,0,1102,1046346,1,0,71480884,1193634,3197606,11290804,25625786,0,0,72
302,153144,0,1,0,350,0,7041,2227385,1,0,187151390,2880925,11399736,41988167,41580748,1,0,81
303,153162,0,1,1,626,0,2615,1032286,1,0,214513669,2871944,9949482,27046371,41974157,0,0,74
304,153250,0,1,1,580,1,1495,1298558,1,0,163339577,2826173,7650203,21616361,42887590,0,0,84
305,153269,0,0,1,178,0,6624,2522923,1,1,506477281,22109395,28285335,72589959,148851220,0,0,86
306,153278,0,1,1,1630,0,1844,4106450,1,0,323826885,5788672,12878033,25182958,63509099,0,0,66
307,153320,0,1,1,660,0,250,588672,1,0,19439873,389104,1163219,974690,7542097,0,0,72
308,153366,0,1,1,670,0,2521,2319731,1,0,116316019,1941919,7997680,15473887,35396790,0,0,78
309,153375,0,1,0,716,0,1810,3256770,1,0,115318474,2997492,7570759,21685479,36607154,0,0,69
310,153603,1,0,0,1274,1,20223,26436551,1,0,2556026582,231224369,36835325,2292473,0,0,0,89
311,153621,0,1,0,1100,0,4169,794989,1,0,35770496,1062610,4464575,8026213,16427420,0,0,62
312,153658,1,0,0,1533,1,24132,19986485,1,0,8102477000,191504000,51400000,1974000,0,0,0,88
313,153825,0,1,0,1718,0,2482,1523751,1,0,121818736,4184018,9730801,25331246,41339817,0,0,79
314,153834,0,1,1,610,0,3640,1665387,1,0,292010961,4050737,14062497,53022451,72219455,1,0,77
315,153861,0,0,1,530,0,50,940541,0,0,69123000,1911000,2376000,2689000,36441000,0,0,47
316,154004,0,1,1,1510,0,3388,1651499,1,0,128662837,2857942,8535721,20555092,38036316,0,0,69
317,154013,0,1,1,1000,0,1160,2324151,1,0,97731253,3696247,7299400,17517849,33156066,0,0,80
318,154095,1,0,0,1273,1,5085,9953185,1,0,601548406,29713614,12497234,2000,0,0,0,86
319,154101,0,1,1,220,0,1136,1018433,1,0,150007512,5383107,6864269,18220456,31939341,0,0,79
320,154235,0,1,1,280,0,4607,2602492,1,0,330550712,7384520,10774951,32353367,80335281,0,0,83
321,154350,0,1,0,780,1,1300,2086085,1,0,150227314,1566795,9614884,26694779,37685829,0,0,77
322,154493,0,0,1,995,0,1098,6501781,1,0,113828825,1843814,11440341,18395220,53713591,0,0,74
323,154518,0,0,1,1202,0,1040,3179818,1,0,14126249,2995419,4252937,8220310,24146198,0,0,26
324,154527,0,1,1,2180,1,4795,1548147,1,0,215597614,3803942,12875428,37829762,49482678,0,0,82
325,154688,0,1,1,500,0,819,1850750,1,0,104053131,1988119,8267364,16102361,36964031,0,0,79
326,154712,0,1,1,800,0,2488,1480613,1,0,155052153,3771826,7023877,32123874,53877604,0,0,84
327,154721,0,1,1,1960,0,1689,1844766,1,0,38705707,889429,5050021,14168514,17376856,1,0,50
328,154749,0,1,1,240,0,1034,883774,1,0,45199680,1178434,4251853,7960372,13917668,1,0,70
329,155025,1,0,0,1693,0,1544,5277618,1,0,153683186,13744073,6979577,1958245,0,0,0,78
330,155061,1,0,0,1290,1,1920,13206795,1,0,247276662,16732475,12639468,1495867,0,0,0,78
331,155070,0,1,1,4780,0,198,505369,1,0,19596943,283658,479312,2673653,8690189,0,0,79
332,155089,0,0,1,450,0,1154,1986459,1,0,111830855,2424108,7363004,11338094,27962242,0,0,67
333,155317,1,0,0,1074,0,15042,17853696,1,0,2448495797,77169964,44865000,7407849,0,0,0,86
334,155335,0,1,1,1550,0,597,1660423,1,0,79433180,1193481,5888755,16110575,25596126,0,0,72
335,155399,1,0,1,1065,0,9208,15738006,1,0,1579609835,57132651,35280210,3599909,0,0,0,87
336,155414,0,1,0,320,0,1293,1184996,1,0,72781593,654140,4865912,9926951,17526478,0,0,64
337,155496,0,1,1,900,0,143,300406,0,0,14476329,344772,1130130,666475,5195500,1,0,51
338,155511,0,1,1,963,0,1785,1445482,1,0,80364043,1000381,5597941,13738234,20103487,0,0,66
339,155520,0,1,0,750,0,1043,1816421,1,0,64440965,1799145,5193147,13777580,32288464,0,0,60
340,155627,0,1,0,2200,0,1845,1457961,1,0,107254264,6854413,15890644,21333413,59914748,0,0,60
341,155681,1,0,0,1668,0,2007,7794597,1,0,240845915,9531961,10367275,876157,0,0,0,74
342,155812,0,1,1,1050,0,1375,1474130,1,0,58484851,875257,6112452,10417148,24018137,0,0,66
343,155900,0,1,1,150,0,1410,2202773,1,0,33573591,2349538,890373,13722370,25799248,0,0,53
344,155937,0,0,0,1300,0,1898,1188947,1,0,46312615,965180,3512762,6474201,13418089,0,0,58
345,156125,1,0,1,1590,0,7655,17353086,1,0,400839350,38100486,37995434,1855131,0,0,0,71
346,156189,0,0,1,2230,0,4024,1453982,1,0,112488977,1717725,2704208,2209689,15218353,1,1,65
347,156213,0,0,1,568,0,1324,2352680,1,0,144144761,2356921,6242564,17001197,36448824,0,1,81
348,156286,0,1,1,1653,1,4191,2877138,1,0,224151602,6358515,17671036,60675011,76796689,0,1,84
349,156295,0,0,1,692,0,1857,7533902,1,0,1671901831,10419270,12290341,65721011,139121807,1,1,87
350,156356,0,1,1,600,0,2490,1923087,1,0,42110743,368376,4491220,7418426,14477610,0,1,71
351,156365,0,1,1,500,0,5130,6413559,1,0,173713560,6567573,28687758,25906191,100257638,0,1,64
352,156620,1,0,0,610,1,9206,22205919,1,0,636392466,28013298,21927439,20140709,0,0,1,79
353,156745,0,1,0,990,0,2712,1686324,1,0,82979191,3582495,7038607,27291281,31075684,0,1,71
354,157030,0,1,1,910,0,66,175392,1,0,7587996,64194,14429,66362,1890165,1,1,100
355,157058,1,0,0,1100,0,3377,5004010,1,1,117472921,416254,9874188,1009706,0,0,1,78
356,157076,0,1,1,1220,0,1771,1702230,1,0,62581092,1021129,5307568,11334242,18275472,1,1,66
357,157085,1,0,0,1349,1,19648,22617980,1,0,7308932765,127079264,50088265,30071750,0,0,1,86
358,157100,0,1,1,600,0,1559,1065240,1,0,35256980,407506,1756378,5888554,10647774,0,1,60
359,157289,1,0,0,196,1,17265,9520975,1,0,1504111000,155312000,36477000,28090000,0,0,1,81
360,157377,0,1,1,350,0,1043,2302158,1,0,64125796,1122011,4665495,7726330,20095752,0,1,67
361,157386,1,0,0,320,0,8684,13554369,1,0,322054544,8948869,20946670,10933347,0,0,1,76
362,157401,1,0,0,1200,1,9552,11964387,1,0,435068033,12806482,21940249,9208638,0,0,1,81
363,157447,1,0,0,384,1,6686,16214688,1,0,563167000,31775000,30235000,11501000,0,0,1,75
364,157748,0,1,1,496,0,343,0,0,0,200466292,3673812,7361828,907755,47095260,0,1,82
365,157757,0,1,1,100,0,700,1801783,1,0,79512121,1191411,4694853,5750878,33939754,0,1,66
366,157809,0,1,1,1640,1,2646,2219144,1,0,61728261,1683408,9416218,20765081,32927525,0,1,68
367,157818,0,1,1,1690,0,1663,1127752,1,0,324413032,5928918,8092943,19362282,37744409,1,1,79
368,157863,0,1,1,1670,0,1249,2652866,1,0,72906769,2468225,4734497,11854570,20406079,0,1,62
369,158802,0,1,1,1871,0,5783,4513810,0,0,269893380,5790595,6360769,11280987,38370573,1,1,70
370,159009,1,0,0,2495,1,8153,17341381,1,0,167902610,3471756,4680894,0,0,0,1,77
371,159382,1,0,1,1774,1,2946,6190040,1,0,47601784,1644350,2293690,0,0,1,1,60
372,159391,1,0,0,3924,0,28960,30136281,1,0,2307808553,90955391,28935582,1576020,0,0,1,86
373,159647,1,0,0,3664,1,7087,11273461,1,0,496608707,18740593,7220519,2646747,0,0,1,81
374,159656,0,1,1,1742,0,6259,5442508,1,0,507724000,9084000,12647000,76960000,103961000,0,1,83
375,159717,1,0,1,3235,1,3496,9841046,1,0,238129115,9084649,5997310,2083254,0,0,1,72
376,159939,1,0,0,2982,0,5382,12080449,1,0,292080431,11890306,10273979,1228754,0,0,1,70
377,159966,1,0,0,3024,1,3189,10692887,1,0,155560882,8141913,5650345,14022367,0,0,1,75
378,159993,1,0,0,3282,1,4837,12347682,1,0,226597843,8765940,10272078,1798397,0,0,1,74
379,160038,1,0,1,3492,1,4290,20684389,1,0,124850204,12256062,10152173,0,0,0,1,76
380,160612,1,0,0,2512,1,6036,22456689,1,1,325232316,17098243,13323335,5691087,0,0,1,72
381,160621,1,0,0,4367,1,6935,21218751,1,0,204609909,20371117,7800781,952376,0,0,1,60
382,160630,1,0,0,2576,1,2261,5423090,1,0,181243243,1412933,5312585,445746,0,0,1,42
383,160658,1,0,0,4951,1,9870,23781814,1,0,665434922,23727343,16766558,2519937,0,0,1,79
384,160755,0,0,0,4086,0,43892,3783060,1,0,2839325000,189486000,87611000,202284000,1056669000,0,1,92
385,160904,0,1,1,2757,0,9517,6851715,1,0,416555918,15941798,11431004,22758142,112508121,0,1,77
386,160959,0,0,1,549,0,405,431566,1,0,121729056,1716556,2071173,11566791,26323340,0,0,89
387,161086,0,0,1,2500,0,13922,1580047,1,0,1856024000,19905000,31112000,46204000,158385000,1,0,91
388,161226,1,0,1,932,1,1595,3524906,1,0,73099000,3486000,6726000,1033000,0,0,0,72
389,161235,1,0,1,1125,0,599,1368735,0,0,28211000,2025000,3644000,277000,0,1,0,68
390,161253,1,0,1,2504,1,14785,11133712,1,0,556087000,37446000,30376000,2519000,0,0,0,78
391,161299,1,0,1,3028,1,1147,1202816,1,0,112898542,1798071,5467696,0,0,0,0,77
392,161341,1,0,1,1235,0,700,1737424,1,0,23279000,2381000,3845000,389000,0,1,0,71
393,161457,0,0,1,1360,0,4843,2210210,1,0,559629790,21442361,23277739,47845145,185893109,0,0,75
394,161509,0,0,1,730,0,797,691952,1,0,34539272,1142819,1559025,7066033,16101767,0,0,64
395,161554,1,0,1,1464,0,4774,9000329,1,0,258558000,22196000,19311000,2222000,0,0,0,70
396,161572,0,0,1,1435,0,885,1416392,0,0,52974562,5428436,3529096,6294022,23735757,0,0,42
397,162007,1,0,1,2798,0,5168,12112366,1,0,383037676,20734064,13001474,0,0,0,1,77
398,162210,0,1,1,1800,0,2017,2174646,1,0,57748624,2117304,4135380,9371171,29602314,0,1,67
399,162283,1,0,0,2068,0,5873,6558996,1,0,332827620,8502375,6685416,182205,5500,0,1,65
400,162584,1,0,1,2710,0,4335,7219232,1,0,245823901,12041921,5344821,110456,0,0,1,74
401,162654,0,0,0,100,0,2598,2116570,1,0,394278000,6058000,10342000,39073000,69289000,0,1,70
402,162760,0,0,0,620,1,3425,2243818,1,0,199875299,3976864,9220198,25180000,43129582,0,1,75
403,163046,0,1,0,1400,0,10489,2507817,1,0,700282931,17172754,34203343,95834812,188274493,0,1,87
404,163268,1,0,1,716,1,11459,15204501,1,0,853132435,27763221,26620148,9415236,482898,0,1,87
405,163286,1,0,0,1955,0,32147,26541324,1,0,3274086980,227593651,63263441,13966,57395,0,1,95
406,163295,0,0,0,680,0,2990,1726970,1,0,324696375,19891057,6439250,36677576,92621430,0,1,66
407,163338,1,0,1,3140,0,8511,5860965,0,0,231608516,8698799,6133122,0,0,0,1,73
408,163453,1,0,1,2151,0,9623,16347355,1,0,637782305,24603911,9452146,0,0,0,1,74
409,163462,0,1,0,1450,1,6543,2147231,1,0,187642376,5624260,9149122,43554403,69244297,0,1,75
410,163578,0,1,1,1380,1,1554,1661283,1,0,137890589,1977881,6838702,12363434,42734885,0,1,65
411,163851,1,0,1,2780,0,8701,8413358,1,0,591721778,18994889,8619345,0,0,0,1,78
412,163912,1,0,0,3008,0,2604,1535791,1,0,222975993,2595623,10130663,0,0,0,1,83
413,163976,0,0,1,935,0,777,550723,0,0,205968153,1566371,5238859,9211302,27015297,0,1,73
414,164076,1,0,1,3236,0,12295,28711917,1,0,1340732910,42003111,26946751,201318,34039,0,1,85
415,164173,0,0,1,2664,0,4177,4283462,1,0,302752205,1257517,18163437,52145678,82730818,0,1,80
416,164216,0,0,1,490,1,2901,1368739,1,1,454444953,3336280,13258226,33084635,63763053,1,1,79
417,164368,0,0,0,210,0,1887,188281,0,0,97882861,1568168,17948410,34456672,108817653,0,0,94
418,164465,0,0,1,1000,0,10603,2127649,1,0,3792798254,38452205,36681400,47004083,232751101,1,0,91
419,164492,0,1,1,2500,0,2742,1837320,1,0,53104648,1099291,10105801,21042753,27627245,0,0,65
420,164562,0,1,0,800,0,4968,1616366,1,0,240513543,6450171,12651804,47313793,67021746,0,0,83
421,164614,0,1,1,1200,0,18,87804,0,0,1822843,268837,2304,0,1492085,1,0,63
422,164641,0,0,1,700,0,249,1334111,0,0,3508939,175103,2000388,0,12801736,1,0,69
423,164720,0,0,1,3850,0,2759,2470854,0,0,47781132,2265343,8108929,26387766,42935007,0,0,77
424,164748,0,0,0,1300,0,7860,4225842,1,0,761618023,19535224,25703459,75020477,280456664,0,0,75
425,164924,0,1,0,1152,1,29382,6578761,1,0,5201272270,99961811,94200147,214632613,869739257,0,0,93
426,164988,0,0,0,1218,1,61007,13886164,1,0,7210562000,138032000,91212000,456635000,2077641000,0,0,92
427,165015,0,0,1,1890,1,10223,2997603,1,0,1638021472,52000563,35856920,105601627,364444106,0,0,90
428,165024,1,0,0,9822,1,9555,15256317,1,0,223048599,28035754,25753871,5315249,0,0,0,76
429,165334,0,0,0,352,1,7153,2254979,1,0,631242000,17383000,15538000,72713000,123609000,0,0,87
430,165529,0,0,1,1975,1,5733,3145457,1,0,221721488,6468601,19698287,40809550,77345858,0,0,65
431,165574,0,0,0,200,1,5919,2117057,0,0,111553669,3629465,10328766,25813549,41300430,1,0,71
432,165644,0,1,1,1000,0,1005,1244811,1,0,41259818,382114,3886117,9983191,20793430,0,0,66
433,165662,0,0,0,908,1,13326,2964019,1,0,1047808077,26966993,28821789,52130599,218407506,0,0,80
434,165671,0,1,0,420,1,5450,2416566,1,0,451961576,5984598,13204949,42330303,74015673,0,0,74
435,165699,0,0,1,850,0,5355,2229595,1,0,399754172,12549980,14305918,39901848,109471115,0,0,83
436,165802,0,0,0,1000,0,2612,2537981,0,0,56860625,1520284,4527547,9880621,22859294,0,0,63
437,165820,1,0,1,9595,1,2998,6485274,1,0,239488830,11635206,20969605,2612299,0,0,0,77
438,165866,1,0,0,10410,1,5695,6514613,1,0,218549374,15578827,14531530,2936325,0,0,0,69
439,165936,0,1,0,1670,1,2884,1460683,1,0,201331767,3216251,11951188,28231007,62253752,0,0,84
440,166018,0,0,1,1738,0,1202,1151138,1,0,115794333,4922647,5004572,20497670,40383530,1,0,74
441,166054,0,1,1,550,0,98,100862,1,0,42088341,1029389,1057691,1423172,10542290,0,0,69
442,166124,0,1,1,720,0,7087,2416420,1,0,1320181892,14201960,41335984,65887126,190029727,1,0,89
443,166391,0,0,1,1500,0,2496,2524080,1,0,138640632,2638450,11851454,25455200,58502289,0,0,81
444,166452,0,0,0,350,1,2879,2953201,1,0,417901477,14494708,12227762,20946356,104195091,0,0,67
445,166513,1,0,0,620,1,12970,18636496,1,0,1065877000,53098000,48098000,5373000,0,0,0,84
446,166629,1,0,0,648,1,40315,24372822,1,0,2930957000,96132957,73545414,2218000,0,0,0,89
447,166638,1,0,1,490,1,14029,25448299,1,0,1088693000,46429000,37692000,7302000,49000,0,0,76
448,166656,0,0,0,1050,1,4808,5458490,0,0,1486480487,18495856,26333126,49622514,187346969,0,0,82
449,166674,1,0,0,13170,1,2677,2560870,1,0,123503684,7164322,6381082,1224732,0,0,0,73
450,166850,0,1,1,2673,1,10934,3114017,1,0,276990380,11936138,31601291,83897609,138537866,0,0,84
451,166939,0,0,1,218,1,3480,2018199,1,0,1113167836,19839656,19654164,53078775,147659547,0,0,81
452,167057,0,0,0,1000,0,1147,292471,0,0,251412598,5822821,5306317,17166174,52636945,0,0,82
453,167260,0,0,1,1250,0,2507,1969596,0,0,104926781,3523596,9958208,21341073,37883631,0,0,72
454,167288,1,0,0,10276,1,1355,2600277,1,0,86944197,5663137,7072887,1038220,0,0,0,72
455,167358,0,0,1,1092,0,64459,8722149,1,0,3597441000,217091000,154983000,363406000,1344726000,0,0,97
456,167394,0,1,0,1795,0,1479,2449743,1,0,69356608,1378764,3907055,13786309,28114299,0,0,79
457,167455,0,0,0,1000,0,352,975774,1,0,25101977,850981,3703135,5904239,17505789,0,0,47
458,167729,1,0,0,10765,1,6557,10780504,1,0,220187850,17728372,20138169,3516728,0,0,0,74
459,167783,0,0,0,1067,1,2905,2065472,1,0,504769958,20322245,12957551,51152605,186860363,0,0,84
460,167792,0,0,1,2791,0,215,452646,0,0,38179751,2263552,4288042,12956404,22587454,1,0,75
461,167835,0,0,1,284,1,5249,2590782,1,0,2735397166,37837095,33477957,70687850,234578827,0,0,77
462,167899,0,0,0,550,1,3441,2280524,1,0,248405282,3411520,14838782,50698245,106532890,0,0,85
463,167987,1,0,0,575,1,8738,11266959,1,0,467869000,31344000,20932000,3743972,0,0,0,71
464,168005,0,0,0,406,1,7686,6182954,0,0,762474012,39379304,30142294,99012729,235867528,0,0,73
465,168148,0,0,1,1302,1,23127,3392454,1,0,3775926242,206212813,34609318,144531377,959685947,0,0,92
466,168218,0,0,1,328,0,6581,2692908,1,0,2991368000,24235000,51571000,67876000,229803000,1,0,93
467,168254,0,0,1,2610,1,6235,3189658,1,0,250629088,13737080,17665800,51489920,107698223,0,0,78
468,168263,1,0,1,10169,1,4049,7198030,1,0,180228048,14955788,17668765,2735276,0,0,0,73
469,168281,0,0,1,462,1,3580,1598274,1,0,374085010,5082494,14802542,59952522,81178142,1,0,87
470,168421,0,0,1,1116,1,11269,2186767,1,0,1164377000,21341000,27610000,99179000,294330000,0,0,95
471,168430,1,0,0,9616,1,4044,7158163,1,0,159935181,6152467,11188502,4711981,0,0,0,80
472,168528,0,1,1,975,0,4439,2747214,1,0,148979647,1208971,9991644,41490893,49318030,0,1,66
473,168546,0,0,1,520,0,4699,3121570,1,0,279868060,4206484,15213386,50899073,64418805,1,1,73
474,168591,0,1,1,270,0,2732,1870734,1,0,239263678,4376843,14227966,35487252,49337235,1,1,83
475,168740,0,1,0,1200,1,1429,1877157,1,0,201801251,14244466,6396130,37813299,100048153,0,1,85
476,168786,0,1,1,700,1,1853,1839342,1,0,134653902,1911279,10192532,23472302,37896066,0,1,72
477,169080,0,1,1,206,1,3199,2690852,1,0,532360000,12052000,20103000,57799000,116382000,0,1,87
478,169248,1,0,1,450,1,19396,23910464,1,0,1092755073,56428487,27275374,93890,0,0,1,80
479,169327,0,0,1,600,0,803,656988,0,0,24296185,661348,2199533,4456164,10873879,0,1,82
480,169442,0,0,0,1415,0,1739,2120147,1,0,256161649,4774914,6839555,23195486,56659778,0,1,70
481,169479,0,0,1,940,0,3036,8594523,0,0,192809962,35097669,14469451,19226220,94058795,0,1,79
482,169798,1,0,0,1795,0,15957,28207288,1,0,752558667,29287442,22866372,1532326,0,0,1,72
483,170000,0,1,1,1200,0,364,2975151,0,0,11206450,597983,3543487,2803138,12096476,0,1,66
484,170286,0,1,1,1312,0,1993,0,0,0,1253103499,3562351,12831445,29396995,140682842,0,1,97
485,170301,0,1,1,350,1,3907,2320267,1,0,493949000,10278000,18255000,38423000,114882000,1,1,87
486,170639,1,0,1,288,0,1767,2682807,1,0,108081945,3822527,2947084,17073,0,1,1,73
487,170675,0,0,0,1200,0,2588,2247966,0,0,213033011,6426173,16191733,19901792,72423936,0,1,77
488,170976,1,0,0,428,1,65021,28894388,1,0,23155618000,469707000,129718000,0,0,0,1,96
489,171128,1,0,0,306,0,7476,6082448,0,0,478991409,24729827,16301852,3957000,0,0,1,86
490,171146,1,0,0,454,0,4017,11179219,1,0,273232000,14685000,9474000,7000,0,0,1,72
491,171456,1,0,0,796,0,6233,10903742,1,0,487387422,15428094,19480408,6562994,0,0,1,76
492,171492,0,0,0,1460,0,1056,3119237,0,0,206640197,671855,11024137,16443289,56311968,0,1,79
493,171599,0,1,1,1040,0,2134,2527690,0,0,58476879,667114,6618543,16111298,22844897,0,1,57
494,172033,0,1,1,120,0,2,44265,0,0,29269975,638274,1599199,985838,8372325,0,1,100
495,172051,1,0,0,438,0,6881,11871410,1,0,428381795,16133508,14256857,600,0,0,1,77
496,172264,0,1,0,642,1,1263,3059073,1,0,100727760,2550210,10484688,22103295,37500983,0,1,74
497,172334,0,1,1,600,0,1504,2103714,1,0,117544042,3082046,14959206,16004298,53384937,0,1,78
498,172440,0,1,1,600,0,1259,867050,0,0,36458956,665250,4462161,3218356,13106234,1,1,46
499,172644,1,0,0,1605,0,17093,38534862,1,0,1861681000,101601000,48573000,2595000,0,0,1,82
500,172699,1,0,1,923,0,16582,25557730,1,0,1224992438,60709210,23153970,668327,27600,0,1,78
501,173045,0,1,1,710,0,2746,5797315,1,0,209465774,5982659,16730077,46785232,86166804,0,0,73
502,173124,1,0,0,1100,0,3043,5129323,1,0,130684000,10552000,16024000,4039000,0,0,0,72
503,173142,0,1,1,680,0,665,729381,1,0,97860298,641830,5316347,8511818,20223622,1,0,87
504,173160,0,1,0,160,0,1646,2711342,1,0,206434060,10136173,12354525,43936579,100136744,0,0,85
